58,12432.8564453125,-33.07637609360774,True,2023-10-10 21:15:46.802396
63,12432.85546875,-32.23377663683829,True,2023-10-10 21:15:46.862487
69,12432.6728515625,-31.0642911565812,True,2023-10-10 21:15:46.933768
151,12414.5458984375,-13.782776183725776,True,2023-10-10 21:15:48.747248
303,12432.8564453125,19.549365734863205,True,2023-10-10 21:15:51.897396
324,12423.701171875,24.07523178647395,True,2023-10-10 21:15:51.962255
391,12414.494140625,38.96663219608377,True,2023-10-10 21:15:53.787592
461,12396.19140625,54.7671068785602,True,2023-10-10 21:15:55.381845
544,12405.390625,73.29678171940115,True,2023-10-10 21:15:57.136958
651,12387.080078125,97.96995217148012,True,2023-10-10 21:15:59.563749
708,12387.080078125,110.95853359531067,True,2023-10-10 21:16:00.819248
721,12387.080078125,114.07741653639194,True,2023-10-10 21:16:00.882729
737,12377.9248046875,117.68858536190187,True,2023-10-10 21:16:00.950703
843,12354.9814453125,143.16527292831947,True,2023-10-10 21:16:03.552818
1094,12396.74609375,-151.0935925923302,True,2023-10-10 21:16:08.905727
1199,12396.234375,-123.59460895607687,True,2023-10-10 21:16:11.933793
1285,12409.7236328125,-100.47170020029405,True,2023-10-10 21:16:13.917338
1295,12414.5458984375,-98.16099256256537,True,2023-10-10 21:16:13.964626
1632,12437.30078125,-8.714475291252835,True,2023-10-10 21:16:21.234938
1732,12423.701171875,16.89210625147913,True,2023-10-10 21:16:23.427994
1751,12406.83203125,21.760029884271407,True,2023-10-10 21:16:23.486089
1848,12388.2158203125,46.86708810337543,True,2023-10-10 21:16:25.998150
1901,12379.75,61.06311378377543,True,2023-10-10 21:16:27.113281
2114,12359.0078125,118.4871164381464,True,2023-10-10 21:16:31.640885
2403,12442.01171875,-161.9426514096001,True,2023-10-10 21:16:37.628489
2437,12422.529296875,-152.37963525077356,True,2023-10-10 21:16:37.693183
2448,12409.7236328125,-149.6356613932343,True,2023-10-10 21:16:37.753354
2465,12386.896484375,-145.9633692048419,True,2023-10-10 21:16:38.873550
2666,12405.390625,-89.9814790314491,True,2023-10-10 21:16:43.148828
2853,12442.01171875,-37.31934083243844,True,2023-10-10 21:16:47.363559
2963,12432.8564453125,-7.388291611057309,True,2023-10-10 21:16:49.743858
2985,12434.685546875,-2.397061292518322,True,2023-10-10 21:16:49.816704
3188,12442.01171875,53.98412131286662,True,2023-10-10 21:16:54.429877
3305,12460.322265625,86.64012316872217,True,2023-10-10 21:16:56.845955
3315,12460.322265625,89.08991394851982,True,2023-10-10 21:16:56.912478
3382,12454.81640625,106.57725411069264,True,2023-10-10 21:16:58.585818
3392,12460.322265625,109.43582488212637,True,2023-10-10 21:16:58.659060
3565,12460.322265625,157.6654776683114,True,2023-10-10 21:17:02.536841
3698,12469.4775390625,-163.78331908902683,True,2023-10-10 21:17:05.339356
3996,12451.119140625,-73.5531050585734,True,2023-10-10 21:17:11.541138
3999,12452.994140625,-73.18784703232862,True,2023-10-10 21:17:11.615863
4019,12460.322265625,-66.90078084473694,True,2023-10-10 21:17:11.689442
4272,12469.4765625,15.228395113069084,True,2023-10-10 21:17:17.276294
4275,12462.314453125,15.308784732052843,True,2023-10-10 21:17:17.330235
4387,12487.7880859375,48.925778836203555,True,2023-10-10 21:17:19.923481
4463,12496.943359375,73.32612421207553,True,2023-10-10 21:17:21.368101
4596,12489.60546875,114.99669852697312,True,2023-10-10 21:17:24.088490
4684,12460.3212890625,142.903034645326,True,2023-10-10 21:17:25.921231
4715,12469.4775390625,152.7087957272548,True,2023-10-10 21:17:26.013832
4740,12462.2578125,160.43245560297527,True,2023-10-10 21:17:27.091489
4858,12469.4775390625,-162.0228241700777,True,2023-10-10 21:17:29.770498
4889,12451.12109375,-152.93277129051788,True,2023-10-10 21:17:29.842971
4983,12451.1669921875,-122.45141287393515,True,2023-10-10 21:17:32.416263
5056,12460.322265625,-98.22796939756651,True,2023-10-10 21:17:33.879197
