index,magnitude,phase_angle,is_predicted,,,Magnitude01,Angle01
2486,24765.00586,-126.2226062,FALSE,,,24765.00535,-126.2226023
2487,24774.16016,-125.930397,FALSE,,,24774.16062,-125.9303938
2488,24765.00586,-125.6324505,FALSE,,,24765.00535,-125.6324557
2489,24774.16016,-125.3345177,FALSE,,,24774.16062,-125.3345177
2490,24774.16016,-125.0308475,FALSE,,,24774.16062,-125.0308501
2491,24774.16016,-124.7443757,FALSE,,,24774.16062,-124.7443712
2492,24774.16016,-124.4521665,FALSE,,,24774.16062,-124.4521627
2493,24774.16016,-124.15422,FALSE,,,24774.16062,-124.1542246
2494,24774.16016,-123.8505635,FALSE,,,24774.16062,-123.850557
2495,24774.19922,-123.5411832,TRUE,,,24774.16062,-123.5526189
2496,24774.16016,-123.2546841,FALSE,,,24774.16062,-123.2546809
2497,24774.16016,-122.9510139,FALSE,,,24774.16062,-122.9510133
2498,24774.16016,-122.6645284,FALSE,,,24774.16062,-122.6645344
2499,24774.16016,-122.3608719,FALSE,,,24774.16062,-122.3608667
2500,24774.16016,-122.0629254,FALSE,,,24774.16062,-122.0629287
2501,24774.16016,-121.7707162,FALSE,,,24774.16062,-121.7707202
2502,24774.16016,-121.4727834,FALSE,,,24774.16062,-121.4727821
2503,24774.16016,-121.1805742,FALSE,,,24774.16062,-121.1805737
2504,24783.31641,-120.8940888,FALSE,,,24783.31589,-120.8940948
2505,24774.16016,-120.6018796,FALSE,,,24774.16062,-120.6018863
2506,24774.16016,-120.3154078,FALSE,,,24774.16062,-120.3154074
2507,24774.16016,-120.0117376,FALSE,,,24774.16062,-120.0117398
2508,24774.16016,-119.7138048,FALSE,,,24774.16062,-119.7138017
2509,24774.16016,-119.4215956,FALSE,,,24774.16062,-119.4215932
2510,24774.12305,-119.1350965,TRUE,,,24774.16062,-119.1236552
2511,24783.31641,-118.842901,FALSE,,,24783.31589,-118.8429059
2512,24805.37891,-117.9787728,TRUE,,,24774.16062,-118.5335087
2513,24774.16016,-118.2355742,FALSE,,,24774.16062,-118.2355706
2514,24783.31641,-117.931904,FALSE,,,24783.31589,-117.931903
2515,24774.16016,-117.6454186,FALSE,,,24774.16062,-117.6454241
2516,24774.16016,-117.3532094,FALSE,,,24774.16062,-117.3532156
2517,24783.31641,-117.0610139,FALSE,,,24783.31589,-117.0610071
2518,24783.31641,-116.7745285,FALSE,,,24783.31589,-116.7745282
2519,24774.16016,-116.4823193,FALSE,,,24774.16062,-116.4823198
2520,24774.16016,-116.1901102,FALSE,,,24774.16062,-116.1901113
2521,24774.16016,-115.9150858,FALSE,,,24774.16062,-115.9150915
2522,24774.16016,-115.6114292,FALSE,,,24774.16062,-115.6114239
2523,24783.31641,-115.3249438,FALSE,,,24783.31589,-115.324945
2524,24783.31641,-115.0441957,FALSE,,,24783.31589,-115.0441957
2525,24783.31641,-114.7519865,FALSE,,,24783.31589,-114.7519872
2526,24774.16016,-114.4655079,FALSE,,,24774.16062,-114.4655083
2527,24783.31641,-114.1904903,FALSE,,,24783.31589,-114.1904886
2528,24774.16016,-113.8925506,FALSE,,,24774.16062,-113.8925505
2529,24774.16016,-113.6118025,FALSE,,,24774.16062,-113.6118012
2530,24783.31641,-113.3138629,FALSE,,,24783.31589,-113.3138631
2531,24783.31641,-113.0445758,FALSE,,,24783.31589,-113.044573
2532,24774.16016,-112.7523667,FALSE,,,24774.16062,-112.7523645
2533,24774.16016,-112.4830728,FALSE,,,24774.16062,-112.4830743
2534,24774.16016,-112.1908636,FALSE,,,24774.16062,-112.1908659
2535,24774.16016,-111.904385,FALSE,,,24774.16062,-111.904387
2536,24774.16016,-111.635098,FALSE,,,24774.16062,-111.6350968
2537,24774.16016,-111.3543499,FALSE,,,24774.16062,-111.3543475
2538,24774.16016,-111.073595,FALSE,,,24774.16062,-111.0735982
2539,24774.16016,-110.7756621,FALSE,,,24774.16062,-110.7756601
2540,24774.16016,-110.494914,FALSE,,,24774.16062,-110.4949108
2541,24774.16016,-110.2027049,FALSE,,,24774.16062,-110.2027023
2542,24774.16016,-109.933411,FALSE,,,24774.16062,-109.9334122
2543,24774.16016,-109.6354713,FALSE,,,24774.16062,-109.6354741
2544,24774.16016,-109.343269,FALSE,,,24774.16062,-109.3432656
2545,24774.16016,-109.0625141,FALSE,,,24774.16062,-109.0625163
2546,24774.16016,-109.2401331,FALSE,,,24774.16062,-109.2401332
2547,24774.16016,-108.9536545,FALSE,,,24774.16062,-108.9536543
2548,24774.16016,-108.6729064,FALSE,,,24774.16062,-108.672905
2549,24765.00586,-108.3921583,FALSE,,,24765.00535,-108.3921557
2550,24765.00586,-108.1228644,FALSE,,,24765.00535,-108.1228655
2551,24765.00586,-107.8249248,FALSE,,,24765.00535,-107.8249275
2552,24765.00586,-107.5556377,FALSE,,,24765.00535,-107.5556373
2553,24765.00586,-107.2748896,FALSE,,,24765.00535,-107.274888
2554,24765.00586,-106.9826805,FALSE,,,24765.00535,-106.9826795
2555,24765.00586,-106.6904713,FALSE,,,24765.00535,-106.690471
2556,24765.00586,-106.4154538,FALSE,,,24765.00535,-106.4154513
2557,24764.89844,-106.1576209,TRUE,,,24755.85008,-106.134702
2558,24755.84961,-105.8654118,FALSE,,,24755.85008,-105.8654118
2559,24755.84961,-105.5732026,FALSE,,,24755.85008,-105.5732033
2560,24755.84961,-105.2924545,FALSE,,,24755.85008,-105.292454
2561,24755.84961,-105.0117065,FALSE,,,24755.85008,-105.0117047
2562,24755.84961,-104.7538736,FALSE,,,24755.85008,-104.7538737
2563,24755.84961,-104.4731255,FALSE,,,24755.85008,-104.4731244
2564,24755.84961,-104.1809164,FALSE,,,24755.85008,-104.1809159
2565,24755.84961,-103.9116225,FALSE,,,24755.85008,-103.9116257
2566,24737.53906,-103.6251439,FALSE,,,24737.53954,-103.6251468
2567,24737.53906,-103.3329416,FALSE,,,24737.53954,-103.3329384
2568,24737.53906,-103.0636477,FALSE,,,24737.53954,-103.0636482
2569,24737.53906,-102.7828996,FALSE,,,24737.53954,-102.7828989
2570,24737.53906,-102.5021515,FALSE,,,24737.53954,-102.5021495
2571,24737.53906,-102.2214034,FALSE,,,24737.53954,-102.2214002
2572,24737.53906,-101.9521096,FALSE,,,24737.53954,-101.9521101
2573,24737.53906,-101.6656309,FALSE,,,24737.53954,-101.6656312
2574,24737.53906,-101.3906134,FALSE,,,24737.53954,-101.3906114
2575,24737.53906,-101.1041347,FALSE,,,24737.53954,-101.1041325
2576,24737.53906,-100.8119256,FALSE,,,24737.53954,-100.8119241
2577,24737.53906,-100.5311775,FALSE,,,24737.53954,-100.5311747
2578,24737.4668,-100.2618836,TRUE,,,24737.53954,-100.2446958
2579,24737.53906,-99.96394394,FALSE,,,24737.53954,-99.96394652
2580,24737.53906,-99.66028056,FALSE,,,24737.53954,-99.66027889
2581,24755.84961,-99.36234088,FALSE,,,24755.85008,-99.36234083
2582,24755.84961,-99.07013172,FALSE,,,24755.85008,-99.07013236
2583,24755.84961,-98.77219204,FALSE,,,24755.85008,-98.7721943
2584,24755.84961,-98.48571342,FALSE,,,24755.85008,-98.48571541
2585,24755.77539,-98.21068902,TRUE,,,24755.85008,-98.19350693
2586,24755.84961,-97.88411035,FALSE,,,24755.85008,-97.88410972
2587,24755.84961,-97.61481649,FALSE,,,24755.85008,-97.61481956
2588,24755.84961,-97.31115311,FALSE,,,24755.85008,-97.31115193
2589,24755.84961,-97.01321342,FALSE,,,24755.85008,-97.01321387
2590,24755.84961,-96.73246533,FALSE,,,24755.85008,-96.73246455
2591,24765.00586,-96.43452565,FALSE,,,24765.00535,-96.4345265
2592,24765.00586,-96.15377755,FALSE,,,24765.00535,-96.15377718
2593,24765.00586,-95.85010734,FALSE,,,24765.00535,-95.85010955
2594,24765.16406,-95.52350818,TRUE,,,24765.00535,-95.57508981
2595,24765.00586,-95.29434168,FALSE,,,24765.00535,-95.29434049
2596,24765.00586,-95.00213252,FALSE,,,24765.00535,-95.00213201
2597,24765.00586,-94.7156539,FALSE,,,24765.00535,-94.71565311
2598,24765.00586,-94.44063633,FALSE,,,24765.00535,-94.44063337
2599,24765.00586,-94.13123559,FALSE,,,24765.00535,-94.13123616
2600,24765.00586,-93.84475697,FALSE,,,24765.00535,-93.84475726
2601,24765.00586,-93.54108676,FALSE,,,24765.00535,-93.54108963
2602,24765.00586,-93.26033866,FALSE,,,24765.00535,-93.26034031
2603,24765.00586,-92.96239898,FALSE,,,24765.00535,-92.96240226
2604,24765.00586,-92.67019666,FALSE,,,24765.00535,-92.67019378
2605,24765.00586,-92.38371803,FALSE,,,24765.00535,-92.38371489
2606,24764.96875,-92.10295628,TRUE,,,24765.00535,-92.54414307
2607,24765.00586,-92.27485165,FALSE,,,24765.00535,-92.27485291
2608,24765.00586,-91.99410355,FALSE,,,24765.00535,-91.99410359
2609,24765.00586,-91.7018944,FALSE,,,24765.00535,-91.70189511
2610,24765.00586,-91.4211463,FALSE,,,24765.00535,-91.42114579
2611,24765.00586,-91.13466768,FALSE,,,24765.00535,-91.13466689
2612,24765.00586,-90.85391958,FALSE,,,24765.00535,-90.85391757
2613,24774.16016,-90.56171043,FALSE,,,24774.16062,-90.5617091
2614,24774.16016,-90.28096234,FALSE,,,24774.16062,-90.28095978
2615,24774.16016,-89.99448371,FALSE,,,24774.16062,-89.99448088
2616,24774.19727,-89.70226773,TRUE,,,24774.16062,-89.71373156
2617,24774.16016,-89.42152646,FALSE,,,24774.16062,-89.42152309
2618,24765.00586,-89.15223259,FALSE,,,24765.00535,-89.15223292
2619,24765.00586,-88.86002344,FALSE,,,24765.00535,-88.86002445
2620,24774.31055,-88.54522002,TRUE,,,24774.16062,-88.59073428
2621,24774.16016,-88.30425778,FALSE,,,24774.16062,-88.30425539
2622,24774.16016,-88.01204863,FALSE,,,24774.16062,-88.01204691
2623,24774.16016,-87.74275476,FALSE,,,24774.16062,-87.74275675
2624,24774.16016,-87.47346772,FALSE,,,24774.16062,-87.47346658
2625,24774.16016,-87.18125857,FALSE,,,24774.16062,-87.18125811
2626,24774.16016,-86.92342576,FALSE,,,24774.16062,-86.9234271
2627,24774.16016,-86.6312166,FALSE,,,24774.16062,-86.63121862
2628,24774.38672,-86.30462428,TRUE,,,24774.16062,-86.34473973
2629,24774.16016,-86.08118147,FALSE,,,24774.16062,-86.08117914
2630,24774.16016,-85.80042654,FALSE,,,24774.16062,-85.80042982
2631,24774.16016,-85.5311395,FALSE,,,24774.16062,-85.53113966
2632,24774.08984,-85.27331352,TRUE,,,24774.16062,-85.25039034
2633,24773.88281,-85.02694177,TRUE,,,24774.16062,-84.9753706
2634,24774.16016,-84.68316469,FALSE,,,24774.16062,-84.68316212
2635,24774.16016,-84.41387082,FALSE,,,24774.16062,-84.41387196
2636,24774.16016,-84.14458378,FALSE,,,24774.16062,-84.14458179
2637,24783.31641,-83.85237463,FALSE,,,24783.31589,-83.85237332
2638,24801.7793,-83.53758487,TRUE,,,24774.16062,-83.58308315
2639,24774.16016,-83.30233266,FALSE,,,24774.16062,-83.30233383
2640,24783.31641,-83.01012351,FALSE,,,24783.31589,-83.01012536
2641,24783.31641,-82.73510594,FALSE,,,24783.31589,-82.73510562
2642,24783.31641,-82.43143573,FALSE,,,24783.31589,-82.43143799
2643,24783.31641,-82.15068764,FALSE,,,24783.31589,-82.15068867
2644,24783.31641,-81.89285483,FALSE,,,24783.31589,-81.89285766
2645,24783.31641,-81.61210673,FALSE,,,24783.31589,-81.61210834
2646,24783.31641,-81.33135864,FALSE,,,24783.31589,-81.33135902
2647,24783.31641,-81.04488001,FALSE,,,24783.31589,-81.04488012
2648,24783.31641,-80.76413192,FALSE,,,24783.31589,-80.7641308
2649,24783.31641,-80.47192276,FALSE,,,24783.31589,-80.47192233
2650,24783.31641,-80.19117467,FALSE,,,24783.31589,-80.19117301
2651,24783.31641,-79.91042657,FALSE,,,24783.31589,-79.91042369
2652,24783.31641,-79.61248689,FALSE,,,24783.31589,-79.61248563
2653,24783.31641,-79.32027774,FALSE,,,24783.31589,-79.32027716
2654,24783.31641,-79.05098387,FALSE,,,24783.31589,-79.05098699
2655,24783.31641,-78.75305102,FALSE,,,24783.31589,-78.75304894
2656,24783.31641,-78.47230292,FALSE,,,24783.31589,-78.47229962
2657,24783.31641,-78.191548,FALSE,,,24783.31589,-78.1915503
2658,24783.31641,-77.90506937,FALSE,,,24783.31589,-77.9050714
2659,24783.35352,-77.61286022,TRUE,,,24783.31589,-77.62432208
2660,24783.31641,-77.35503424,FALSE,,,24783.31589,-77.35503192
2661,24786.59961,-76.54151773,TRUE,,,24783.31589,-77.05136429
2662,24774.16016,-76.78207699,FALSE,,,24774.16062,-76.78207413
2663,24783.31641,-76.49559836,FALSE,,,24783.31589,-76.49559523
2664,24783.31641,-76.20338921,FALSE,,,24783.31589,-76.20338675
2665,24783.31641,-75.91118006,FALSE,,,24783.31589,-75.91117828
2666,24774.16016,-76.09452283,FALSE,,,24774.16062,-76.09452477
2667,24783.31641,-75.80231367,FALSE,,,24783.31589,-75.8023163
2668,24783.31641,-75.50438082,FALSE,,,24783.31589,-75.50437824
2669,24774.16016,-75.23508695,FALSE,,,24774.16062,-75.23508808
2670,24774.16016,-74.95433886,FALSE,,,24774.16062,-74.95433876
2671,24774.16016,-74.67359076,FALSE,,,24774.16062,-74.67358944
2672,24774.16016,-74.39284267,FALSE,,,24774.16062,-74.39284012
2673,24774.16016,-74.09490298,FALSE,,,24774.16062,-74.09490207
2674,24774.16016,-73.79123277,FALSE,,,24774.16062,-73.79123443
2675,24783.31641,-73.49329309,FALSE,,,24783.31589,-73.49329638
2676,24774.16016,-73.19536024,FALSE,,,24774.16062,-73.19535833
2677,24774.16016,-72.89169003,FALSE,,,24774.16062,-72.8916907
2678,24774.16016,-72.60521141,FALSE,,,24774.16062,-72.6052118
2679,24783.31641,-72.29008697,FALSE,,,24783.31589,-72.29008501
2680,24783.31641,-72.00360834,FALSE,,,24783.31589,-72.00360611
2681,24783.31641,-71.6942076,FALSE,,,24783.31589,-71.6942089
2682,24792.4707,-71.39054422,FALSE,,,24792.47116,-71.39054127
2683,24783.31641,-71.13271141,FALSE,,,24783.31589,-71.13271027
2684,24783.31641,-70.82331067,FALSE,,,24783.31589,-70.82331306
2685,24783.31641,-70.51391676,FALSE,,,24783.31589,-70.51391585
2686,24783.31641,-70.20452286,TRUE,,,24792.47116,-70.19305948
2687,24792.4707,-69.89512212,FALSE,,,24792.47116,-69.89512143
2688,24792.4707,-69.58572138,FALSE,,,24792.47116,-69.58572422
2689,24792.4707,-69.27059694,FALSE,,,24792.47116,-69.27059743
2690,24792.4707,-68.97265726,FALSE,,,24792.47116,-68.97265938
2691,24801.62695,-68.69190916,FALSE,,,24801.62643,-68.69191006
2692,24819.83008,-68.42863269,TRUE,,,24801.62643,-68.37105369
2693,24801.62695,-68.07311451,FALSE,,,24801.62643,-68.07311564
2694,24801.62695,-67.77517483,FALSE,,,24801.62643,-67.77517759
2695,24801.62695,-67.46005039,FALSE,,,24801.62643,-67.4600508
2696,24801.62695,-67.15065649,FALSE,,,24801.62643,-67.15065359
2697,24810.78125,-66.8527168,FALSE,,,24810.7817,-66.85271554
2698,24810.78125,-66.54331606,FALSE,,,24810.7817,-66.54331833
2699,24810.78125,-66.23392216,FALSE,,,24810.7817,-66.23392112
2700,24810.78125,-65.93025194,FALSE,,,24810.7817,-65.93025349
2701,24810.78125,-65.64377332,FALSE,,,24810.7817,-65.64377459
2702,24810.78125,-65.33437941,FALSE,,,24810.7817,-65.33437738
2703,24810.78125,-65.0307092,FALSE,,,24810.7817,-65.03070975
2704,24810.78125,-64.73276952,FALSE,,,24810.7817,-64.73277169
2705,24810.74219,-64.44055354,TRUE,,,24810.7817,-64.43483364
2706,24810.78125,-64.14262751,FALSE,,,24810.7817,-64.14262516
2707,24810.78125,-63.83322678,FALSE,,,24810.7817,-63.83322796
2708,24819.9375,-63.53528709,FALSE,,,24819.93697,-63.5352899
2709,24819.9375,-63.23162371,FALSE,,,24819.93697,-63.23162227
2710,24819.9375,-62.93368403,FALSE,,,24819.93697,-62.93368422
2711,24819.9375,-62.64147488,FALSE,,,24819.93697,-62.64147574
2712,24810.78125,-62.35499625,FALSE,,,24810.7817,-62.35499684
2713,24819.9375,-62.0627871,FALSE,,,24819.93697,-62.06278837
2714,24819.9375,-61.76484742,FALSE,,,24819.93697,-61.76485032
2715,24810.78125,-61.48409932,FALSE,,,24810.7817,-61.484101
2716,24819.9375,-61.18043594,FALSE,,,24819.93697,-61.18043336
2717,24810.78125,-60.88249626,FALSE,,,24810.7817,-60.88249531
2718,24810.78125,-60.59028711,FALSE,,,24810.7817,-60.59028684
2719,24810.78125,-60.31526954,FALSE,,,24810.7817,-60.31526709
2720,24810.78125,-60.01159933,FALSE,,,24810.7817,-60.01159946
2721,24810.78125,-59.72512071,FALSE,,,24810.7817,-59.72512056
2722,24810.78125,-59.4214505,FALSE,,,24810.7817,-59.42145293
2723,24819.9375,-59.13497187,FALSE,,,24819.93697,-59.13497404
2724,24810.78125,-58.83130849,FALSE,,,24810.7817,-58.8313064
2725,24783.43164,-58.50976368,TRUE,,,24810.7817,-58.56201624
2726,24810.78125,-58.73390316,FALSE,,,24810.7817,-58.73390358
2727,24810.78125,-58.44169401,FALSE,,,24810.7817,-58.4416951
2728,24810.78125,-58.15521539,FALSE,,,24810.7817,-58.15521621
2729,24810.78125,-57.87446729,FALSE,,,24810.7817,-57.87446689
2730,24810.74414,-57.59944289,TRUE,,,24810.7817,-57.57079925
2731,24810.78125,-57.30151004,FALSE,,,24810.7817,-57.30150909
2732,24810.78125,-57.01503142,FALSE,,,24810.7817,-57.01503019
2733,24810.78125,-56.73427991,FALSE,,,24810.7817,-56.73428087
2734,24810.78125,-56.45353181,FALSE,,,24810.7817,-56.45353155
2735,24810.78125,-56.15559213,FALSE,,,24810.7817,-56.1555935
2736,24810.78125,-55.86338639,FALSE,,,24810.7817,-55.86338503
2737,24810.78125,-55.59409594,FALSE,,,24810.7817,-55.59409486
2738,24810.78125,-55.30188678,FALSE,,,24810.7817,-55.30188639
2739,24810.78125,-55.01540816,FALSE,,,24810.7817,-55.01540749
2740,24810.78125,-54.72319901,FALSE,,,24810.7817,-54.72319901
2741,24810.78125,-54.45390855,FALSE,,,24810.7817,-54.45390885
2742,24810.78125,-54.1616994,FALSE,,,24810.7817,-54.16170037
2743,24810.78125,-53.89240895,FALSE,,,24810.7817,-53.89241021
2744,24810.78125,-53.60020321,FALSE,,,24810.7817,-53.60020173
2745,24810.78125,-53.31372117,FALSE,,,24810.7817,-53.31372284
2746,24810.78125,-53.01005437,FALSE,,,24810.7817,-53.01005521
2747,24810.78125,-52.73503681,FALSE,,,24810.7817,-52.73503546
2748,24810.60352,-52.48865822,TRUE,,,24819.93697,-52.4141791
2749,24819.9375,-52.11051163,FALSE,,,24819.93697,-52.11051147
2750,24819.9375,-51.80111431,FALSE,,,24819.93697,-51.80111426
2751,24819.9375,-51.52036621,FALSE,,,24819.93697,-51.52036494
2752,24819.9375,-51.23388759,FALSE,,,24819.93697,-51.23388604
2753,24819.9375,-50.95313608,FALSE,,,24819.93697,-50.95313672
2754,24819.9375,-50.65519981,FALSE,,,24819.93697,-50.65519867
2755,24819.9375,-50.38017883,FALSE,,,24819.93697,-50.38017893
2756,24819.9375,-50.10515785,FALSE,,,24819.93697,-50.10515918
2757,24819.9375,-49.83014028,FALSE,,,24819.93697,-49.83013944
2758,24819.9375,-49.54366165,FALSE,,,24819.93697,-49.54366054
2759,24819.9375,-49.2514525,FALSE,,,24819.93697,-49.25145207
2760,24810.78125,-48.96497388,FALSE,,,24810.7817,-48.96497317
2761,24810.78125,-48.69568342,FALSE,,,24810.7817,-48.69568301
2762,24810.78125,-48.41493533,FALSE,,,24810.7817,-48.41493369
2763,24819.9375,-48.13418382,FALSE,,,24819.93697,-48.13418437
2764,24810.78125,-47.83051702,FALSE,,,24810.7817,-47.83051674
2765,24810.78125,-47.55549604,FALSE,,,24810.7817,-47.555497
2766,24819.9375,-47.27474794,FALSE,,,24819.93697,-47.27474768
2767,24810.78125,-47.00545749,FALSE,,,24810.7817,-47.00545751
2768,24810.78125,-46.71324834,FALSE,,,24810.7817,-46.71324904
2769,24820.08789,-46.39843809,TRUE,,,24810.7817,-46.44395887
2770,24810.78125,-46.17466743,FALSE,,,24810.7817,-46.17466871
2771,24810.78125,-45.89391934,FALSE,,,24810.7817,-45.89391939
2772,24809.14063,-45.87097673,TRUE,,,24810.7817,-45.61317007
2773,24810.78125,-45.34388079,FALSE,,,24810.7817,-45.34387991
2774,24810.78125,-45.04021058,FALSE,,,24810.7817,-45.04021228
2775,24810.78125,-44.75373195,FALSE,,,24810.7817,-44.75373338
2776,24810.78125,-44.45006516,FALSE,,,24810.7817,-44.45006575
2777,24810.78125,-44.17504759,FALSE,,,24810.7817,-44.175046
2778,24810.78125,-43.88283844,FALSE,,,24810.7817,-43.88283753
2779,24810.78125,-43.60208693,FALSE,,,24810.7817,-43.60208821
2780,24810.78125,-43.30415066,FALSE,,,24810.7817,-43.30415016
2781,24810.78125,-43.00048386,FALSE,,,24810.7817,-43.00048252
2782,24810.78125,-42.71400524,FALSE,,,24810.7817,-42.71400363
2783,24810.78125,-42.40460791,FALSE,,,24810.7817,-42.40460642
2784,24810.78125,-42.1009377,FALSE,,,24810.7817,-42.10093879
2785,24810.78125,-41.81445908,FALSE,,,24810.7817,-41.81445989
2786,24819.9375,-41.97488656,FALSE,,,24819.93697,-41.97488807
2787,24810.78125,-41.68268083,FALSE,,,24810.7817,-41.6826796
2788,24819.9375,-41.39047167,FALSE,,,24819.93697,-41.39047112
2789,24819.9375,-41.11545069,FALSE,,,24819.93697,-41.11545138
2790,24819.9375,-40.82324154,FALSE,,,24819.93697,-40.8232429
2791,24819.9375,-40.5310358,FALSE,,,24819.93697,-40.53103443
2792,24819.9375,-40.24455717,FALSE,,,24819.93697,-40.24455553
2793,24819.9375,-39.95234802,FALSE,,,24819.93697,-39.95234705
2794,24819.9375,-39.66013887,FALSE,,,24819.93697,-39.66013858
2795,24819.9375,-39.37366024,FALSE,,,24819.93697,-39.37365968
2796,24819.9375,-39.08145109,FALSE,,,24819.93697,-39.08145121
2797,24819.9375,-38.800703,FALSE,,,24819.93697,-38.80070189
2798,24819.9375,-38.51422437,FALSE,,,24819.93697,-38.51422299
2799,24819.9375,-38.21055416,FALSE,,,24819.93697,-38.21055536
2800,24819.9375,-37.92407554,FALSE,,,24819.93697,-37.92407646
2801,24819.9375,-37.62040874,FALSE,,,24819.93697,-37.62040883
2802,24819.9375,-37.34538776,FALSE,,,24819.93697,-37.34538909
2803,24819.9375,-37.06463966,FALSE,,,24819.93697,-37.06463977
2804,24819.9375,-36.77243051,FALSE,,,24819.93697,-36.77243129
2805,24819.9375,-36.49168241,FALSE,,,24819.93697,-36.49168197
2806,24819.9375,-36.20520379,FALSE,,,24819.93697,-36.20520307
2807,24819.9375,-35.91299464,FALSE,,,24819.93697,-35.9129946
2808,24819.9375,-35.62078548,FALSE,,,24819.93697,-35.62078612
2809,24819.9375,-35.3285695,TRUE,,,24819.93697,-35.33430723
2810,24819.9375,-35.06501641,FALSE,,,24819.93697,-35.06501706
2811,24819.9375,-34.77280725,FALSE,,,24819.93697,-34.77280859
2812,24819.9375,-34.49205916,FALSE,,,24819.93697,-34.49205927
2813,24819.9375,-34.19412289,FALSE,,,24819.93697,-34.19412121
2814,24819.9375,-33.91337138,FALSE,,,24819.93697,-33.91337189
2815,24819.9375,-33.61543511,FALSE,,,24819.93697,-33.61543384
2816,24819.9375,-33.34041413,FALSE,,,24819.93697,-33.3404141
2817,24819.9375,-33.05393551,FALSE,,,24819.93697,-33.0539352
2818,24819.9375,-32.78464505,FALSE,,,24819.93697,-32.78464504
2819,24819.9375,-32.48097826,FALSE,,,24819.93697,-32.48097741
2820,24819.9375,-32.19449963,FALSE,,,24819.93697,-32.19449851
2821,24819.9375,-31.92520918,FALSE,,,24819.93697,-31.92520834
2822,24819.9375,-31.6501882,FALSE,,,24819.93697,-31.6501886
2823,24819.9375,-31.37516722,FALSE,,,24819.93697,-31.37516886
2824,24819.9375,-31.10014965,FALSE,,,24819.93697,-31.10014912
2825,24819.9375,-30.82512867,FALSE,,,24819.93697,-30.82512938
2826,24819.9375,-30.5501111,FALSE,,,24819.93697,-30.55010964
2827,24819.9375,-30.26362906,FALSE,,,24819.93697,-30.26363074
2828,24819.9375,-30.00006914,FALSE,,,24819.93697,-30.00007015
2829,24819.9375,-29.72505157,FALSE,,,24819.93697,-29.72505041
2830,24829.0918,-29.44430006,FALSE,,,24829.09224,-29.44430109
2831,24829.0918,-29.15209432,FALSE,,,24829.09224,-29.15209262
2832,24820.01367,-28.84810651,TRUE,,,24829.09224,-28.88280245
2833,24819.9375,-28.60205236,FALSE,,,24819.93697,-28.60205313
2834,24819.9375,-28.34422296,FALSE,,,24819.93697,-28.34422213
2835,24827.38281,-28.3788691,TRUE,,,24819.93697,-28.07493196
2836,24829.0918,-27.7941827,FALSE,,,24829.09224,-27.79418264
2837,24819.9375,-27.50197355,FALSE,,,24819.93697,-27.50197417
2838,24819.9375,-27.23268481,FALSE,,,24819.93697,-27.232684
2839,24819.9375,-26.951935,FALSE,,,24819.93697,-26.95193468
2840,24819.9375,-26.68264455,FALSE,,,24819.93697,-26.68264452
2841,24819.9375,-26.40189475,FALSE,,,24819.93697,-26.4018952
2842,24819.9375,-26.12114665,FALSE,,,24819.93697,-26.12114588
2843,24819.9375,-25.84039343,TRUE,,,24819.93697,-25.83466698
2844,24819.9375,-25.56537757,FALSE,,,24819.93697,-25.56537682
2845,24819.9375,-25.30181594,FALSE,,,24819.93697,-25.30181623
2846,24819.9375,-25.48516212,FALSE,,,24819.93697,-25.48516273
2847,24819.9375,-25.20441403,FALSE,,,24819.93697,-25.20441341
2848,24810.78125,-24.9408524,FALSE,,,24810.7817,-24.94085282
2849,24819.9375,-24.6601043,FALSE,,,24819.93697,-24.6601035
2850,24819.9375,-24.39081385,FALSE,,,24819.93697,-24.39081334
2851,24819.9375,-24.11006404,FALSE,,,24819.93697,-24.11006402
2852,24819.9375,-23.83504477,FALSE,,,24819.93697,-23.83504428
2853,24819.9375,-23.55429497,FALSE,,,24819.93697,-23.55429496
2854,24810.78125,-23.28500451,FALSE,,,24810.7817,-23.28500479
2855,24819.9375,-22.99279707,FALSE,,,24819.93697,-22.99279632
2856,24810.78125,-22.72350661,FALSE,,,24810.7817,-22.72350615
2857,24810.78125,-22.44275681,FALSE,,,24810.7817,-22.44275684
2858,24810.78125,-22.17346636,FALSE,,,24810.7817,-22.17346667
2859,24810.78125,-21.89271655,FALSE,,,24810.7817,-21.89271735
2860,24810.78125,-21.61196846,FALSE,,,24810.7817,-21.61196803
2861,24810.78125,-21.34267801,FALSE,,,24810.7817,-21.34267787
2862,24810.78125,-21.0619282,FALSE,,,24810.7817,-21.06192855
2863,24810.78125,-20.79263775,FALSE,,,24810.7817,-20.79263839
2864,24801.62695,-20.523349,FALSE,,,24801.62643,-20.52334822
2865,24801.62695,-20.25405855,FALSE,,,24801.62643,-20.25405806
2866,24801.62695,-19.9847681,FALSE,,,24801.62643,-19.98476789
2867,24801.62695,-19.71547252,TRUE,,,24801.62643,-19.71547773
2868,24801.62695,-19.42326849,FALSE,,,24801.62643,-19.42326925
2869,24801.62695,-19.14252039,FALSE,,,24801.62643,-19.14251994
2870,24801.62695,-18.87322994,FALSE,,,24801.62643,-18.87322977
2871,24801.62695,-18.59248014,FALSE,,,24801.62643,-18.59248045
2872,24801.62695,-18.27162346,FALSE,,,24801.62643,-18.27162409
2873,24801.62695,-17.97368549,FALSE,,,24801.62643,-17.97368603
