index,sent_at
0,2023-06-06 12:43:47.570325
1,2023-06-06 12:43:47.589643
2,2023-06-06 12:43:47.608877
3,2023-06-06 12:43:47.639833
4,2023-06-06 12:43:47.657891
5,2023-06-06 12:43:47.735476
6,2023-06-06 12:43:47.753015
7,2023-06-06 12:43:47.770939
8,2023-06-06 12:43:47.795811
9,2023-06-06 12:43:47.822798
10,2023-06-06 12:43:47.841352
11,2023-06-06 12:43:47.859280
12,2023-06-06 12:43:47.876917
13,2023-06-06 12:43:47.897200
14,2023-06-06 12:43:47.916342
15,2023-06-06 12:43:47.934782
16,2023-06-06 12:43:47.953040
17,2023-06-06 12:43:47.973650
18,2023-06-06 12:43:47.992174
19,2023-06-06 12:43:48.012276
20,2023-06-06 12:43:48.038002
21,2023-06-06 12:43:48.055473
22,2023-06-06 12:43:48.074386
23,2023-06-06 12:43:48.092647
24,2023-06-06 12:43:48.109957
25,2023-06-06 12:43:48.134916
26,2023-06-06 12:43:48.152092
27,2023-06-06 12:43:48.170549
28,2023-06-06 12:43:48.189624
29,2023-06-06 12:43:48.221651
30,2023-06-06 12:43:48.239142
31,2023-06-06 12:43:48.257491
32,2023-06-06 12:43:48.275641
33,2023-06-06 12:43:48.300553
34,2023-06-06 12:43:48.326102
35,2023-06-06 12:43:48.352350
36,2023-06-06 12:43:48.369922
37,2023-06-06 12:43:48.391262
38,2023-06-06 12:43:48.408853
39,2023-06-06 12:43:48.427433
40,2023-06-06 12:43:48.447641
41,2023-06-06 12:43:48.476475
42,2023-06-06 12:43:48.493797
43,2023-06-06 12:43:48.517593
44,2023-06-06 12:43:48.535047
45,2023-06-06 12:43:48.560820
46,2023-06-06 12:43:48.588460
47,2023-06-06 12:43:48.608187
48,2023-06-06 12:43:48.638250
49,2023-06-06 12:43:48.657399
50,2023-06-06 12:43:48.676814
51,2023-06-06 12:43:48.694140
52,2023-06-06 12:43:48.711937
53,2023-06-06 12:43:48.732945
54,2023-06-06 12:43:48.777413
55,2023-06-06 12:43:48.812182
56,2023-06-06 12:43:48.829585
57,2023-06-06 12:43:48.847647
58,2023-06-06 12:43:48.879762
59,2023-06-06 12:43:48.900163
60,2023-06-06 12:43:48.922374
61,2023-06-06 12:43:48.940440
62,2023-06-06 12:43:48.978257
63,2023-06-06 12:43:48.997152
64,2023-06-06 12:43:49.014536
65,2023-06-06 12:43:49.034725
