chicagolocaltime,TimeTag,IDCode,ConfigCount,State,Frequency,DFrequency,Magnitude01,Angle01,Magnitude02,Angle02,Magnitude03,Angle03,Magnitude04,Angle04,Magnitude05,Angle05,Magnitude06,Angle06,Magnitude07,Angle07,Magnitude08,Angle08,Magnitude09,Angle09,Magnitude10,Angle10,Magnitude11,Angle11,Magnitude12,Angle12,Magnitude13,Angle13,Magnitude14,Angle14,Magnitude15,Angle15,Magnitude16,Angle16,Magnitude17,Angle17,Magnitude18,Angle18,Magnitude19,Angle19,Magnitude20,Angle20,Magnitude21,Angle21,Magnitude22,Angle22,Magnitude23,Angle23,Magnitude24,Angle24,Magnitude25,Angle25,Magnitude26,Angle26,Magnitude27,Angle27,Magnitude28,Angle28,Magnitude29,Angle29,Magnitude30,Angle30,Magnitude31,Angle31,Magnitude32,Angle32,DIModule01
2014-01-28 18:00:21.517000000,2014-01-28 23:00:21.517000000,3,22,4096,60.039000000000001,0,12149.043290000001,68.136140996957508,12167.353830000002,-51.795384679826419,12194.819640000002,-171.84150191563651,27868.641880000003,68.508563563792535,27978.505120000002,-51.692252276702874,28015.126200000002,-171.64096668734072,12130.732750000001,68.674721324380471,12167.353830000002,-51.251074774452142,12167.353830000002,-171.57221175192501,0,0,0,0,0,0,0,0,283.35344000000003,71.356163805592729,298.91728000000001,-49.383232362325657,244.44384000000002,-168.33500020943586,280.14912000000004,34.858752255759285,278.31808000000001,-84.923804394290627,285.18448000000001,155.06529767420599,26.092320000000001,112.66642083452508,46.233760000000004,-36.915670740278941,45.318240000000003,-152.68179324646178,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-172.99314708384946,0.45776000000000006,111.06786858611009,0.91552000000000011,-43.87137837316714,0,0,0,0,0
2014-01-28 18:00:21.533000000,2014-01-28 23:00:21.533000000,3,22,4096,60.039000000000001,0,12149.043290000001,68.365324115009827,12167.353830000002,-51.55474240587148,12194.819640000002,-171.61231879758418,27868.641880000003,68.737746681844868,27987.660390000001,-51.451610002747927,28015.126200000002,-171.42324272519102,12130.732750000001,68.909634020384118,12167.353830000002,-51.010432500497195,12167.353830000002,-171.34302863387271,0,0,0,0,0,0,0,0,283.35344000000003,71.60826523545029,298.00176000000005,-49.14259008837071,244.44384000000002,-168.06571004572439,282.43792000000002,35.340036803669179,278.77584000000002,-84.660243808530439,285.64224000000002,155.72992871655777,26.092320000000001,113.08468002497058,46.233760000000004,-36.55470732934652,45.776000000000003,-152.34374814733459,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-172.00193009827314,0.45776000000000006,111.07932774201271,0.91552000000000011,-43.974510776290685,0,0,0,0,0
2014-01-28 18:00:21.550000000,2014-01-28 23:00:21.550000000,3,22,4096,60.039000000000001,0,12149.043290000001,68.59450723306216,12167.353830000002,-51.325559287819146,12194.819640000002,-171.38313567953185,27868.641880000003,68.955470643994573,27987.660390000001,-51.233886040598215,28015.126200000002,-171.20551876304128,12130.732750000001,69.138817138436437,12167.353830000002,-50.792708538347483,12167.353830000002,-171.11384551582037,0,0,0,0,0,0,0,0,284.26896000000005,71.837448353502623,296.62848000000002,-48.930595704172305,243.98608000000002,-167.7906903040616,285.18448000000001,36.067693203485327,282.43792000000002,-84.144581792912703,287.47328000000005,156.18829495266243,25.63456,113.43991385795169,45.776000000000003,-36.342712945148122,45.318240000000003,-152.11456502928226,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-171.40032441338579,0.45776000000000006,111.24548550260064,0.91552000000000011,-43.76251639209228,0,0,0,0,0
2014-01-28 18:00:21.567000000,2014-01-28 23:00:21.567000000,3,22,4096,60.039000000000001,0,12149.043290000001,68.835149507017107,12167.353830000002,-51.084917013864199,12194.819640000002,-171.14249340557691,27868.641880000003,69.19611291794952,27987.660390000001,-51.004702922545889,28015.126200000002,-170.96487648908635,12130.732750000001,69.379459412391384,12167.353830000002,-50.552066264392536,12167.353830000002,-170.88466239776804,0,0,0,0,0,0,0,0,283.81120000000004,72.07809062745757,296.17072000000002,-48.672764696363437,243.98608000000002,-167.59015507576581,286.10000000000002,36.457304504174282,284.72672,-83.583083153684498,290.21984000000003,156.45758511637391,26.092320000000001,113.37688850048731,45.318240000000003,-36.073422781436633,45.318240000000003,-151.9254889568891,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-171.4805385047041,0.45776000000000006,111.51477566631213,0.91552000000000011,-43.510414962234719,0,0,0,0,0
2014-01-28 18:00:21.583000000,2014-01-28 23:00:21.583000000,3,22,4096,60.037999999999997,-0.001,12149.043290000001,69.07006220302074,12167.353830000002,-50.855733895811873,12194.819640000002,-170.90185113162195,27868.641880000003,69.436755191904467,27978.505120000002,-50.764060648590942,28015.126200000002,-170.71277505922879,12130.732750000001,69.608642530443717,12167.353830000002,-50.322883146340203,12167.353830000002,-170.63256096791048,0,0,0,0,0,0,0,0,283.35344000000003,72.295814589607275,296.17072000000002,-48.443581578311104,243.98608000000002,-167.34378322385956,283.35344000000003,36.084881937339247,281.06464,-83.892480363055142,287.47328000000005,156.32007524554251,26.550080000000001,113.46856174770824,45.776000000000003,-35.95310164445916,45.318240000000003,-151.63328048137237,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-171.31438074411616,0.45776000000000006,111.75541794026708,0.91552000000000011,-43.183829019010147,0,0,0,0,0
2014-01-28 18:00:21.600000000,2014-01-28 23:00:21.600000000,3,22,4096,60.037999999999997,0,12149.043290000001,69.299245321073073,12167.353830000002,-50.620821199808233,12194.819640000002,-170.67266801356962,27868.641880000003,69.677397465859414,27978.505120000002,-50.523418374635995,28015.126200000002,-170.47213278527386,12130.732750000001,69.83782564849605,12167.353830000002,-50.082240872385263,12167.353830000002,-170.40337784985815,0,0,0,0,0,0,0,0,282.89568000000003,72.559375175367464,298.45952,-48.220128038210085,244.44384000000002,-167.11460010580723,282.43792000000002,36.256769275878497,279.69136000000003,-83.754970492223748,286.10000000000002,156.55498794154616,26.092320000000001,113.80660684683542,45.776000000000003,-35.563490343770198,45.776000000000003,-151.34107200585566,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-170.94195817728112,0.45776000000000006,112.21951375432305,0.91552000000000011,-42.943186745055201,0,0,0,0,0
2014-01-28 18:00:21.617000000,2014-01-28 23:00:21.617000000,3,22,4096,60.039999999999999,0.002,12149.043290000001,69.53988759502802,12167.353830000002,-50.380178925853286,12194.819640000002,-170.44348489551732,27868.641880000003,69.906580583911747,27978.505120000002,-50.282776100681048,28015.126200000002,-170.25440882312412,12130.732750000001,70.078467922450997,12167.353830000002,-49.841598598430316,12167.353830000002,-170.17419473180581,0,0,0,0,0,0,0,0,283.35344000000003,72.788558293419783,298.00176000000005,-47.990944920157759,244.44384000000002,-166.91406487751144,281.98016000000001,36.42865661441774,279.69136000000003,-83.474221172609646,286.55776000000003,156.68676823442624,26.550080000000001,113.03884340136013,46.233760000000004,-35.443169206792724,45.776000000000003,-151.33534242790435,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-170.71277505922879,0.45776000000000006,112.28826868973874,0.91552000000000011,-42.685355737246333,0,0,0,0,0
2014-01-28 18:00:21.633000000,2014-01-28 23:00:21.633000000,3,22,4096,60.040999999999997,0.001,12149.043290000001,69.769070713080353,12167.353830000002,-50.145266229849653,12194.819640000002,-170.21430177746498,27868.641880000003,70.147222857866694,27987.660390000001,-50.042133826726101,28015.126200000002,-170.01376654916919,12130.732750000001,70.319110196405944,12167.353830000002,-49.612415480377983,12167.353830000002,-169.94501161375348,0,0,0,0,0,0,0,0,283.81120000000004,73.075037190985199,297.54400000000004,-47.733113912348884,243.52832000000001,-166.65050429175125,280.60688000000005,36.497411549833444,278.31808000000001,-83.474221172609646,284.72672,156.74979359189064,27.465600000000002,113.30813356507161,46.233760000000004,-35.185338198983857,46.233760000000004,-151.07178184214416,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-170.38045953805292,0.45776000000000006,112.33983489130051,0.91552000000000011,-42.433254307388772,0,0,0,0,0
2014-01-28 18:00:21.650000000,2014-01-28 23:00:21.650000000,3,22,4096,60.037999999999997,-3.0000000000000001E-3,12149.043290000001,70.0097129870353,12167.353830000002,-49.910353533846013,12194.819640000002,-169.98511865941265,27868.641880000003,70.387865131821641,27987.660390000001,-49.824409864576388,28015.126200000002,-169.78458343111686,12130.732750000001,70.548293314458263,12167.353830000002,-49.383232362325657,12167.353830000002,-169.71009891774986,0,0,0,0,0,0,0,0,283.81120000000004,73.315679464940146,297.54400000000004,-47.492471638393937,243.98608000000002,-166.39267328394237,281.5224,37.0245327213538,279.69136000000003,-83.004395780602366,285.18448000000001,157.12794573667696,27.465600000000002,113.0273842454575,46.233760000000004,-34.990532548639379,45.776000000000003,-150.84259872409183,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-170.33462291444243,0.45776000000000006,112.58620674320677,0.91552000000000011,-42.163964143677283,0,0,0,0,0
2014-01-28 18:00:21.667000000,2014-01-28 23:00:21.667000000,3,22,4096,60.036999999999999,-0.001,12149.043290000001,70.227436949185005,12167.353830000002,-49.692629571696301,12194.819640000002,-169.750205963409,27868.641880000003,70.599859516020047,27978.505120000002,-49.600956324475369,28015.126200000002,-169.56112989101584,12130.732750000001,70.766017276607982,12167.353830000002,-49.165508400175945,12167.353830000002,-169.48091579969753,0,0,0,0,0,0,0,0,283.81120000000004,73.50475553733331,296.17072000000002,-47.320584299854694,243.98608000000002,-166.17494932179267,285.64224000000002,37.60894967238724,282.43792000000002,-82.551759122449013,288.3888,157.89570918215227,27.465600000000002,113.44564343590301,46.691520000000004,-34.784267742392281,46.233760000000004,-150.56184940447773,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-169.73301722955509,0.45776000000000006,112.98727719979834,0.91552000000000011,-41.843107778404026,0,0,0,0,0
2014-01-28 18:00:21.683000000,2014-01-28 23:00:21.683000000,3,22,4096,60.036999999999999,0,12149.043290000001,70.456620067237338,12167.353830000002,-49.463446453643975,12194.819640000002,-169.51529326740535,27868.641880000003,70.817583478169752,27978.505120000002,-49.371773206423043,28015.126200000002,-169.33194677296351,12130.732750000001,70.995200394660316,12167.353830000002,-48.930595704172305,12167.353830000002,-169.24027352574257,0,0,0,0,0,0,0,0,283.35344000000003,73.728209077434343,296.17072000000002,-47.051294136143206,245.35936000000001,-165.87128169037334,284.72672,37.534465159020229,281.98016000000001,-82.402790095715005,288.3888,157.9071683380549,26.550080000000001,114.83793087807091,46.233760000000004,-34.514977578680792,45.776000000000003,-150.45298742340287,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-169.21162563598602,0.45776000000000006,112.94717015413919,0.91552000000000011,-41.814459888647484,0,0,0,0,0
2014-01-28 18:00:21.700000000,2014-01-28 23:00:21.700000000,3,22,4096,60.039000000000001,0.002,12149.043290000001,70.697262341192285,12167.353830000002,-49.222804179689028,12194.819640000002,-169.28038057140174,27868.641880000003,71.069684908027313,27987.660390000001,-49.131130932468096,28015.126200000002,-169.09130449900857,12130.732750000001,71.235842668615248,12167.353830000002,-48.695683008168672,12167.353830000002,-169.01109040769023,0,0,0,0,0,0,0,0,283.81120000000004,73.997499241145817,298.00176000000005,-46.810651862188259,244.90160000000003,-165.68220561798017,281.06464,37.689163763705551,279.23360000000002,-82.173606977662672,286.10000000000002,157.87852044829836,26.550080000000001,114.78636467650914,45.776000000000003,-34.205580369310148,45.318240000000003,-150.120671902227,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-168.71315235422222,0.45776000000000006,113.05603213521404,0.91552000000000011,-41.401930276153287,0,0,0,0,0
2014-01-28 18:00:21.717000000,2014-01-28 23:00:21.717000000,3,22,4096,60.039000000000001,0,12149.043290000001,70.926445459244604,12167.353830000002,-48.993621061636695,12194.819640000002,-169.0511974533494,27850.331340000001,71.298868026079646,27987.660390000001,-48.901947814415763,28015.126200000002,-168.86212138095624,12130.732750000001,71.465025786667582,12167.353830000002,-48.460770312165032,12167.353830000002,-168.79336644554053,0,0,0,0,0,0,0,0,283.35344000000003,74.215223203295537,296.62848000000002,-46.581468744135933,244.44384000000002,-165.52177743534352,282.89568000000003,37.809484900683024,279.69136000000003,-82.104852042246975,286.55776000000003,158.20510639152292,26.550080000000001,114.83793087807091,45.776000000000003,-34.010774718965671,45.776000000000003,-149.87430005032076,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-168.5527241715856,0.45776000000000006,113.37688850048731,0.91552000000000011,-40.955023195951249,0,0,0,0,0
2014-01-28 18:00:21.733000000,2014-01-28 23:00:21.733000000,3,22,4096,60.036999999999999,-0.002,12149.043290000001,71.149898999345638,12167.353830000002,-48.764437943584369,12194.819640000002,-168.8334734911997,27850.331340000001,71.516591988229365,27978.505120000002,-48.672764696363437,28015.126200000002,-168.65012699675782,12130.732750000001,71.688479326768601,12167.353830000002,-48.231587194112699,12167.353830000002,-168.57564248339082,0,0,0,0,0,0,0,0,284.72672,74.369921807980859,296.62848000000002,-46.340826470180986,244.44384000000002,-165.25248727163205,286.10000000000002,38.456927209180854,283.35344000000003,-81.72097031950932,288.84656000000001,158.6176360040171,26.550080000000001,115.07857315202585,45.776000000000003,-33.695647931643713,45.318240000000003,-149.64511693226842,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-168.17457202679924,0.45776000000000006,113.6461786641988,0.91552000000000011,-40.955023195951249,0,0,0,0,0
2014-01-28 18:00:21.750000000,2014-01-28 23:00:21.750000000,3,22,4096,60.037999999999997,0.001,12149.043290000001,71.379082117397957,12167.353830000002,-48.535254825532036,12194.819640000002,-168.60429037314736,27868.641880000003,71.745775106281684,27987.660390000001,-48.455040734213725,28015.126200000002,-168.42094387870549,12130.732750000001,71.929121600723548,12167.353830000002,-48.002404076060373,12167.353830000002,-168.34072978738718,0,0,0,0,0,0,0,0,285.18448000000001,74.644941549643647,295.71296000000001,-46.111643352128652,243.98608000000002,-165.03476330948234,284.72672,38.577248346158328,281.98016000000001,-81.411573110138676,288.3888,158.84681912206943,26.092320000000001,116.16719296277442,46.233760000000004,-33.552408482861011,45.776000000000003,-149.33571972289778,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-167.8021494599642,0.45776000000000006,113.56023499492917,0.91552000000000011,-40.674273876337146,0,0,0,0,0
2014-01-28 18:00:21.767000000,2014-01-28 23:00:21.767000000,3,22,4096,60.037999999999997,0,12149.043290000001,71.60826523545029,12167.353830000002,-48.300342129528403,12194.819640000002,-168.37510725509503,27868.641880000003,71.974958224334017,27987.660390000001,-48.220128038210085,28015.126200000002,-168.18030160475055,12130.732750000001,72.158304718775881,12167.353830000002,-47.773220958008046,12167.353830000002,-168.10008751343224,0,0,0,0,0,0,0,0,284.26896000000005,74.856935933842053,295.2552,-45.89391938997894,244.90160000000003,-164.80558019143001,286.10000000000002,38.737676528794964,281.98016000000001,-81.382925220382134,288.3888,159.17913464324531,25.176800000000004,117.27873108532822,46.233760000000004,-33.220092961685133,45.318240000000003,-149.2039394300177,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-167.45264520493441,0.45776000000000006,113.86963220429982,0.91552000000000011,-40.502386537797896,0,0,0,0,0
2014-01-28 18:00:21.783000000,2014-01-28 23:00:21.783000000,3,22,4096,60.037999999999997,0,12149.043290000001,71.837448353502623,12167.353830000002,-48.07115901147607,12194.819640000002,-168.1344649811401,27868.641880000003,72.20987092033765,27987.660390000001,-47.985215342206445,28015.126200000002,-167.94538890874691,12130.732750000001,72.387487836828214,12167.353830000002,-47.544037839955713,12167.353830000002,-167.8651748174286,0,0,0,0,0,0,0,0,283.81120000000004,75.137685253456155,297.08624000000003,-45.653277116024,245.35936000000001,-164.55347876157245,282.89568000000003,38.79497230830804,281.06464,-81.25114492750204,286.55776000000003,158.90984447953383,25.63456,116.79744653741832,45.776000000000003,-33.162797182172049,44.860480000000003,-149.04351124738105,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-167.13178883966114,0.45776000000000006,113.97849418537467,0.91552000000000011,-40.112775237108934,0,0,0,0,0
2014-01-28 18:00:21.800000000,2014-01-28 23:00:21.800000000,3,22,4096,60.039000000000001,0.001,12149.043290000001,72.07809062745757,12167.353830000002,-47.830516737521123,12194.819640000002,-167.90528186308777,27868.641880000003,72.456242772243911,27987.660390000001,-47.733113912348884,28015.126200000002,-167.70474663479197,12130.732750000001,72.616670954880533,12167.353830000002,-47.303395566000766,12167.353830000002,-167.63026212142495,0,0,0,0,0,0,0,0,283.35344000000003,75.378327527411102,298.45952,-45.395446108215125,245.81712000000002,-164.33002522147143,279.69136000000003,38.697569483135801,277.40256000000005,-81.102175900768032,284.26896000000005,158.97859941494954,26.092320000000001,117.19851699400989,45.776000000000003,-32.904966174363182,45.776000000000003,-148.55076754356855,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-167.84225650562337,0.45776000000000006,114.36810548606363,0.91552000000000011,-39.992454100131461,0,0,0,0,0
2014-01-28 18:00:21.817000000,2014-01-28 23:00:21.817000000,3,22,4096,60.039999999999999,0.001,12149.043290000001,72.318732901412517,12167.353830000002,-47.601333619468797,12194.819640000002,-167.67036916708412,27868.641880000003,72.685425890296244,27987.660390000001,-47.503930794296558,28024.281470000002,-167.47556351673964,12130.732750000001,72.85731322883548,12167.353830000002,-47.062753292045819,12167.353830000002,-167.40107900337264,0,0,0,0,0,0,0,0,283.81120000000004,75.555944443901666,297.54400000000004,-45.154803834260179,245.35936000000001,-164.15240830498087,281.06464,38.978318802749904,277.86032,-81.050609699206262,284.26896000000005,159.38539944949241,25.63456,117.84022972455642,45.776000000000003,-32.641405588603,45.318240000000003,-148.38460978298062,0,0,0,0,0,0,0,0,0,0,0.45776000000000006,-167.35524237976216,0.45776000000000006,115.16451682129548,0.91552000000000011,-39.883592119056608,0,0,0,0,0
