chicagolocaltime,TimeTag,IDCode,ConfigCount,State,Frequency,DFrequency,Magnitude01,Angle01,Magnitude02,Angle02,Magnitude03,Angle03,Magnitude04,Angle04,Magnitude05,Angle05,Magnitude06,Angle06,Magnitude07,Angle07,Magnitude08,Angle08,Magnitude09,Angle09,Magnitude10,Angle10,Magnitude11,Angle11,Magnitude12,Angle12,Magnitude13,Angle13,Magnitude14,Angle14,Magnitude15,Angle15,Magnitude16,Angle16,Magnitude17,Angle17,Magnitude18,Angle18,Magnitude19,Angle19,Magnitude20,Angle20,Magnitude21,Angle21,Magnitude22,Angle22,Magnitude23,Angle23,Magnitude24,Angle24,DIModule01
2014-01-28 18:00:13.750000000,2014-01-28 23:00:13.750000000,2,22,4096,60.031999999999996,0,12442.011930000001,-41.642572550108234,12487.788280000001,-161.46523624581729,12442.011930000001,78.266034814870451,49731.426640000005,18.718531166923995,49914.532040000006,-101.54531003103581,49722.271370000002,138.41514414770427,0,0,0,0,0,0,330.04496,-50.334342302242824,271.45168000000001,-166.46142821935808,341.48896000000002,61.827875672567139,229.33776000000003,-34.245687414969304,236.20416000000003,-157.04200206740734,222.47136,84.68889169828698,40.282880000000006,-140.85021477701028,35.705280000000002,117.66834238601717,45.776000000000003,-5.9415723355066374,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.767000000,2014-01-28 23:00:13.767000000,2,22,4096,60.031999999999996,0,12442.011930000001,-41.430578165909829,12487.788280000001,-161.2647010175215,12442.011930000001,78.455110887263629,49722.271370000002,18.919066395219783,49914.532040000006,-101.34477480274002,49722.271370000002,138.61567937600006,0,0,0,0,0,0,325.46736000000004,-50.305694412486282,273.74048000000005,-166.30100003672146,346.06656000000004,61.988303855203768,229.79552000000001,-33.655540885984557,238.49296000000001,-156.62374287696184,223.38688000000002,84.814942413215761,40.282880000000006,-140.5923837692014,36.163040000000002,117.7600156332381,45.318240000000003,-5.7009300615516914,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.783000000,2014-01-28 23:00:13.783000000,2,22,4096,60.034999999999997,3.0000000000000001E-3,12442.011930000001,-41.212854203760116,12487.788280000001,-161.04124747742048,12442.011930000001,78.678564427364648,49731.426640000005,19.125331201466881,49914.532040000006,-101.14423957444423,49713.116100000007,138.82767376019848,0,0,0,0,0,0,324.55184000000003,-50.145266229849653,271.90944000000002,-166.01452113915605,339.65792000000005,62.016951744960309,232.99984000000001,-33.151338026269435,240.78176000000002,-156.49196258408176,224.76016000000001,85.364981896541352,40.282880000000006,-140.07099217563237,36.163040000000002,117.81731141275118,44.860480000000003,-5.265482137252266,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.800000000,2014-01-28 23:00:13.800000000,2,22,4096,60.037999999999997,3.0000000000000001E-3,12442.011930000001,-41.000859819561711,12487.788280000001,-160.83498267117341,12442.011930000001,78.919206701319595,49731.426640000005,19.337325585665283,49914.532040000006,-100.92078603434321,49722.271370000002,139.04539772234818,0,0,0,0,0,0,324.09408000000002,-49.973378891310404,270.53616,-165.93430704783773,329.58720000000005,61.655988334027889,232.54208000000003,-33.380521144321762,238.49296000000001,-156.71541612418278,223.38688000000002,85.559787546885843,40.740640000000006,-140.14547668899937,35.705280000000002,118.15535651187837,44.860480000000003,-5.0133807073947034,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.817000000,2014-01-28 23:00:13.817000000,2,22,4096,60.036000000000001,-0.002,12442.011930000001,-40.783135857411999,12487.788280000001,-160.62298828697499,12442.011930000001,79.125471507566687,49731.426640000005,19.555049547814999,49914.532040000006,-100.70306207219349,49722.271370000002,139.2688512624492,0,0,0,0,0,0,324.55184000000003,-49.755654929160691,269.62064000000004,-165.74523097544454,328.67168000000004,62.039870056765544,230.71104000000003,-33.443546501786152,236.66192000000001,-156.61228372105924,222.01360000000003,85.588435436642385,40.740640000000006,-140.17412457875591,35.247520000000002,118.67674810544742,45.318240000000003,-4.7612792775371409,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.833000000,2014-01-28 23:00:13.833000000,2,22,4096,60.033999999999999,-0.002,12442.011930000001,-40.571141473213594,12487.788280000001,-160.4109939027766,12442.011930000001,79.348925047667706,49731.426640000005,19.767043932013401,49932.842580000004,-100.49106768799508,49731.426640000005,139.46938649074499,0,0,0,0,0,0,324.09408000000002,-49.715547883501536,270.53616,-165.38426756451213,330.04496,62.217486973256101,231.16880000000003,-33.260200007344288,236.20416000000003,-156.3028865116886,222.47136,86.046801672747037,40.282880000000006,-139.88191610323918,35.705280000000002,119.10646645179554,45.318240000000003,-4.7727384334397573,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.850000000,2014-01-28 23:00:13.850000000,2,22,4096,60.033999999999999,0,12442.011930000001,-40.370606244917809,12487.788280000001,-160.20472909652949,12442.011930000001,79.52654196415827,49731.426640000005,19.979038316211806,49932.842580000004,-100.28480288174799,49722.271370000002,139.6756512969921,0,0,0,0,0,0,323.17856,-49.44052814183874,271.45168000000001,-165.11497740080065,338.74240000000003,62.796174346338226,228.88000000000002,-33.134149292415508,234.83088000000001,-155.96484141256141,221.55584000000002,85.97804673733134,40.282880000000006,-139.47511606869631,36.163040000000002,119.10646645179554,45.318240000000003,-4.801386323196299,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.867000000,2014-01-28 23:00:13.867000000,2,22,4096,60.033999999999999,0,12442.011930000001,-40.170071016622018,12487.788280000001,-159.9927347123311,12442.011930000001,79.727077192454061,49722.271370000002,20.185303122458905,49932.842580000004,-100.0842676534522,49722.271370000002,139.88764568119049,0,0,0,0,0,0,323.63632000000001,-49.222804179689028,272.36720000000003,-164.93163090635878,339.65792000000005,63.059734932098408,228.42224000000002,-32.595568964992538,235.74640000000002,-155.79295407402216,220.64032000000003,86.006694627087882,40.282880000000006,-138.89069911766288,36.163040000000002,119.41013408321487,45.318240000000003,-4.2341581060167837,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.883000000,2014-01-28 23:00:13.883000000,2,22,4096,60.036000000000001,0.002,12442.011930000001,-39.963806210374919,12487.788280000001,-159.79219948403531,12442.011930000001,79.939071576652466,49722.271370000002,20.374379194852075,49914.532040000006,-99.895191581059038,49713.116100000007,140.07672175358368,0,0,0,0,0,0,323.63632000000001,-48.884759080561842,272.36720000000003,-164.80558019143001,335.53808000000004,63.076923665952336,231.62656000000001,-32.051259059618253,238.95072000000002,-155.48355686465152,222.92912000000001,86.505167908851689,40.282880000000006,-139.06258645620213,35.705280000000002,119.20959885491909,44.860480000000003,-3.9534087864026803,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.900000000,2014-01-28 23:00:13.900000000,2,22,4096,60.034999999999997,-0.001,12442.011930000001,-39.751811826176521,12487.788280000001,-159.58020509983689,12442.011930000001,80.168254694704785,49722.271370000002,20.597832734953094,49914.532040000006,-99.660278885055391,49722.271370000002,140.3001752936847,0,0,0,0,0,0,324.55184000000003,-48.793085833340911,271.45168000000001,-164.8113097693813,329.12944000000005,63.08838282185495,230.71104000000003,-32.234605554060117,236.20416000000003,-155.8216019637787,220.64032000000003,86.636948201731784,40.282880000000006,-139.1141526577639,35.705280000000002,119.66796509102375,45.318240000000003,-3.9133017407435227,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.917000000,2014-01-28 23:00:13.917000000,2,22,4096,60.033999999999999,-0.001,12442.011930000001,-39.545547019929423,12487.788280000001,-159.37394029358978,12442.011930000001,80.374519500951891,49722.271370000002,20.8098271191515,49914.532040000006,-99.454014078808299,49713.116100000007,140.50644009993178,0,0,0,0,0,0,325.00960000000003,-48.49514777987288,270.99392,-164.63369285289076,328.67168000000004,63.185785647027188,230.71104000000003,-32.223146398157503,236.20416000000003,-155.2715624804531,222.47136,86.969263722907655,40.282880000000006,-138.76464840273408,35.247520000000002,120.00601019015093,44.860480000000003,-3.5809862195676452,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.933000000,2014-01-28 23:00:13.933000000,2,22,4096,60.033999999999999,0,12442.011930000001,-39.345011791633631,12487.788280000001,-159.18486422119662,12442.011930000001,80.575054729247668,49731.426640000005,21.004632769495981,49914.532040000006,-99.264938006415136,49722.271370000002,140.70697532822757,0,0,0,0,0,0,324.55184000000003,-48.43212242240849,270.99392,-164.32429564352012,330.04496,63.397780031225594,229.79552000000001,-32.183039352498341,235.74640000000002,-154.81319624434843,222.92912000000001,87.04947781422598,40.282880000000006,-138.59276106419483,35.705280000000002,120.06903554761533,45.318240000000003,-3.5637974857137205,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.950000000,2014-01-28 23:00:13.950000000,2,22,4096,60.033000000000001,-0.001,12442.011930000001,-39.150206141289154,12487.788280000001,-158.99005857085214,12442.011930000001,80.746942067786918,49713.116100000007,21.187979263937844,49905.376770000003,-99.070132356070644,49713.116100000007,140.88459224471814,0,0,0,0,0,0,322.26304000000005,-48.220128038210085,271.90944000000002,-164.07219421366256,339.65792000000005,64.125436431041734,230.71104000000003,-31.484030842438738,238.49296000000001,-154.44077367751342,223.84464000000003,87.135421483495605,40.282880000000006,-138.39222583589904,35.705280000000002,120.08622428146924,45.318240000000003,-3.5007721282493303,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.967000000,2014-01-28 23:00:13.967000000,2,22,4096,60.033000000000001,0,12442.011930000001,-38.972589224798597,12487.788280000001,-158.79525292050766,12442.011930000001,80.936018140180096,49722.271370000002,21.377055336331015,49914.532040000006,-98.881056283677481,49713.116100000007,141.07939789506261,0,0,0,0,0,0,325.46736000000004,-47.532578684053099,275.11376000000001,-164.07219421366256,340.57344000000001,64.45775195221762,232.54208000000003,-30.99128713862623,240.32400000000001,-154.20013140355846,224.76016000000001,87.628165187308113,39.825120000000005,-137.945318755697,35.705280000000002,120.10914259327448,44.860480000000003,-3.1913749188786857,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:13.983000000,2014-01-28 23:00:13.983000000,2,22,4096,60.033000000000001,0,12442.011930000001,-38.743406106746271,12487.788280000001,-158.56034022450402,12442.011930000001,81.165201258232429,49722.271370000002,21.606238454383345,49914.532040000006,-98.663332321527761,49713.116100000007,141.30858101311495,0,0,0,0,0,0,324.55184000000003,-47.641440665127952,271.45168000000001,-163.6310167114118,330.04496,64.108247697187821,230.25328000000002,-31.163174477165477,237.11968000000002,-154.47515114522125,222.01360000000003,87.484925738525405,40.282880000000006,-137.68175816993684,35.705280000000002,120.48729473806083,44.860480000000003,-2.710090370968794,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14,2014-01-28 23:00:14,2,22,4096,60.036000000000001,3.0000000000000001E-3,12442.011930000001,-38.531411722547865,12487.788280000001,-158.36553457415954,12442.011930000001,81.400113954236062,49722.271370000002,21.81823283858175,49905.376770000003,-98.445608359378056,49713.116100000007,141.51484581936202,0,0,0,0,0,0,324.55184000000003,-47.515389950199172,269.62064000000004,-163.20129836506371,327.75616000000002,64.096788541285193,230.25328000000002,-30.99128713862623,236.66192000000001,-154.44077367751342,221.09808000000001,87.800052525847349,40.740640000000006,-137.69321732583944,35.705280000000002,121.03733422138642,45.318240000000003,-2.5038255647216978,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.017000000,2014-01-28 23:00:14.017000000,2,22,4096,60.034999999999997,-0.001,12442.011930000001,-38.38244269581385,12487.788280000001,-158.24521343718209,12442.011930000001,81.537623825067456,49713.116100000007,21.955742709413148,49905.376770000003,-98.302368910595348,49713.116100000007,141.65808526814473,0,0,0,0,0,0,323.63632000000001,-47.463823748637395,277.86032,-162.7142842392025,328.67168000000004,64.240027990067901,230.71104000000003,-31.002746294528848,235.74640000000002,-154.09126942248361,222.01360000000003,88.178204670633704,40.282880000000006,-137.67029901403421,35.705280000000002,121.3066243850979,45.318240000000003,-2.5152847206243143,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.033000000,2014-01-28 23:00:14.033000000,2,22,4096,60.026000000000003,-9.0000000000000011E-3,12442.011930000001,-38.19336662342068,12487.788280000001,-158.0446782088863,12442.011930000001,81.726699897460634,49713.116100000007,22.144818781806318,49905.376770000003,-98.11329283820217,49713.116100000007,141.84716134053792,0,0,0,0,0,0,321.80528000000004,-47.251829364438997,275.57152000000002,-162.22154053538998,330.04496,64.486399841974162,230.71104000000003,-30.825129378038291,236.20416000000003,-153.74176516745379,222.92912000000001,88.418846944588651,40.282880000000006,-137.43538631803057,35.705280000000002,121.58737370471201,45.318240000000003,-2.6814424812122528,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.050000000,2014-01-28 23:00:14.050000000,2,22,4096,60.027999999999999,0.002,12442.011930000001,-37.992831395124888,12487.788280000001,-157.83268382468788,12432.856660000001,81.898587235999869,49713.116100000007,22.356813166004724,49905.376770000003,-97.912757609906393,49694.805560000001,142.05915572473631,0,0,0,0,0,0,323.17856,-46.971080044824888,274.65600000000001,-162.81168706437472,341.48896000000002,65.477616827550477,229.79552000000001,-30.57302794818073,237.11968000000002,-153.35215386676484,223.38688000000002,88.367280743026868,40.282880000000006,-136.6848116064092,36.163040000000002,121.1691145142665,45.318240000000003,-2.2517241348641353,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.067000000,2014-01-28 23:00:14.067000000,2,22,4096,60.034999999999997,7.0000000000000001E-3,12442.011930000001,-37.792296166829104,12487.788280000001,-157.61495986253817,12442.011930000001,82.099122464295661,49713.116100000007,22.568807550203129,49905.376770000003,-97.700763225707988,49694.805560000001,142.26542053098342,0,0,0,0,0,0,323.63632000000001,-46.690330725210785,272.36720000000003,-162.55385605656588,339.20016000000004,65.477616827550477,227.96448000000001,-30.292278628566624,236.20416000000003,-153.56414825096326,220.64032000000003,88.166745514731076,40.282880000000006,-136.59313835918826,36.163040000000002,121.3753793205136,45.318240000000003,-1.8220057885160179,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.083000000,2014-01-28 23:00:14.083000000,2,22,4096,60.036000000000001,0.001,12442.011930000001,-37.580301782630698,12487.788280000001,-157.41442463424238,12432.856660000001,82.339764738250608,49694.805560000001,22.769342778498917,49905.376770000003,-97.494498419460882,49694.805560000001,142.46595575927921,0,0,0,0,0,0,324.55184000000003,-46.592927900038546,270.99392,-162.6512588817381,329.58720000000005,65.208326663838989,229.33776000000003,-29.891208171975048,235.74640000000002,-153.67301023203811,219.26704000000001,88.619382172884428,40.282880000000006,-136.56449046943172,35.705280000000002,121.83947513456957,45.318240000000003,-1.4438536437296745,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.100000000,2014-01-28 23:00:14.100000000,2,22,4096,60.033999999999999,-0.002,12442.011930000001,-37.385496132286221,12487.788280000001,-157.21388940594659,12432.856660000001,82.534570388595085,49694.805560000001,22.969878006794705,49905.376770000003,-97.305422347067719,49694.805560000001,142.666490987575,0,0,0,0,0,0,323.63632000000001,-46.36374478198622,271.45168000000001,-162.30175462670832,329.12944000000005,65.2770815992547,232.54208000000003,-29.874019438121124,236.66192000000001,-153.14015948256645,222.47136,89.507466755337205,40.282880000000006,-136.6217862489448,35.705280000000002,121.88531175818004,45.318240000000003,-1.6443888720254627,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.117000000,2014-01-28 23:00:14.117000000,2,22,4096,60.033000000000001,-0.001,12442.011930000001,-37.173501748087816,12487.788280000001,-157.0133541776508,12432.856660000001,82.746564772793491,49694.805560000001,23.164683657139186,49896.221500000007,-97.093427962869313,49694.805560000001,142.86702621587077,0,0,0,0,0,0,323.17856,-46.220505333203512,271.90944000000002,-161.94079121577587,329.58720000000005,65.666692899943655,231.62656000000001,-29.570351806701787,237.11968000000002,-152.71044113621832,222.92912000000001,89.478818865580664,40.282880000000006,-136.49573553401603,35.247520000000002,122.3551371501873,44.860480000000003,-1.4954198452914487,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.133000000,2014-01-28 23:00:14.133000000,2,22,4096,60.033999999999999,0.001,12442.011930000001,-36.972966519792024,12487.788280000001,-156.82427810525763,12432.856660000001,82.929911267235354,49694.805560000001,23.359489307483663,49896.221500000007,-96.91008146842745,49694.805560000001,143.05610228826396,0,0,0,0,0,0,322.26304000000005,-46.014240526956414,274.19824,-161.55117991508692,334.62256000000002,66.027656310876068,233.45760000000001,-29.175010928061521,240.32400000000001,-152.03435093796395,226.59120000000001,89.776756919048694,40.282880000000006,-136.08320592152182,35.247520000000002,122.64734562570402,45.318240000000003,-1.1917522138721124,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.150000000,2014-01-28 23:00:14.150000000,2,22,4096,60.033999999999999,0,12442.011930000001,-36.795349603301467,12469.47774,-156.61228372105924,12432.856660000001,83.118987339628532,49694.805560000001,23.560024535779451,49896.221500000007,-96.715275818082972,49685.650290000005,143.25663751655975,0,0,0,0,0,0,323.63632000000001,-45.532955979046527,272.36720000000003,-161.56263907098955,339.20016000000004,66.589154950104273,232.54208000000003,-29.163551772158904,238.95072000000002,-152.12029460723357,225.21792000000002,89.759568185194766,39.825120000000005,-135.66494673107633,35.705280000000002,122.64734562570402,44.860480000000003,-0.93392120606324192,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.167000000,2014-01-28 23:00:14.167000000,2,22,4096,60.030999999999999,-3.0000000000000001E-3,12432.856660000001,-36.623462264762225,12469.47774,-156.42320764866605,12432.856660000001,83.308063412021696,49685.650290000005,23.76628934202655,49887.066230000004,-96.503281433884567,49685.650290000005,143.46863190075814,0,0,0,0,0,0,333.70704000000001,-44.793840423327765,273.74048000000005,-161.83192923470102,338.74240000000003,66.755312710692223,228.42224000000002,-28.991664433619658,236.66192000000001,-152.30364110167542,220.64032000000003,89.387145618359739,39.825120000000005,-135.40138614531614,35.705280000000002,122.91663578941551,44.860480000000003,-0.52139159356904918,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.183000000,2014-01-28 23:00:14.183000000,2,22,4096,60.030000000000001,-0.001,12432.856660000001,-36.394279146709891,12469.47774,-156.21121326446766,12432.856660000001,83.525787374171415,49694.805560000001,23.966824570322338,49896.221500000007,-96.302746205588775,49685.650290000005,143.66916712905393,0,0,0,0,0,0,329.58720000000005,-45.240747503529803,270.99392,-161.18448692620319,331.41824000000003,66.589154950104273,229.79552000000001,-28.842695406885642,235.74640000000002,-152.33228899143197,220.18256000000002,89.879889322172247,40.282880000000006,-135.30398332014391,35.705280000000002,122.97966114687991,44.860480000000003,-0.30366763141933634,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.200000000,2014-01-28 23:00:14.200000000,2,22,4096,60.034999999999997,5.0000000000000001E-3,12432.856660000001,-36.182284762511486,12469.47774,-156.05078508183101,12432.856660000001,83.726322602467206,49676.495020000002,24.155900642715508,49877.910960000001,-96.09075182139037,49685.650290000005,143.86970235734972,0,0,0,0,0,0,324.09408000000002,-45.275124971237652,287.93104,-159.98127555642847,334.16480000000001,67.259515570407345,230.71104000000003,-28.733833425810786,235.74640000000002,-152.03435093796395,221.55584000000002,90.395551337789982,40.282880000000006,-135.51024812639102,35.247520000000002,123.47813442864371,45.318240000000003,-0.18334649444186343,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28 18:00:14.217000000,2014-01-28 23:00:14.217000000,2,22,4096,60.033999999999999,-0.001,12442.011930000001,-35.981749534215702,12469.47774,-155.88462732124307,12432.856660000001,83.938316986665612,49685.650290000005,24.344976715108679,49877.910960000001,-95.901675748997192,49685.650290000005,144.05877842974289,0,0,0,0,0,0,322.26304000000005,-44.942809450061773,292.96640000000002,-160.19326994062686,330.96048000000002,66.789690178400065,231.62656000000001,-28.602053132930696,236.66192000000001,-151.29523538224518,224.30240000000001,90.767973904625023,40.282880000000006,-135.02323400052981,35.247520000000002,123.65002176718296,45.318240000000003,-0.18334649444186343,0,0,0,0,0,0,0,0,0,0,0,0,0
