,Unnamed: 0,chicagolocaltime,TimeTag,IDCode,ConfigCount,State,Frequency,DFrequency,Magnitude01,Angle01,Magnitude02,Angle02,Magnitude03,Angle03,Magnitude04,Angle04,Magnitude05,Angle05,Magnitude06,Angle06,Magnitude07,Angle07,Magnitude08,Angle08,Magnitude09,Angle09,Magnitude10,Angle10,Magnitude11,Angle11,Magnitude12,Angle12,Magnitude13,Angle13,Magnitude14,Angle14,Magnitude15,Angle15,Magnitude16,Angle16,DIModule01
452,452,2014-01-28 18:00:21.117000000,2014-01-28 23:00:21.117000000,8,22,4096,60.04,0.001,24737.53954,56.48790902194786,24801.62643,-63.604044837472685,24893.17913,176.31630229560824,0,0,0,0,0,0,416.56160000000006,7.677634454753032,443.56944,-109.45212760384116,458.67552000000006,126.62940230186324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,2014-01-28 18:00:21.133000000,2014-01-28 23:00:21.133000000,8,22,4096,60.039,-0.001,24737.53954,56.72855129590281,24801.62643,-63.36340256351775,24893.17913,176.5569445695632,0,0,0,0,0,0,414.2728,7.849521793292278,442.19616,-109.21148532988622,456.84448,126.72680512703548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,2014-01-28 18:00:21.150000000,2014-01-28 23:00:21.150000000,8,22,4096,60.039,0.0,24737.53954,56.95773441395514,24801.62643,-63.1227602895628,24893.17913,176.7746685317129,0,0,0,0,0,0,415.64608,8.084434489295916,442.19616,-108.9250064323208,458.21776000000006,127.0877685379679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,455,2014-01-28 18:00:21.167000000,2014-01-28 23:00:21.167000000,8,22,4096,60.04,0.001,24737.53954,57.19837668791008,24801.62643,-62.89357717151047,24893.17913,177.00958122771652,0,0,0,0,0,0,415.18832,8.239133093981236,442.19616,-108.69009373631717,458.21776000000006,127.2883037662637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,456,2014-01-28 18:00:21.183000000,2014-01-28 23:00:21.183000000,8,22,4096,60.04,0.0,24737.53954,57.43901896186503,24801.62643,-62.66439405345814,24893.17913,177.25022350167148,0,0,0,0,0,0,415.18832,8.525611991546649,442.19616,-108.49528808597267,457.7600000000001,127.51748688431604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,457,2014-01-28 18:00:21.200000000,2014-01-28 23:00:21.200000000,8,22,4096,60.039,-0.001,24737.53954,57.685390813771285,24801.62643,-62.41229262360058,24893.17913,177.49659535357773,0,0,0,0,0,0,414.73056,8.84646835681991,441.7384,-108.31194159153084,456.38672,127.73521084646572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,458,2014-01-28 18:00:21.217000000,2014-01-28 23:00:21.217000000,8,22,4096,60.039,0.0,24737.53954,57.908844353872304,24801.62643,-62.183109505548245,24893.17913,177.72577847163006,0,0,0,0,0,0,416.1038400000001,9.0470035851157,442.65392,-107.97389649240364,458.67552000000006,128.03887847788508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,459,2014-01-28 18:00:21.233000000,2014-01-28 23:00:21.233000000,8,22,4096,60.039,0.0,24737.53954,58.14948662782725,24801.62643,-61.95392638749592,24893.17913,177.9549615896824,0,0,0,0,0,0,417.01936,9.207431767752327,442.65392,-107.74471337435132,459.59104,128.3998418888175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,460,2014-01-28 18:00:21.250000000,2014-01-28 23:00:21.250000000,8,22,4096,60.04,0.001,24737.53954,58.378669745879584,24801.62643,-61.713284113540965,24893.17913,178.18987428568605,0,0,0,0,0,0,418.39264,9.52828813302559,444.94272,-107.41239785317543,461.4220800000001,128.6175658509672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,461,2014-01-28 18:00:21.267000000,2014-01-28 23:00:21.267000000,8,22,4096,60.039,-0.001,24737.53954,58.60785286393191,24801.62643,-61.484100995488646,24893.17913,178.41905740373835,0,0,0,0,0,0,417.01936,9.648609270003066,443.56944,-107.26342882644144,460.0488,128.73788698794468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,2014-01-28 18:00:21.283000000,2014-01-28 23:00:21.283000000,8,22,4096,60.039,0.0,24737.53954,58.84849513788686,24801.62643,-61.25491787743631,24893.17913,178.6596996776933,0,0,0,0,0,0,417.47712,9.906440277811932,443.56944,-107.00559781863257,460.50656,129.05874335321795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,2014-01-28 18:00:21.300000000,2014-01-28 23:00:21.300000000,8,22,4096,60.041,0.002,24737.53954,59.08913741184181,24801.62643,-61.014275603481366,24893.17913,178.90607152959956,0,0,0,0,0,0,415.64608,9.975195213227632,440.82288000000005,-107.00559781863257,457.7600000000001,129.1790644901954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,2014-01-28 18:00:21.317000000,2014-01-28 23:00:21.317000000,8,22,4096,60.039,-0.002,24737.53954,59.31832052989413,24801.62643,-60.78509248542904,24893.17913,179.12952506970058,0,0,0,0,0,0,417.93488,10.324699468257435,443.56944,-106.49566538096612,460.96432,129.59732368064093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,2014-01-28 18:00:21.333000000,2014-01-28 23:00:21.333000000,8,22,4096,60.039,0.0,24728.38427,59.564692381800384,24801.62643,-60.53299105557148,24893.17913,179.37016734365554,0,0,0,0,0,0,417.93488,10.399183981624445,441.7384,-106.3524259321834,460.50656,129.87807300025503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,2014-01-28 18:00:21.350000000,2014-01-28 23:00:21.350000000,8,22,4096,60.04,0.001,24728.38427,59.7881459219014,24801.62643,-60.303807937519146,24893.17913,179.59935046170787,0,0,0,0,0,0,417.01936,10.559612164261072,441.28064000000006,-106.17480901569286,460.0488,129.99839413723248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,467,2014-01-28 18:00:21.367000000,2014-01-28 23:00:21.367000000,8,22,4096,60.04,0.0,24737.53954,60.02878819585635,24801.62643,-60.0631656635642,24893.17913,179.8399927356628,0,0,0,0,0,0,415.64608,10.817443172069945,440.3651200000001,-106.08313576847192,457.7600000000001,130.16455189782042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,468,2014-01-28 18:00:21.383000000,2014-01-28 23:00:21.383000000,8,22,4096,60.04,0.0,24737.53954,60.2694304698113,24810.781700000003,-59.83398254551187,24893.17913,-179.92020682698112,0,0,0,0,0,0,417.93488,11.115381225537972,441.7384,-105.66487657802642,460.50656,130.61718855597377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,469,2014-01-28 18:00:21.400000000,2014-01-28 23:00:21.400000000,8,22,4096,60.037,-0.003,24737.53954,60.49861358786363,24801.62643,-59.60479942745955,24893.17913,-179.68529413097747,0,0,0,0,0,0,416.1038400000001,11.235702362515443,439.4496,-105.62476953236728,457.7600000000001,130.66875475753554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,470,2014-01-28 18:00:21.417000000,2014-01-28 23:00:21.417000000,8,22,4096,60.036,-0.001,24728.38427,60.72779670591596,24801.62643,-59.375616309407214,24884.02386,-179.46184059087645,0,0,0,0,0,0,419.7659200000001,11.780012267889726,443.56944,-105.07473004904168,461.87984000000006,131.20733508495852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,471,2014-01-28 18:00:21.433000000,2014-01-28 23:00:21.433000000,8,22,4096,60.039,0.003,24728.38427,60.95697982396829,24801.62643,-59.140703613403566,24884.02386,-179.24411662872674,0,0,0,0,0,0,422.05472,11.865955937159349,444.48496000000006,-104.8856539766485,464.16864,131.50527313842656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,472,2014-01-28 18:00:21.450000000,2014-01-28 23:00:21.450000000,8,22,4096,60.041,0.002,24728.38427,61.186162942020616,24801.62643,-58.91152049535125,24893.17913,-179.0149335106744,0,0,0,0,0,0,422.05472,12.129516522919529,446.77376,-104.50177225391086,466.45744,131.62559427540404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,473,2014-01-28 18:00:21.467000000,2014-01-28 23:00:21.467000000,8,22,4096,60.04,-0.001,24728.38427,61.41534606007294,24801.62643,-58.6708782213963,24893.17913,-178.76283208081685,0,0,0,0,0,0,418.8504,12.255567237848307,443.56944,-104.6049046570344,461.4220800000001,131.61986469745273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,474,2014-01-28 18:00:21.483000000,2014-01-28 23:00:21.483000000,8,22,4096,60.038,-0.002,24728.38427,61.65598833402789,24801.62643,-58.44169510334397,24893.17913,-178.53364896276452,0,0,0,0,0,0,419.30816,12.656637694439883,444.0272000000001,-104.30123702561508,460.96432,131.9693689524825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,475,2014-01-28 18:00:21.500000000,2014-01-28 23:00:21.500000000,8,22,4096,60.038,0.0,24728.38427,61.89663060798284,24801.62643,-58.20105282938904,24884.02386,-178.29300668880958,0,0,0,0,0,0,418.8504,12.656637694439883,441.7384,-104.11216095322187,460.96432,132.2271999602914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,476,2014-01-28 18:00:21.517000000,2014-01-28 23:00:21.517000000,8,22,4096,60.038,0.0,24728.38427,62.12581372603517,24801.62643,-57.97186971133669,24884.02386,-178.06382357075725,0,0,0,0,0,0,418.8504,12.994682793567073,442.19616,-103.71109049663032,461.87984000000006,132.5079492799055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,477,2014-01-28 18:00:21.533000000,2014-01-28 23:00:21.533000000,8,22,4096,60.037,-0.001,24728.38427,62.354996844087495,24801.62643,-57.74268659328437,24884.02386,-177.83464045270492,0,0,0,0,0,0,416.1038400000001,13.02906026127492,439.90736,-103.59076935965284,459.59104,132.5767042153212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,478,2014-01-28 18:00:21.550000000,2014-01-28 23:00:21.550000000,8,22,4096,60.039,0.002,24728.38427,62.578450384188514,24801.62643,-57.51350347523204,24884.02386,-177.6111869126039,0,0,0,0,0,0,418.39264,13.51607438713612,442.65392,-103.11521438969426,462.33760000000007,133.0064225616693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,2014-01-28 18:00:21.567000000,2014-01-28 23:00:21.567000000,8,22,4096,60.041,0.002,24728.38427,62.819092658143454,24801.62643,-57.272861201277095,24893.17913,-177.37054463864897,0,0,0,0,0,0,417.93488,13.556181432795276,440.3651200000001,-103.1553214353534,460.0488,133.22987610177034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,480,2014-01-28 18:00:21.583000000,2014-01-28 23:00:21.583000000,8,22,4096,60.041,0.0,24737.53954,63.05973493209841,24810.781700000003,-57.03221892732216,24893.17913,-177.13563194264532,0,0,0,0,0,0,419.7659200000001,14.03746598070517,442.65392,-102.83446507008016,461.4220800000001,133.56792120089753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,481,2014-01-28 18:00:21.600000000,2014-01-28 23:00:21.600000000,8,22,4096,60.039,-0.002,24737.53954,63.306106784004655,24810.781700000003,-56.7915766533672,24893.17913,-176.88353051278776,0,0,0,0,0,0,419.30816,14.1978941633418,443.11168,-102.54225659456344,461.87984000000006,133.71689022763152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,2014-01-28 18:00:21.617000000,2014-01-28 23:00:21.617000000,8,22,4096,60.039,0.0,24737.53954,63.54674905795961,24810.781700000003,-56.550934379412254,24893.17913,-176.65434739473542,0,0,0,0,0,0,421.1392,14.507291372712444,444.0272000000001,-102.2328593851928,463.25312,134.1179606842231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,483,2014-01-28 18:00:21.633000000,2014-01-28 23:00:21.633000000,8,22,4096,60.041,0.002,24737.53954,63.78739133191456,24810.781700000003,-56.29310337160339,24902.334400000003,-176.40224596487786,0,0,0,0,0,0,421.59696,14.604694197884683,442.65392,-102.11253824821532,463.25312,134.41016915973984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,2014-01-28 18:00:21.650000000,2014-01-28 23:00:21.650000000,8,22,4096,60.043,0.002,24737.53954,64.03949276177211,24810.781700000003,-56.05246109764844,24902.334400000003,-176.16160369092293,0,0,0,0,0,0,421.59696,15.045871700135418,444.94272,-101.78022272703944,463.71088,134.57632692032777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,2014-01-28 18:00:21.667000000,2014-01-28 23:00:21.667000000,8,22,4096,60.041,-0.002,24737.53954,64.28013503572706,24819.93697,-55.811818823693486,24902.334400000003,-175.92096141696797,0,0,0,0,0,0,423.42800000000005,15.36672806540868,445.85824,-101.63125370030544,464.16864,134.86853539584448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,2014-01-28 18:00:21.683000000,2014-01-28 23:00:21.683000000,8,22,4096,60.04,-0.001,24737.53954,64.5150477317307,24819.93697,-55.58263570564117,24902.334400000003,-175.67458956506172,0,0,0,0,0,0,421.59696,15.435483000824378,443.56944,-101.4020705822531,462.79536,135.06907062414027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,2014-01-28 18:00:21.700000000,2014-01-28 23:00:21.700000000,8,22,4096,60.039,-0.001,24737.53954,64.75569000568565,24810.781700000003,-55.3305342757836,24902.334400000003,-175.43394729110676,0,0,0,0,0,0,420.68144,15.676125274779324,442.19616,-101.21299450985993,461.4220800000001,135.34981994375437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,488,2014-01-28 18:00:21.717000000,2014-01-28 23:00:21.717000000,8,22,4096,60.039,0.0,24737.53954,64.99633227964057,24819.93697,-55.095621579779966,24902.334400000003,-175.20476417305446,0,0,0,0,0,0,420.68144,15.899578814880345,442.19616,-100.87494941073274,461.87984000000006,135.6362988413198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,489,2014-01-28 18:00:21.733000000,2014-01-28 23:00:21.733000000,8,22,4096,60.041,0.002,24737.53954,65.23697455359553,24819.93697,-54.85497930582502,24902.334400000003,-174.9641218990995,0,0,0,0,0,0,417.93488,16.037088685711744,439.90736,-100.74316911785266,459.59104,135.7165129326381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,490,2014-01-28 18:00:21.750000000,2014-01-28 23:00:21.750000000,8,22,4096,60.04,-0.001,24737.53954,65.47761682755048,24819.93697,-54.61433703187007,24911.489670000003,-174.72347962514456,0,0,0,0,0,0,419.30816,16.495454921816403,442.19616,-100.40512401872547,460.50656,136.04882845381397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,491,2014-01-28 18:00:21.767000000,2014-01-28 23:00:21.767000000,8,22,4096,60.041,0.001,24755.850080000004,65.73544783535935,24819.93697,-54.3507764461099,24911.489670000003,-174.471378195287,0,0,0,0,0,0,419.7659200000001,16.747556351673964,442.19616,-100.20458879042968,460.50656,136.2780115718663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,2014-01-28 18:00:21.783000000,2014-01-28 23:00:21.783000000,8,22,4096,60.044,0.003,24755.850080000004,65.98754926521691,24819.93697,-54.11013417215495,24911.489670000003,-174.2020880315755,0,0,0,0,0,0,420.68144,17.079871872849843,443.11168,-99.89519158105904,461.4220800000001,136.58740878123697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,493,2014-01-28 18:00:21.800000000,2014-01-28 23:00:21.800000000,8,22,4096,60.041,-0.003,24755.850080000004,66.23965069507447,24819.93697,-53.85230316434608,24911.489670000003,-173.95571617966925,0,0,0,0,0,0,420.22368000000006,17.1887338539247,441.7384,-99.74049297637372,460.96432,136.80513274338668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,494,2014-01-28 18:00:21.817000000,2014-01-28 23:00:21.817000000,8,22,4096,60.041,0.0,24755.850080000004,66.48602254698073,24819.93697,-53.60020173448852,24911.489670000003,-173.7150739057143,0,0,0,0,0,0,422.05472,17.47521275149011,443.11168,-99.3852591433926,462.79536,137.2291215117835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,495,2014-01-28 18:00:21.833000000,2014-01-28 23:00:21.833000000,8,22,4096,60.043,0.002,24755.850080000004,66.74958313274091,24829.09224,-53.33091157077703,24911.489670000003,-173.45151331995413,0,0,0,0,0,0,419.30816,17.589804310516275,441.7384,-99.2420196946099,460.50656,137.15463699841646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,496,2014-01-28 18:00:21.850000000,2014-01-28 23:00:21.850000000,8,22,4096,60.044,0.001,24755.850080000004,66.99595498464717,24829.09224,-53.090269296822086,24911.489670000003,-173.20514146804788,0,0,0,0,0,0,421.1392,18.12838463793925,445.40048,-98.7607351467,463.25312,137.49841167549496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,497,2014-01-28 18:00:21.867000000,2014-01-28 23:00:21.867000000,8,22,4096,60.041,-0.003,24755.850080000004,67.25951557040736,24829.09224,-52.84389744491583,24911.489670000003,-172.9415808822877,0,0,0,0,0,0,419.7659200000001,18.225787463111487,443.56944,-98.65187316562516,461.4220800000001,137.63019196837504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,498,2014-01-28 18:00:21.883000000,2014-01-28 23:00:21.883000000,8,22,4096,60.039,-0.002,24755.850080000004,67.48869868845968,24829.09224,-52.6147143268635,24911.489670000003,-172.723856920138,0,0,0,0,0,0,422.51248,18.535184672482128,444.0272000000001,-98.43414920347544,462.79536,138.16877229579802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,2014-01-28 18:00:21.900000000,2014-01-28 23:00:21.900000000,8,22,4096,60.04,0.001,24755.850080000004,67.717881806512,24829.09224,-52.36261289700594,24920.64494,-172.47175549028043,0,0,0,0,0,0,419.7659200000001,18.495077626822976,440.3651200000001,-98.4112308916702,459.59104,138.2260680753111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,500,2014-01-28 18:00:21.917000000,2014-01-28 23:00:21.917000000,8,22,4096,60.04,0.0,24755.850080000004,67.95852408046694,24829.09224,-52.133429778953605,24911.489670000003,-172.23111321632547,0,0,0,0,0,0,421.1392,19.005010064489408,442.65392,-97.97005338941946,460.96432,138.59849064214615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,501,2014-01-28 18:00:21.933000000,2014-01-28 23:00:21.933000000,8,22,4096,60.04,0.0,24755.850080000004,68.2048959323732,24829.09224,-51.88132834909605,24920.64494,-171.99047094237054,0,0,0,0,0,0,422.05472,19.039387532197257,442.19616,-97.79243647292893,462.33760000000007,138.88496953971156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,502,2014-01-28 18:00:21.950000000,2014-01-28 23:00:21.950000000,8,22,4096,60.041,0.001,24755.850080000004,68.44553820632815,24829.09224,-51.63495649718979,24920.64494,-171.74409909046426,0,0,0,0,0,0,421.1392,19.57796785962023,444.0272000000001,-97.46012095175304,461.87984000000006,139.00529067668904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,503,2014-01-28 18:00:21.967000000,2014-01-28 23:00:21.967000000,8,22,4096,60.04,-0.001,24755.850080000004,68.69763963618571,24829.09224,-51.38285506733223,24911.489670000003,-171.50345681650933,0,0,0,0,0,0,420.68144,19.726936886354245,443.56944,-97.311151925019,460.96432,139.20009632703352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,504,2014-01-28 18:00:21.983000000,2014-01-28 23:00:21.983000000,8,22,4096,60.04,0.0,24765.005350000003,68.94974106604327,24829.09224,-51.153671949279904,24911.489670000003,-171.26281454255437,0,0,0,0,0,0,422.05472,19.94466084850396,443.56944,-96.98456598179445,462.33760000000007,139.58970762772248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,505,2014-01-28 18:00:22,2014-01-28 23:00:22,8,22,4096,60.043,0.003,24765.005350000003,69.19611291794952,24829.09224,-50.901570519422336,24920.64494,-171.00498353474552,0,0,0,0,0,0,420.68144,20.019145361870965,441.7384,-96.79548990940128,461.4220800000001,139.7558653883104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,506,2014-01-28 18:00:22.017000000,2014-01-28 23:00:22.017000000,8,22,4096,59.993,-0.05,24765.005350000003,68.9669297998972,24829.09224,-51.113564903620734,24920.64494,-171.22270749689525,0,0,0,0,0,0,421.1392,20.007686205968348,442.65392,-96.97310682589185,460.96432,139.5954372056738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,507,2014-01-28 18:00:22.033000000,2014-01-28 23:00:22.033000000,8,22,4096,60.006,0.013,24765.005350000003,69.21903122975476,24829.09224,-50.86146347376318,24920.64494,-170.97060606703766,0,0,0,0,0,0,422.51248,20.32854257124161,444.94272,-96.77257159759604,462.33760000000007,139.77878370011564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,508,2014-01-28 18:00:22.050000000,2014-01-28 23:00:22.050000000,8,22,4096,60.049,0.043,24765.005350000003,69.46540308166101,24838.24751,-50.62082119980823,24920.64494,-170.73569337103402,0,0,0,0,0,0,420.68144,20.448863708219083,444.0272000000001,-96.48036312207932,461.87984000000006,139.8761865252879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,509,2014-01-28 18:00:22.067000000,2014-01-28 23:00:22.067000000,8,22,4096,60.038,-0.011,24765.005350000003,69.72896366742118,24829.09224,-50.37444934790198,24920.64494,-170.47213278527386,0,0,0,0,0,0,416.1038400000001,20.374379194852075,440.3651200000001,-96.42306734256624,458.21776000000006,139.79024285601827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,510,2014-01-28 18:00:22.083000000,2014-01-28 23:00:22.083000000,8,22,4096,60.041,0.003,24765.005350000003,69.95814678547352,24829.09224,-50.145266229849646,24920.64494,-170.2314905113189,0,0,0,0,0,0,416.56160000000006,20.67804682627141,439.4496,-96.17096591270868,457.7600000000001,140.17985415670722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,2014-01-28 18:00:22.100000000,2014-01-28 23:00:22.100000000,8,22,4096,60.039,-0.002,24765.005350000003,70.19878905942846,24829.09224,-49.893164799992086,24920.64494,-169.99084823736396,0,0,0,0,0,0,418.39264,21.05619897105776,442.19616,-95.73551798840924,460.96432,140.50644009993178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,512,2014-01-28 18:00:22.117000000,2014-01-28 23:00:22.117000000,8,22,4096,60.042,0.003,24765.005350000003,70.43943133338341,24829.09224,-49.66398168193976,24920.64494,-169.750205963409,0,0,0,0,0,0,418.8504,21.3655961804284,444.48496000000006,-95.38028415542814,462.79536,140.70697532822757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,513,2014-01-28 18:00:22.133000000,2014-01-28 23:00:22.133000000,8,22,4096,60.039,-0.003,24765.005350000003,70.66861445143574,24829.09224,-49.4118802520822,24920.64494,-169.51529326740535,0,0,0,0,0,0,418.39264,21.537483518967647,443.56944,-95.26569259640196,461.4220800000001,140.85021477701028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,514,2014-01-28 18:00:22.150000000,2014-01-28 23:00:22.150000000,8,22,4096,60.038,-0.001,24765.005350000003,70.90925672539069,24829.09224,-49.19415628993249,24911.489670000003,-169.29183972730434,0,0,0,0,0,0,420.68144,21.886987773997447,445.40048,-94.96202496498265,463.25312,141.25701481155318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,515,2014-01-28 18:00:22.167000000,2014-01-28 23:00:22.167000000,8,22,4096,60.041,0.003,24765.005350000003,71.15562857729694,24829.09224,-48.942054860074926,24911.489670000003,-169.0454678753981,0,0,0,0,0,0,418.8504,21.92709481965661,443.56944,-94.82451509415124,461.87984000000006,141.36014721467672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,516,2014-01-28 18:00:22.183000000,2014-01-28 23:00:22.183000000,8,22,4096,60.041,0.0,24765.005350000003,71.39627085125188,24829.09224,-48.70141258611998,24911.489670000003,-168.79336644554053,0,0,0,0,0,0,418.8504,22.26513991878379,443.56944,-94.57241366429368,461.4220800000001,141.6351669563395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,517,2014-01-28 18:00:22.200000000,2014-01-28 23:00:22.200000000,8,22,4096,60.038,-0.003,24755.850080000004,71.64837228110945,24829.09224,-48.455040734213725,24911.489670000003,-168.54126501568297,0,0,0,0,0,0,417.47712,22.53443008249528,442.65392,-94.35468970214396,460.0488,141.7784064051222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,518,2014-01-28 18:00:22.217000000,2014-01-28 23:00:22.217000000,8,22,4096,60.04,0.002,24755.850080000004,71.87755539916178,24819.93697,-48.220128038210085,24911.489670000003,-168.32354105353326,0,0,0,0,0,0,417.93488,22.815179402109383,443.56944,-94.03383333687071,460.96432,142.0591557247363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,519,2014-01-28 18:00:22.233000000,2014-01-28 23:00:22.233000000,8,22,4096,60.042,0.002,24765.005350000003,72.11819767311673,24829.09224,-47.97375618630383,24920.64494,-168.0714396236757,0,0,0,0,0,0,413.35728000000006,23.107387877626103,441.7384,-93.77027275111054,457.30224,142.02477825702846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,520,2014-01-28 18:00:22.250000000,2014-01-28 23:00:22.250000000,8,22,4096,60.041,-0.001,24765.005350000003,72.36456952502297,24829.09224,-47.73311391234888,24911.489670000003,-167.82506777176943,0,0,0,0,0,0,413.81504,23.428244242899364,440.3651200000001,-93.63276288027912,455.92896,142.40865997976613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,521,2014-01-28 18:00:22.267000000,2014-01-28 23:00:22.267000000,8,22,4096,60.038,-0.003,24765.005350000003,72.59948222102662,24829.09224,-47.49247163839394,24920.64494,-167.6016142316684,0,0,0,0,0,0,415.64608,23.588672425536,440.3651200000001,-93.49525300944772,456.38672,142.78681212455243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,522,2014-01-28 18:00:22.283000000,2014-01-28 23:00:22.283000000,8,22,4096,60.039,0.001,24765.005350000003,72.84012449498157,24819.93697,-47.251829364439,24911.489670000003,-167.35524237976216,0,0,0,0,0,0,415.64608,24.11579359705635,442.65392,-93.15147833236924,456.38672,142.98734735284825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,523,2014-01-28 18:00:22.300000000,2014-01-28 23:00:22.300000000,8,22,4096,60.039,0.0,24755.850080000004,73.06930761303389,24819.93697,-47.01118709048405,24911.489670000003,-167.11460010580723,0,0,0,0,0,0,415.18832,24.16735979861813,441.28064000000006,-92.92229521431692,456.84448,143.2279896268032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,524,2014-01-28 18:00:22.317000000,2014-01-28 23:00:22.317000000,8,22,4096,60.04,0.001,24755.850080000004,73.31567946494015,24829.09224,-46.7705448165291,24911.489670000003,-166.8854169877549,0,0,0,0,0,0,418.39264,24.556971099307084,444.0272000000001,-92.4925768679688,460.0488,143.7092741747131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,525,2014-01-28 18:00:22.333000000,2014-01-28 23:00:22.333000000,8,22,4096,60.04,0.0,24755.850080000004,73.54486258299248,24829.09224,-46.54136169847677,24911.489670000003,-166.64477471379993,0,0,0,0,0,0,417.01936,24.648644346528016,443.56944,-92.292041639673,460.0488,143.76656995422618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,526,2014-01-28 18:00:22.350000000,2014-01-28 23:00:22.350000000,8,22,4096,60.038,-0.002,24755.850080000004,73.77977527899611,24829.09224,-46.32363773632706,24911.489670000003,-166.4213211736989,0,0,0,0,0,0,418.8504,24.9866894456552,444.48496000000006,-92.10296556727984,460.50656,144.1389925210612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
