,Unnamed: 0,chicagolocaltime,TimeTag,IDCode,ConfigCount,State,Frequency,DFrequency,Magnitude01,Angle01,Magnitude02,Angle02,Magnitude03,Angle03,Magnitude04,Angle04,Magnitude05,Angle05,Magnitude06,Angle06,Magnitude07,Angle07,Magnitude08,Angle08,Magnitude09,Angle09,Magnitude10,Angle10,Magnitude11,Angle11,Magnitude12,Angle12,Magnitude13,Angle13,Magnitude14,Angle14,Magnitude15,Angle15,Magnitude16,Angle16,DIModule01
221,221,2014-01-28 18:00:17.267000000,2014-01-28 23:00:17.267000000,8,22,4096,60.037,-0.002,24783.31589,3.6096341093241855,24838.24751,-116.52242679575552,24920.64494,123.41510907117932,0,0,0,0,0,0,419.30816,-45.22355876967588,440.3651200000001,-162.81168706437472,455.01344000000006,74.07771333246414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,2014-01-28 18:00:17.283000000,2014-01-28 23:00:17.283000000,8,22,4096,60.038,0.001,24783.31589,3.8273580714739,24838.24751,-116.28178452180056,24920.64494,123.63856261128036,0,0,0,0,0,0,422.51248,-44.87405451464608,443.11168,-162.53093774476062,457.7600000000001,74.50743167881225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,2014-01-28 18:00:17.300000000,2014-01-28 23:00:17.300000000,8,22,4096,60.04,0.002,24783.31589,4.068000345428845,24838.24751,-116.06406055965088,24920.64494,123.86774572933268,0,0,0,0,0,0,421.59696,-44.77092211152253,443.11168,-162.2902954708057,458.21776000000006,74.5475387244714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,2014-01-28 18:00:17.317000000,2014-01-28 23:00:17.317000000,8,22,4096,60.039,-0.001,24783.31589,4.308642619383791,24838.24751,-115.82341828569592,24920.64494,124.10838800328764,0,0,0,0,0,0,422.51248,-44.59330519503197,442.19616,-162.18143348973084,457.7600000000001,74.85693593384205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,2014-01-28 18:00:17.333000000,2014-01-28 23:00:17.333000000,8,22,4096,60.039,0.0,24783.31589,4.549284893338736,24838.24751,-115.58277601174098,24920.64494,124.34903027724258,0,0,0,0,0,0,422.05472,-44.41568827854142,442.19616,-161.90068417011673,457.7600000000001,75.11476694165091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,2014-01-28 18:00:17.350000000,2014-01-28 23:00:17.350000000,8,22,4096,60.041,0.002,24783.31589,4.7899271672936825,24838.24751,-115.3306745818834,24920.64494,124.58967255119752,0,0,0,0,0,0,422.05472,-44.20369389434301,440.82288000000005,-161.70014894182094,457.30224,75.47573035258334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,2014-01-28 18:00:17.367000000,2014-01-28 23:00:17.367000000,8,22,4096,60.041,0.0,24783.31589,5.02483986329732,24838.24751,-115.10149146383108,24920.64494,124.83604440310376,0,0,0,0,0,0,420.22368000000006,-44.02034739990114,439.4496,-161.533991181233,455.4712,75.53875571004774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,2014-01-28 18:00:17.383000000,2014-01-28 23:00:17.383000000,8,22,4096,60.04,-0.001,24783.31589,5.259752559300956,24838.24751,-114.86084918987612,24920.64494,125.0652275211561,0,0,0,0,0,0,419.30816,-43.8427304834106,438.53408,-161.28188975137545,455.01344000000006,75.77939798400269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,2014-01-28 18:00:17.400000000,2014-01-28 23:00:17.400000000,8,22,4096,60.039,-0.001,24783.31589,5.494665255304595,24856.558050000003,-114.6202069159212,24920.64494,125.30014021715974,0,0,0,0,0,0,418.8504,-43.59062905355303,438.53408,-161.0641657892257,454.55568000000005,75.96847405639583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,2014-01-28 18:00:17.417000000,2014-01-28 23:00:17.417000000,8,22,4096,60.038,-0.001,24783.31589,5.729577951308233,24838.24751,-114.40248295377148,24920.64494,125.51786417930946,0,0,0,0,0,0,420.68144,-43.304150155987614,438.99184,-160.771957313709,455.92896,76.37527409093873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,2014-01-28 18:00:17.433000000,2014-01-28 23:00:17.433000000,8,22,4096,60.037,-0.001,24783.31589,5.958761069360562,24838.24751,-114.17329983571916,24920.64494,125.7585064532644,0,0,0,0,0,0,418.8504,-43.011941680470905,438.99184,-160.5141263059001,454.55568000000005,76.45548818225706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,2014-01-28 18:00:17.450000000,2014-01-28 23:00:17.450000000,8,22,4096,60.037,0.0,24783.31589,6.187944187412891,24838.24751,-113.94411671766682,24920.64494,125.98768957131672,0,0,0,0,0,0,421.1392,-42.7311923608568,440.3651200000001,-160.2104586744808,456.38672,76.8393699049947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,2014-01-28 18:00:17.467000000,2014-01-28 23:00:17.467000000,8,22,4096,60.038,0.001,24783.31589,6.405668149562604,24838.24751,-113.7149335996145,24920.64494,126.20541353346644,0,0,0,0,0,0,421.59696,-42.53065713256101,441.28064000000006,-159.85522484149968,458.21776000000006,77.08001217894966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,2014-01-28 18:00:17.483000000,2014-01-28 23:00:17.483000000,8,22,4096,60.04,0.002,24783.31589,6.634851267614933,24838.24751,-113.49148005951346,24920.64494,126.42886707356746,0,0,0,0,0,0,422.9702400000001,-42.290014858606064,441.7384,-159.69479665886303,458.67552000000006,77.41805727807683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,2014-01-28 18:00:17.500000000,2014-01-28 23:00:17.500000000,8,22,4096,60.039,-0.001,24774.16062,6.869763963618571,24838.24751,-113.25083778555852,24920.64494,126.6695093475224,0,0,0,0,0,0,421.59696,-42.11239794211552,440.82288000000005,-159.57447552188555,457.30224,77.48681221349254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,2014-01-28 18:00:17.517000000,2014-01-28 23:00:17.517000000,8,22,4096,60.039,0.0,24783.31589,7.104676659622208,24838.24751,-113.0216546675062,24920.64494,126.89869246557474,0,0,0,0,0,0,421.59696,-41.843107778404026,440.82288000000005,-159.35102198178456,456.84448,77.70453617564225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,2014-01-28 18:00:17.533000000,2014-01-28 23:00:17.533000000,8,22,4096,60.038,-0.001,24783.31589,7.339589355625846,24838.24751,-112.78101239355124,24920.64494,127.145064317481,0,0,0,0,0,0,422.05472,-41.60246550444908,441.28064000000006,-159.07027266217045,457.7600000000001,77.96809676140244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,2014-01-28 18:00:17.550000000,2014-01-28 23:00:17.550000000,8,22,4096,60.037,-0.001,24783.31589,7.568772473678175,24838.24751,-112.55182927549892,24920.64494,127.37997701348462,0,0,0,0,0,0,420.68144,-41.453496477715056,439.90736,-158.93276279133906,456.38672,78.12852494403906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,2014-01-28 18:00:17.567000000,2014-01-28 23:00:17.567000000,8,22,4096,60.039,0.002,24783.31589,7.797955591730504,24838.24751,-112.32264615744658,24920.64494,127.59770097563434,0,0,0,0,0,0,419.7659200000001,-41.264420405321886,438.99184,-158.69212051738413,455.4712,78.35770806209139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,2014-01-28 18:00:17.583000000,2014-01-28 23:00:17.583000000,8,22,4096,60.04,0.001,24783.31589,8.015679553880217,24838.24751,-112.1106517732482,24920.64494,127.81542493778406,0,0,0,0,0,0,420.68144,-40.96075277390256,439.90736,-158.42283035367262,456.38672,78.67856442736463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,2014-01-28 18:00:17.600000000,2014-01-28 23:00:17.600000000,8,22,4096,60.039,-0.001,24783.31589,8.256321827835166,24838.24751,-111.87573907724456,24920.64494,128.056067211739,0,0,0,0,0,0,418.8504,-40.771676701509385,438.99184,-158.25094301513337,454.55568000000005,78.74731936278033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,2014-01-28 18:00:17.617000000,2014-01-28 23:00:17.617000000,8,22,4096,60.039,0.0,24783.31589,8.485504945887492,24838.24751,-111.6350968032896,24920.64494,128.28525032979132,0,0,0,0,0,0,420.68144,-40.49092738189528,439.90736,-157.97019369551927,456.38672,79.11974192961537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,2014-01-28 18:00:17.633000000,2014-01-28 23:00:17.633000000,8,22,4096,60.037,-0.002,24783.31589,8.726147219842439,24838.24751,-111.40018410728597,24911.489670000003,128.52589260374629,0,0,0,0,0,0,418.39264,-40.250285107940336,438.99184,-157.7753880451748,454.09792,79.13693066346931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,2014-01-28 18:00:17.650000000,2014-01-28 23:00:17.650000000,8,22,4096,60.036,-0.001,24783.31589,8.94960075994346,24829.09224,-111.16527141128232,24920.64494,128.76653487770122,0,0,0,0,0,0,421.59696,-39.98099494422885,440.3651200000001,-157.44307252399892,456.84448,79.64686310113572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,2014-01-28 18:00:17.667000000,2014-01-28 23:00:17.667000000,8,22,4096,60.038,0.002,24783.31589,9.178783877995787,24838.24751,-110.93035871527869,24920.64494,128.98998841780224,0,0,0,0,0,0,422.05472,-39.7403526702739,441.7384,-157.13367531462828,458.67552000000006,79.88750537509068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,2014-01-28 18:00:17.683000000,2014-01-28 23:00:17.683000000,8,22,4096,60.04,0.002,24783.31589,9.40796699604812,24838.24751,-110.71263475312898,24920.64494,129.21917153585457,0,0,0,0,0,0,422.05472,-39.3851188372928,443.56944,-156.78417105959846,459.59104,80.01928566797076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,2014-01-28 18:00:17.700000000,2014-01-28 23:00:17.700000000,8,22,4096,60.04,0.0,24783.31589,9.648609270003066,24838.24751,-110.48345163507663,24911.489670000003,129.4483546539069,0,0,0,0,0,0,419.7659200000001,-39.26479770031532,440.82288000000005,-156.8643851509168,455.4712,80.02501524592206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,2014-01-28 18:00:17.717000000,2014-01-28 23:00:17.717000000,8,22,4096,60.038,-0.002,24774.16062,9.877792388055392,24829.09224,-110.2428093611217,24911.489670000003,129.68899692786184,0,0,0,0,0,0,421.1392,-39.03561458226299,440.82288000000005,-156.46331469432522,457.30224,80.50629979383197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,2014-01-28 18:00:17.733000000,2014-01-28 23:00:17.733000000,8,22,4096,60.037,-0.001,24774.16062,10.11843466201034,24829.09224,-109.99070793126414,24920.64494,129.9296392018168,0,0,0,0,0,0,417.93488,-38.943941335042055,438.07632,-156.5206104738383,453.1824,80.44900401431887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,2014-01-28 18:00:17.750000000,2014-01-28 23:00:17.750000000,8,22,4096,60.038,0.001,24774.16062,10.336158624160053,24829.09224,-109.77298396911442,24920.64494,130.15882231986913,0,0,0,0,0,0,420.22368000000006,-38.58297792410964,439.90736,-156.13099917314935,455.4712,80.8844519386183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,2014-01-28 18:00:17.767000000,2014-01-28 23:00:17.767000000,8,22,4096,60.039,0.001,24774.16062,10.576800898114998,24829.09224,-109.53234169515947,24920.64494,130.38800543792144,0,0,0,0,0,0,419.30816,-38.531411722547865,438.99184,-155.9648414125614,455.4712,81.03915054330363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,2014-01-28 18:00:17.783000000,2014-01-28 23:00:17.783000000,8,22,4096,60.039,0.0,24774.16062,10.79452486026471,24829.09224,-109.32034731096108,24920.64494,130.59999982211986,0,0,0,0,0,0,422.9702400000001,-38.18190746751806,441.28064000000006,-155.50074559850543,459.13328,81.55481255892137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,2014-01-28 18:00:17.800000000,2014-01-28 23:00:17.800000000,8,22,4096,60.041,0.002,24774.16062,11.058085446024888,24829.09224,-109.0625163031522,24911.489670000003,130.85783082992873,0,0,0,0,0,0,417.47712,-38.073045486443206,437.61856000000006,-155.5523118000672,453.1824,81.40584353218736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,2014-01-28 18:00:17.817000000,2014-01-28 23:00:17.817000000,8,22,4096,60.039,-0.002,24774.16062,11.275809408174602,24829.09224,-108.84479234100247,24911.489670000003,131.08701394798106,0,0,0,0,0,0,419.30816,-37.55165389287416,440.82288000000005,-154.96216527108243,456.38672,81.83556187853549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,2014-01-28 18:00:17.833000000,2014-01-28 23:00:17.833000000,8,22,4096,60.035,-0.004,24774.16062,11.50499252622693,24829.09224,-108.61560922295016,24911.489670000003,131.31619706603337,0,0,0,0,0,0,419.30816,-37.48289895745846,439.90736,-154.9220582254233,455.92896,81.9845309052695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,2014-01-28 18:00:17.850000000,2014-01-28 23:00:17.850000000,8,22,4096,60.037,0.002,24774.16062,11.716986910425335,24829.09224,-108.40361483875176,24911.489670000003,131.5281914502318,0,0,0,0,0,0,421.59696,-37.22506794964959,441.28064000000006,-154.62412017195527,458.21776000000006,82.39706051776369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,2014-01-28 18:00:17.867000000,2014-01-28 23:00:17.867000000,8,22,4096,60.038,0.001,24774.16062,11.95762918438028,24829.09224,-108.1515134088942,24911.489670000003,131.76883372418672,0,0,0,0,0,0,420.22368000000006,-37.03026229930512,439.90736,-154.54390608063696,455.92896,82.48873376498463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,2014-01-28 18:00:17.883000000,2014-01-28 23:00:17.883000000,8,22,4096,60.039,0.001,24774.16062,12.175353146529996,24829.09224,-107.93378944674448,24911.489670000003,131.98655768633645,0,0,0,0,0,0,422.51248,-36.62346226476223,442.65392,-154.12564689019146,458.67552000000006,82.90699295543011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,2014-01-28 18:00:17.900000000,2014-01-28 23:00:17.900000000,8,22,4096,60.04,0.001,24774.16062,12.41599542048494,24829.09224,-107.70460632869217,24911.489670000003,132.2157408043888,0,0,0,0,0,0,418.8504,-36.62346226476223,438.99184,-154.12564689019146,454.55568000000005,82.80959013025789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,2014-01-28 18:00:17.917000000,2014-01-28 23:00:17.917000000,8,22,4096,60.038,-0.002,24774.16062,12.645178538537268,24829.09224,-107.48115278859112,24902.334400000003,132.4449239224411,0,0,0,0,0,0,422.05472,-36.34271294514812,439.90736,-153.7933313690156,457.30224,83.36535919153478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,2014-01-28 18:00:17.933000000,2014-01-28 23:00:17.933000000,8,22,4096,60.037,-0.001,24765.005350000003,12.8743616565896,24819.93697,-107.24051051463618,24911.489670000003,132.68556619639605,0,0,0,0,0,0,419.7659200000001,-36.25103969792719,437.61856000000006,-153.70165812179465,454.55568000000005,83.5200577962201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,2014-01-28 18:00:17.950000000,2014-01-28 23:00:17.950000000,8,22,4096,60.039,0.002,24774.16062,13.09781519669062,24819.93697,-107.01132739658388,24911.489670000003,132.9147493144484,0,0,0,0,0,0,419.30816,-35.81559177362776,439.90736,-153.19172568412822,456.38672,83.69767471271065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,2014-01-28 18:00:17.967000000,2014-01-28 23:00:17.967000000,8,22,4096,60.041,0.002,24765.005350000003,13.349916626548184,24819.93697,-106.77068512262892,24902.334400000003,133.15539158840332,0,0,0,0,0,0,418.39264,-35.695270636650285,438.53408,-153.13442990461513,454.55568000000005,83.83518458354206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,2014-01-28 18:00:17.983000000,2014-01-28 23:00:17.983000000,8,22,4096,60.039,-0.002,24765.005350000003,13.57909974460051,24819.93697,-106.5415020045766,24911.489670000003,133.38457470645565,0,0,0,0,0,0,422.05472,-35.265552290302175,441.7384,-152.67033409055915,458.67552000000006,84.31646913145195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,2014-01-28 18:00:18,2014-01-28 23:00:18,8,22,4096,60.041,0.002,24765.005350000003,13.825471596506766,24829.09224,-106.29513015267032,24911.489670000003,133.6366761363132,0,0,0,0,0,0,421.1392,-35.07074663995769,441.28064000000006,-152.58439042128956,456.84448,84.41960153457549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,2014-01-28 18:00:18.017000000,2014-01-28 23:00:18.017000000,8,22,4096,59.984,-0.057,24765.005350000003,13.596288478454436,24819.93697,-106.52431327072266,24902.334400000003,133.40749301826088,0,0,0,0,0,0,421.1392,-35.24263397849694,441.28064000000006,-152.77346649368272,456.84448,84.23625504013363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,2014-01-28 18:00:18.033000000,2014-01-28 23:00:18.033000000,8,22,4096,60.006,0.022,24765.005350000003,13.825471596506766,24819.93697,-106.29513015267032,24902.334400000003,133.6366761363132,0,0,0,0,0,0,420.22368000000006,-35.06501706200638,439.90736,-152.66460451260787,455.4712,84.39668322277025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,2014-01-28 18:00:18.050000000,2014-01-28 23:00:18.050000000,8,22,4096,60.053,0.047,24765.005350000003,14.054654714559094,24819.93697,-106.06021745666668,24911.489670000003,133.86585925436555,0,0,0,0,0,0,422.05472,-34.85302267780798,440.82288000000005,-152.32082983552937,457.30224,84.76910578960529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,2014-01-28 18:00:18.067000000,2014-01-28 23:00:18.067000000,8,22,4096,60.033,-0.02,24765.005350000003,14.289567410562732,24819.93697,-105.82530476066306,24902.334400000003,134.09504237241788,0,0,0,0,0,0,419.7659200000001,-34.77280858648966,438.99184,-152.16040165289274,455.92896,84.85504945887493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,2014-01-28 18:00:18.083000000,2014-01-28 23:00:18.083000000,8,22,4096,60.041,0.008,24765.005350000003,14.518750528615062,24819.93697,-105.60185122056204,24902.334400000003,134.3184959125189,0,0,0,0,0,0,421.1392,-34.371738129898084,442.19616,-151.71349457269068,458.67552000000006,85.09569173282986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,2014-01-28 18:00:18.100000000,2014-01-28 23:00:18.100000000,8,22,4096,60.036,-0.005,24765.005350000003,14.747933646667391,24819.93697,-105.37266810250972,24902.334400000003,134.55913818647383,0,0,0,0,0,0,419.7659200000001,-34.14255501184576,440.82288000000005,-151.6619283711289,455.92896,85.24466075956387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,2014-01-28 18:00:18.117000000,2014-01-28 23:00:18.117000000,8,22,4096,60.038,0.002,24765.005350000003,14.97711676471972,24819.93697,-105.14348498445736,24902.334400000003,134.77686214862356,0,0,0,0,0,0,421.59696,-33.924831049696046,440.3651200000001,-151.46139314283312,456.38672,85.7259453074738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,2014-01-28 18:00:18.133000000,2014-01-28 23:00:18.133000000,8,22,4096,60.038,0.0,24765.005350000003,15.206299882772049,24810.781700000003,-104.90284271050244,24902.334400000003,135.0175044225785,0,0,0,0,0,0,417.93488,-33.78159160091334,437.61856000000006,-151.3639903176609,453.1824,85.68010868386331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,2014-01-28 18:00:18.150000000,2014-01-28 23:00:18.150000000,8,22,4096,60.038,0.0,24755.850080000004,15.418294266970454,24819.93697,-104.69084832630402,24902.334400000003,135.22949880677692,0,0,0,0,0,0,422.05472,-33.563867638763625,439.4496,-150.91135365950754,457.7600000000001,86.28744394670198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,2014-01-28 18:00:18.167000000,2014-01-28 23:00:18.167000000,8,22,4096,60.039,0.001,24765.005350000003,15.6589365409254,24819.93697,-104.4616652082517,24902.334400000003,135.47014108073185,0,0,0,0,0,0,420.68144,-33.374791566370455,438.99184,-150.73373674301698,456.38672,86.37911719392291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,2014-01-28 18:00:18.183000000,2014-01-28 23:00:18.183000000,8,22,4096,60.039,0.0,24755.850080000004,15.888119658977727,24819.93697,-104.22102293429676,24902.334400000003,135.68786504288155,0,0,0,0,0,0,421.59696,-32.88204786255795,442.19616,-150.30401839666885,458.21776000000006,86.61975946787786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,2014-01-28 18:00:18.200000000,2014-01-28 23:00:18.200000000,8,22,4096,60.038,-0.001,24755.850080000004,16.128761932932676,24819.93697,-103.99183981624442,24902.334400000003,135.92850731683652,0,0,0,0,0,0,421.1392,-32.80183377123963,440.3651200000001,-150.3326662864254,456.38672,86.74581018280662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,2014-01-28 18:00:18.217000000,2014-01-28 23:00:18.217000000,8,22,4096,60.036,-0.002,24755.850080000004,16.357945050985006,24819.93697,-103.76265669819207,24902.334400000003,136.14623127898622,0,0,0,0,0,0,424.80128,-32.53254360752815,442.65392,-149.9831620313956,460.0488,87.23855388661913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,2014-01-28 18:00:18.233000000,2014-01-28 23:00:18.233000000,8,22,4096,60.038,0.002,24755.850080000004,16.58712816903733,24819.93697,-103.53347358013976,24902.334400000003,136.38687355294115,0,0,0,0,0,0,421.1392,-32.56119149728469,438.07632,-150.01180992115215,455.92896,87.25574262047307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,2014-01-28 18:00:18.250000000,2014-01-28 23:00:18.250000000,8,22,4096,60.04,0.002,24755.850080000004,16.804852131187047,24819.93697,-103.30429046208744,24902.334400000003,136.6160566709935,0,0,0,0,0,0,420.68144,-32.034070325764326,440.82288000000005,-149.51333663938834,456.84448,87.46773700467148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,2014-01-28 18:00:18.267000000,2014-01-28 23:00:18.267000000,8,22,4096,60.039,-0.001,24755.850080000004,17.04549440514199,24810.781700000003,-103.06364818813248,24902.334400000003,136.85669894494845,0,0,0,0,0,0,418.39264,-31.9423970785434,438.99184,-149.45031128192394,454.55568000000005,87.4849257385254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,2014-01-28 18:00:18.283000000,2014-01-28 23:00:18.283000000,8,22,4096,60.039,0.0,24755.850080000004,17.27467752319432,24819.93697,-102.84019464803148,24902.334400000003,137.08015248504947,0,0,0,0,0,0,420.22368000000006,-31.48403084243873,441.28064000000006,-149.05497040328368,456.38672,87.84015957150653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,2014-01-28 18:00:18.300000000,2014-01-28 23:00:18.300000000,8,22,4096,60.038,-0.001,24755.850080000004,17.515319797149267,24810.781700000003,-102.60528195202782,24893.17913,137.31506518105311,0,0,0,0,0,0,417.47712,-31.501219576292662,437.61856000000006,-149.0721591371376,452.72464,87.8974553510196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,2014-01-28 18:00:18.317000000,2014-01-28 23:00:18.317000000,8,22,4096,60.037,-0.001,24755.850080000004,17.744502915201597,24810.781700000003,-102.3703692560242,24893.17913,137.54997787705673,0,0,0,0,0,0,420.22368000000006,-31.03139418428539,440.82288000000005,-148.64244079078946,455.92896,88.35582158712425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,2014-01-28 18:00:18.333000000,2014-01-28 23:00:18.333000000,8,22,4096,60.04,0.003,24765.005350000003,17.98514518915654,24819.93697,-102.12399740411794,24902.334400000003,137.8078088848656,0,0,0,0,0,0,419.30816,-31.17463363306809,437.1608000000001,-148.6309816348869,454.09792,88.58500470517657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,2014-01-28 18:00:18.350000000,2014-01-28 23:00:18.350000000,8,22,4096,60.043,0.003,24765.005350000003,18.225787463111487,24819.93697,-101.883355130163,24902.334400000003,138.03699200291794,0,0,0,0,0,0,419.30816,-30.60167583793727,440.3651200000001,-148.08094215156126,455.4712,88.79699908937499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,2014-01-28 18:00:18.367000000,2014-01-28 23:00:18.367000000,8,22,4096,60.04,-0.003,24765.005350000003,18.466429737066434,24819.93697,-101.65417201211066,24902.334400000003,138.27763427687287,0,0,0,0,0,0,419.7659200000001,-30.38395187578756,440.82288000000005,-147.85175903350896,456.38672,89.01472305152468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,2014-01-28 18:00:18.383000000,2014-01-28 23:00:18.383000000,8,22,4096,60.038,-0.002,24755.850080000004,18.695612855118764,24819.93697,-101.42498889405832,24902.334400000003,138.4953582390226,0,0,0,0,0,0,424.34352,-30.154768757735223,443.11168,-147.56528013594354,460.0488,89.54757380099635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,2014-01-28 18:00:18.400000000,2014-01-28 23:00:18.400000000,8,22,4096,60.039,0.001,24765.005350000003,18.936255129073707,24819.93697,-101.18434662010338,24902.334400000003,138.73600051297754,0,0,0,0,0,0,420.68144,-30.160498335686537,438.53408,-147.64549422726185,455.4712,89.59914000255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,2014-01-28 18:00:18.417000000,2014-01-28 23:00:18.417000000,8,22,4096,60.04,0.001,24765.005350000003,19.18835655893127,24819.93697,-100.93224519024582,24902.334400000003,138.9881019428351,0,0,0,0,0,0,418.8504,-29.72505041138711,439.4496,-147.2730716604268,454.55568000000005,89.67935409387646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,2014-01-28 18:00:18.433000000,2014-01-28 23:00:18.433000000,8,22,4096,60.039,-0.001,24765.005350000003,19.4175396769836,24819.93697,-100.70306207219348,24902.334400000003,139.22874421679006,0,0,0,0,0,0,420.68144,-29.53024476104263,441.28064000000006,-146.82043500227346,457.7600000000001,89.99448088119841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,2014-01-28 18:00:18.450000000,2014-01-28 23:00:18.450000000,8,22,4096,60.042,0.003,24765.005350000003,19.658181950938545,24819.93697,-100.44523106438464,24911.489670000003,139.4751160686963,0,0,0,0,0,0,421.1392,-29.260954597331143,442.19616,-146.65427724168552,458.21776000000006,90.16636821973763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,2014-01-28 18:00:18.467000000,2014-01-28 23:00:18.467000000,8,22,4096,60.042,0.0,24765.005350000003,19.9045538028448,24819.93697,-100.20458879042968,24902.334400000003,139.72721749855387,0,0,0,0,0,0,419.30816,-29.031771479278813,440.3651200000001,-146.55114483856198,455.4712,90.3382555582769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,2014-01-28 18:00:18.483000000,2014-01-28 23:00:18.483000000,8,22,4096,60.041,-0.001,24765.005350000003,20.16811438860498,24819.93697,-99.95248736057212,24902.334400000003,139.9678597725088,0,0,0,0,0,0,419.7659200000001,-28.705185536054245,441.28064000000006,-146.19018142762954,456.38672,90.64765276764754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
