index,magnitude,phase_angle,is_predicted
2260,24765.005859375,170.81591408490374,False
2261,24765.005859375,171.09666218054795,False
2262,24765.005859375,171.37741027619217,False
2263,24774.16015625,171.66961942926363,False
2264,24774.16015625,171.95036752490785,False
2265,24764.93359375,172.2199687518266,True
2266,24774.16015625,172.51758741472074,False
2267,24774.16015625,172.8097965677922,False
2268,24783.31640625,173.08482096491196,False
2269,24783.31640625,173.3884911754107,False
2270,24783.31640625,173.66923927105492,False
2271,24783.169921875,173.9270789122229,True
2272,24783.31640625,174.24792021829506,False
2273,24783.31640625,174.54012937136656,False
2274,24783.31640625,174.83807588334085,False
2275,24792.470703125,175.13028503641235,False
2276,24792.470703125,175.41675683058102,False
2277,24792.470703125,175.7147033425553,False
2278,24792.470703125,175.99545143819952,False
2279,24792.470703125,176.287660591271,False
2280,24792.470703125,176.57985608396416,False
2281,24792.470703125,176.85488048108388,False
2282,24792.470703125,177.1356285767281,False
2283,24801.626953125,177.42783772979956,False
2284,24792.470703125,177.70858582544378,False
2285,24801.626953125,177.99507127999078,False
2286,24829.130859375,178.28666571603696,True
2287,24801.626953125,178.5565674712792,False
2288,24801.626953125,178.86023768177796,False
2289,24801.626953125,179.14670947594664,False
2290,24801.626953125,179.43891862901813,False
2291,24801.626953125,179.72540408356514,False
2292,24801.626953125,-179.98323006435479,False
2293,24801.626953125,-179.6910209112833,False
2294,24801.626953125,-179.4045491171146,False
2295,24801.626953125,-179.11233996404314,False
2296,24801.6640625,-178.8143797916905,True
2297,24801.626953125,-178.52218429899736,False
2298,24805.611328125,-177.634191405004,True
2299,24810.78125,-177.96068810770893,False
2300,24801.626953125,-177.662755256113,False
2301,24810.78125,-177.3705461030415,False
2302,24810.78125,-177.0840606484945,False
2303,24810.78125,-176.791851495423,False
2304,24810.78125,-176.49391864382704,False
2305,24810.8203125,-176.1902484333283,True
2306,24810.78125,-176.39078278735985,False
2307,24810.78125,-176.10431099319118,False
2308,24810.78125,-175.8121018401197,False
2309,24810.78125,-175.5141553281454,False
2310,24810.78125,-175.22194617507392,False
2311,24810.78125,-174.93547438090525,False
2312,24810.78125,-174.64326522783375,False
2313,24810.818359375,-174.3453050554811,True
2314,24810.78125,-174.08176903654535,False
2315,24810.78125,-173.79528358199832,False
2316,24808.994140625,-173.78378154343602,True
2317,24810.78125,-173.22232633328264,False
2318,24810.78125,-172.92439348168668,False
2319,24810.78125,-172.65510644346975,False
2320,24810.78125,-172.351436232971,False
2321,24810.78125,-172.07068813732678,False
2322,24810.78125,-171.78420268277978,False
2323,24810.78125,-171.49199352970828,False
2324,24810.78125,-171.2055217355396,False
2325,24810.78125,-170.92477363989542,False
2326,24810.78125,-170.6440255442512,False
2327,24810.78125,-170.363277448607,False
2328,24810.78125,-170.0653309366327,False
2329,24810.896484375,-169.7501860083283,True
2330,24810.78125,-169.48091263048974,False
2331,24814.576171875,-168.61011815282646,True
2332,24810.78125,-168.91369274067685,False
2333,24810.78125,-168.62148358760538,False
2334,24810.78125,-168.33499813305835,False
2335,24810.78125,-168.04278897998688,False
2336,24801.626953125,-167.76204088434267,False
2337,24801.626953125,-167.48129278869845,False
2338,24801.626953125,-167.19482099452978,False
2339,24801.626953125,-166.89115078403103,False
2340,24810.78125,-166.59320427205674,False
2341,24801.626953125,-166.31245617641252,False
2342,24801.626953125,-166.0317080807683,False
2343,24801.626953125,-165.75095998512413,False
2344,24801.626953125,-165.46448819095545,False
2345,24792.470703125,-165.1837264349329,False
2346,24783.31640625,-164.9029783392887,False
2347,24774.16015625,-164.6107691862172,False
2348,24783.31640625,-164.32429739204852,False
2349,24774.16015625,-164.05501035383162,False
2350,24783.31640625,-163.75134014333284,False
2351,24774.16015625,-163.46485468878583,False
2352,24774.16015625,-163.18410659314162,False
2353,24765.005859375,-162.9148195549247,False
2354,24765.005859375,-162.62261040185322,False
2355,24765.005859375,-162.3533233636363,False
2356,24765.005859375,-162.08403632541936,False
2357,24755.849609375,-161.8147356268241,False
2358,24755.849609375,-161.5225264737526,False
2359,24755.849609375,-161.264700492963,False
2360,24737.5390625,-160.98395239731877,False
2361,24737.5390625,-160.71466535910184,False
2362,24737.5390625,-160.42245620603038,False
2363,24737.5390625,-160.14170811038616,False
2364,24737.5390625,-159.85522265583916,False
2365,24737.5390625,-159.57447456019494,False
2366,24728.384765625,-159.76354785679925,False
2367,24728.384765625,-159.48279976115504,False
2368,24728.384765625,-159.2135127229381,False
2369,24728.384765625,-158.94422568472118,False
2370,24728.384765625,-158.67492498612592,False
2371,24719.228515625,-158.39417689048173,False
2372,24719.228515625,-158.11342879483752,False
2373,24719.228515625,-157.8441417566206,False
2374,24719.228515625,-157.55193260354912,False
2375,24719.228515625,-157.26546080938044,False
2376,24728.384765625,-156.98471271373623,False
2377,24719.228515625,-156.68104250323745,False
2378,24728.384765625,-156.40029440759326,False
2379,24728.384765625,-156.11380895304623,False
2380,24728.384765625,-155.82159979997476,False
2381,24728.384765625,-155.5351280058061,False
2382,24728.384765625,-155.2429188527346,False
2383,24737.5390625,-154.93351128333302,False
2384,24737.5390625,-154.63557843173706,False
2385,24728.30859375,-154.34877878848823,True
2386,24737.5390625,-154.02251431221507,False
2387,24737.5390625,-153.70165934576454,False
2388,24737.5390625,-153.42091125012033,False
2389,24737.5390625,-153.12296473814604,False
2390,24737.654296875,-152.80781980984165,True
2391,24755.849609375,-152.54428379090587,False
2392,24796.13671875,-151.68686282363748,True
2393,24755.849609375,-151.95414178623844,False
2394,24755.849609375,-151.65047157573966,False
2395,24755.849609375,-151.36398612119265,False
2396,24755.849609375,-151.07177696812116,False
2397,24755.849609375,-150.78530517395248,False
2398,24755.849609375,-150.5045570783083,False
2399,24755.8125,-150.22951902081022,True
2400,24755.849609375,-149.9144014132625,False
2401,24755.849609375,-149.622192260191,False
2402,24755.849609375,-149.33572046602234,False
2403,24755.849609375,-149.0320502555236,False
2404,24755.96875,-148.71118162869473,True
2405,24755.849609375,-148.4533693082834,False
2406,24765.005859375,-148.16116015521195,False
2407,24765.005859375,-147.86321364323763,False
2408,24755.849609375,-147.58246554759344,False
2409,24765.005859375,-147.29025639452195,False
2410,24755.849609375,-147.01524565778055,False
2411,24728.275390625,-146.7568322807223,True
2412,24765.005859375,-146.44228840906487,False
2413,24755.849609375,-146.14434189709058,False
2414,24755.849609375,-145.86359380144637,False
2415,24755.849609375,-145.57138464837487,False
2416,24755.92578125,-145.26771443787612,True
2417,24765.005859375,-144.99270370113473,False
2418,24765.005859375,-144.71195560549052,False
2419,24765.005859375,-144.4312075098463,False
2420,24755.849609375,-144.1447220552993,False
2421,24765.005859375,-143.8525129022278,False
2422,24765.005859375,-143.56030374915633,False
2423,24765.005859375,-143.27383195498766,False
2424,24765.005859375,-143.0045312563924,False
2425,24765.005859375,-142.7123221033209,False
2426,24765.005859375,-142.89567170140072,False
2427,24765.005859375,-142.59200149090196,False
2428,24765.005859375,-142.32271445268503,False
2429,24765.005859375,-142.03050529961354,False
2430,24765.158203125,-141.7153740316875,True
2431,24774.16015625,-141.48047016575242,False
2432,24774.16015625,-141.22263052458445,False
2433,24763.30078125,-141.2566721874078,True
2434,24774.16015625,-140.65541063477156,False
2435,24778.1328125,-139.7789197793405,True
2436,24774.16015625,-140.08245338605587,False
2437,24774.16015625,-139.80170529041166,False
2438,24772.302734375,-139.81313902708226,True
2439,24774.16015625,-139.24020909912326,False
2440,24774.16015625,-138.94226258714897,False
2441,24774.16015625,-138.66151449150476,False
2442,24774.16015625,-138.38076639586055,False
2443,24774.16015625,-138.10574199874083,False
2444,24774.16015625,-137.8249939030966,False
2445,24774.16015625,-137.54424580745243,False
2446,24765.005859375,-137.2634977118082,False
2447,24774.16015625,-136.982749616164,False
2448,24774.16015625,-136.69054046309253,False
2449,24774.16015625,-136.4212534248756,False
2450,24774.16015625,-136.1405053292314,False
2451,24774.16015625,-135.86548093211167,False
2452,24774.125,-135.59616657313805,True
2453,24765.005859375,-135.31544579825052,False
2454,24765.005859375,-135.02323664517905,False
2455,24765.005859375,-134.73102749210756,False
2456,24765.005859375,-134.45027939646337,False
2457,24764.93359375,-134.18097869786808,True
2458,24765.005859375,-133.88304584627215,False
2459,24765.005859375,-133.60229775062794,False
2460,24765.005859375,-133.31008859755644,False
2461,24765.005859375,-133.02361680338777,False
2462,24765.005859375,-132.74286870774358,False
2463,24765.005859375,-132.46210695172104,False
2464,24765.005859375,-132.18135885607683,False
2465,24765.005859375,-131.9120718178599,False
2466,24765.005859375,-131.62560002369122,False
2467,24765.005859375,-131.34483826766868,False
2468,24765.005859375,-131.05264277497554,False
2469,24765.005859375,-130.771881018953,False
2470,24765.005859375,-130.49113292330878,False
2471,24765.005859375,-130.2103848276646,False
2472,24755.849609375,-129.92391303349592,False
2473,24737.57421875,-129.6313896917226,True
2474,24765.005859375,-129.33375736845014,False
2475,24765.005859375,-129.05300927280592,False
2476,24765.005859375,-128.75507642120996,False
2477,24765.005859375,-128.47432832556575,False
2478,24765.005859375,-128.170658115067,False
2479,24765.1640625,-127.84406578971367,True
2480,24765.005859375,-127.59197716782684,False
2481,24765.005859375,-127.29403065585254,False
2482,24765.005859375,-126.99036044535377,False
2483,24765.005859375,-126.68096653633053,False
2484,24765.005859375,-126.36011156988002,False
2485,24765.005859375,-126.06217871828406,False
2486,24765.005859375,-126.22260620150932,False
2487,24774.16015625,-125.93039704843784,False
2488,24765.005859375,-125.63245053646354,False
2489,24774.16015625,-125.33451768486758,False
2490,24774.16015625,-125.03084747436881,False
2491,24774.16015625,-124.74437568020014,False
2492,24774.16015625,-124.45216652712865,False
2493,24774.16015625,-124.15422001515435,False
2494,24774.16015625,-123.85056346503393,False
2495,24774.19921875,-123.54118321638903,True
2496,24774.16015625,-123.25468410146368,False
2497,24774.16015625,-122.95101389096492,False
2498,24774.16015625,-122.6645284364179,False
2499,24774.16015625,-122.36087188629747,False
2500,24774.16015625,-122.06292537432317,False
2501,24774.16015625,-121.77071622125169,False
2502,24774.16015625,-121.47278336965573,False
2503,24774.16015625,-121.18057421658425,False
2504,24783.31640625,-120.89408876203723,False
2505,24774.16015625,-120.60187960896575,False
2506,24774.16015625,-120.31540781479707,False
2507,24774.16015625,-120.0117376042983,False
2508,24774.16015625,-119.71380475270234,False
2509,24774.16015625,-119.42159559963086,False
2510,24774.123046875,-119.13509648470551,True
2511,24783.31640625,-118.84290099201236,False
2512,24805.37890625,-117.97877277897904,True
2513,24774.16015625,-118.23557423139317,False
2514,24783.31640625,-117.93190402089441,False
2515,24774.16015625,-117.64541856634739,False
2516,24774.16015625,-117.3532094132759,False
2517,24783.31640625,-117.06101392058275,False
2518,24783.31640625,-116.77452846603575,False
2519,24774.16015625,-116.48231931296425,False
2520,24774.16015625,-116.19011015989277,False
2521,24774.16015625,-115.91508576277303,False
2522,24774.16015625,-115.61142921265261,False
2523,24783.31640625,-115.32494375810559,False
2524,24783.31640625,-115.04419566246139,False
2525,24783.31640625,-114.75198650938991,False
2526,24774.16015625,-114.46550788503205,False
2527,24783.31640625,-114.1904903181015,False
2528,24774.16015625,-113.89255063631637,False
2529,24774.16015625,-113.61180254067217,False
2530,24783.31640625,-113.31386285888703,False
2531,24783.31640625,-113.04457582067012,False
2532,24774.16015625,-112.75236666759864,False
2533,24774.16015625,-112.48307279919254,False
2534,24774.16015625,-112.19086364612106,False
2535,24774.16015625,-111.9043850217632,False
2536,24774.16015625,-111.63509798354629,False
2537,24774.16015625,-111.35434988790209,False
2538,24774.16015625,-111.07359496206871,False
2539,24774.16015625,-110.77566211047275,False
2540,24774.16015625,-110.49491401482855,False
2541,24774.16015625,-110.20270486175706,False
2542,24774.16015625,-109.93341099335098,False
2543,24774.16015625,-109.63547131156584,False
2544,24774.16015625,-109.34326898868353,False
2545,24774.16015625,-109.06251406285016,False
2546,24774.16015625,-109.24013313221633,False
2547,24774.16015625,-108.95365450785849,False
2548,24774.16015625,-108.67290641221429,False
2549,24765.005859375,-108.39215831657008,False
2550,24765.005859375,-108.122864448164,False
2551,24765.005859375,-107.82492476637886,False
2552,24765.005859375,-107.55563772816194,False
2553,24765.005859375,-107.27488963251774,False
2554,24765.005859375,-106.98268047944624,False
2555,24765.005859375,-106.69047132637476,False
2556,24765.005859375,-106.4154537594442,False
2557,24764.8984375,-106.1576209484654,True
2558,24755.849609375,-105.86541179539391,False
2559,24755.849609375,-105.57320264232241,False
2560,24755.849609375,-105.29245454667821,False
2561,24755.849609375,-105.01170645103402,False
2562,24755.849609375,-104.7538736400552,False
2563,24755.849609375,-104.47312554441099,False
2564,24755.849609375,-104.18091639133951,False
2565,24755.849609375,-103.91162252293341,False
2566,24737.5390625,-103.62514389857557,False
2567,24737.5390625,-103.33294157569325,False
2568,24737.5390625,-103.06364770728716,False
2569,24737.5390625,-102.78289961164296,False
2570,24737.5390625,-102.50215151599876,False
2571,24737.5390625,-102.22140342035455,False
2572,24737.5390625,-101.95210955194845,False
2573,24737.5390625,-101.66563092759061,False
2574,24737.5390625,-101.39061336066005,False
2575,24737.5390625,-101.1041347363022,False
2576,24737.5390625,-100.81192558323072,False
2577,24737.5390625,-100.53117748758652,False
2578,24737.466796875,-100.26188361918042,True
2579,24737.5390625,-99.9639439373953,False
2580,24737.5390625,-99.6602805570857,False
2581,24755.849609375,-99.36234087530057,False
2582,24755.849609375,-99.07013172222909,False
2583,24755.849609375,-98.77219204044397,False
2584,24755.849609375,-98.48571341608611,False
2585,24755.775390625,-98.21068901896639,True
2586,24755.849609375,-97.88411035399139,False
2587,24755.849609375,-97.61481648558531,False
2588,24755.849609375,-97.31115310527571,False
2589,24755.849609375,-97.01321342349058,False
2590,24755.849609375,-96.73246532784637,False
2591,24765.005859375,-96.43452564606125,False
2592,24765.005859375,-96.15377755041705,False
2593,24765.005859375,-95.85010733991828,False
2594,24765.1640625,-95.52350818437579,True
2595,24765.005859375,-95.29434167734351,False
2596,24765.005859375,-95.00213252427203,False
2597,24765.005859375,-94.71565389991419,False
2598,24765.005859375,-94.44063633298362,False
2599,24765.005859375,-94.13123559377121,False
2600,24765.005859375,-93.84475696941337,False
2601,24765.005859375,-93.5410867589146,False
2602,24765.005859375,-93.26033866327039,False
2603,24765.005859375,-92.96239898148526,False
2604,24765.005859375,-92.67019665860295,False
2605,24765.005859375,-92.3837180342451,False
2606,24764.96875,-92.10295627822256,True
2607,24765.005859375,-92.27485164906427,False
2608,24765.005859375,-91.99410355342008,False
2609,24765.005859375,-91.70189440034858,False
2610,24765.005859375,-91.42114630470438,False
2611,24765.005859375,-91.13466768034654,False
2612,24765.005859375,-90.85391958470233,False
2613,24774.16015625,-90.56171043163084,False
2614,24774.16015625,-90.28096233598664,False
2615,24774.16015625,-89.9944837116288,False
2616,24774.197265625,-89.70226772836814,True
2617,24774.16015625,-89.4215264629131,False
2618,24765.005859375,-89.15223259450701,False
2619,24765.005859375,-88.86002344143553,False
2620,24774.310546875,-88.54522002258965,True
2621,24774.16015625,-88.30425777886076,False
2622,24774.16015625,-88.01204862578928,False
2623,24774.16015625,-87.74275475738318,False
2624,24774.16015625,-87.47346771916627,False
2625,24774.16015625,-87.18125856609477,False
2626,24774.16015625,-86.92342575511596,False
2627,24774.16015625,-86.63121660204447,False
2628,24774.38671875,-86.30462427669114,True
2629,24774.16015625,-86.08118146818335,False
2630,24774.16015625,-85.80042654234998,False
2631,24774.16015625,-85.53113950413305,False
2632,24774.08984375,-85.27331352334342,True
2633,24773.8828125,-85.02694176979189,True
2634,24774.16015625,-84.6831646884868,False
2635,24774.16015625,-84.4138708200807,False
2636,24774.16015625,-84.14458378186379,False
2637,24783.31640625,-83.8523746287923,False
2638,24801.779296875,-83.53758487032475,True
2639,24774.16015625,-83.302332664742,False
2640,24783.31640625,-83.01012351167051,False
2641,24783.31640625,-82.73510594473996,False
2642,24783.31640625,-82.43143573424119,False
2643,24783.31640625,-82.15068763859698,False
2644,24783.31640625,-81.89285482761817,False
2645,24783.31640625,-81.61210673197397,False
2646,24783.31640625,-81.33135863632977,False
2647,24783.31640625,-81.04488001197191,False
2648,24783.31640625,-80.76413191632771,False
2649,24783.31640625,-80.47192276325623,False
2650,24783.31640625,-80.19117466761203,False
2651,24783.31640625,-79.91042657196782,False
2652,24783.31640625,-79.6124868901827,False
2653,24783.31640625,-79.32027773711121,False
2654,24783.31640625,-79.05098386870512,False
2655,24783.31640625,-78.75305101710916,False
2656,24783.31640625,-78.47230292146496,False
2657,24783.31640625,-78.19154799563158,False
2658,24783.31640625,-77.90506937127374,False
2659,24783.353515625,-77.61286021820226,True
2660,24783.31640625,-77.35503423741261,False
2661,24786.599609375,-76.54151772612907,True
2662,24774.16015625,-76.78207698869691,False
2663,24783.31640625,-76.49559836433907,False
2664,24783.31640625,-76.20338921126759,False
2665,24783.31640625,-75.91118005819611,False
2666,24774.16015625,-76.09452282608676,False
2667,24783.31640625,-75.80231367301528,False
2668,24783.31640625,-75.50438082141932,False
2669,24774.16015625,-75.23508695301322,False
2670,24774.16015625,-74.95433885736902,False
2671,24774.16015625,-74.67359076172481,False
2672,24774.16015625,-74.39284266608061,False
2673,24774.16015625,-74.09490298429549,False
2674,24774.16015625,-73.79123277379672,False
2675,24783.31640625,-73.4932930920116,False
2676,24774.16015625,-73.19536024041564,False
2677,24774.16015625,-72.89169002991687,False
2678,24774.16015625,-72.60521140555902,False
2679,24783.31640625,-72.29008696782215,False
2680,24783.31640625,-72.0036083434643,False
2681,24783.31640625,-71.69420760425189,False
2682,24792.470703125,-71.3905442239423,False
2683,24783.31640625,-71.13271141296349,False
2684,24783.31640625,-70.82331067375108,False
2685,24783.31640625,-70.51391676472784,False
2686,24783.31640625,-70.2045228557046,True
2687,24792.470703125,-69.89512211649219,False
2688,24792.470703125,-69.58572137727978,False
2689,24792.470703125,-69.27059693954291,False
2690,24792.470703125,-68.97265725775779,False
2691,24801.626953125,-68.69190916211357,False
2692,24819.830078125,-68.42863269036627,True
2693,24801.626953125,-68.07311451387794,False
2694,24801.626953125,-67.7751748320928,False
2695,24801.626953125,-67.46005039435593,False
2696,24801.626953125,-67.15065648533269,False
2697,24810.78125,-66.85271680354757,False
2698,24810.78125,-66.54331606433516,False
2699,24810.78125,-66.23392215531192,False
2700,24810.78125,-65.93025194481315,False
2701,24810.78125,-65.64377332045531,False
2702,24810.78125,-65.33437941143207,False
2703,24810.78125,-65.0307092009333,False
2704,24810.78125,-64.73276951914818,False
2705,24810.7421875,-64.44055353588752,True
2706,24810.78125,-64.14262751448074,False
2707,24810.78125,-63.83322677526833,False
2708,24819.9375,-63.5352870934832,False
2709,24819.9375,-63.231623713173605,False
2710,24819.9375,-62.93368403138848,False
2711,24819.9375,-62.64147487831699,False
2712,24810.78125,-62.35499625395915,False
2713,24819.9375,-62.06278710088766,False
2714,24819.9375,-61.76484741910254,False
2715,24810.78125,-61.48409932345833,False
2716,24819.9375,-61.18043594314874,False
2717,24810.78125,-60.882496261363606,False
2718,24810.78125,-60.590287108292124,False
2719,24810.78125,-60.31526954136156,False
2720,24810.78125,-60.01159933086279,False
2721,24810.78125,-59.725120706504946,False
2722,24810.78125,-59.42145049600618,False
2723,24819.9375,-59.13497187164834,False
2724,24810.78125,-58.83130849133874,False
2725,24783.431640625,-58.50976367578205,True
2726,24810.78125,-58.73390316358519,False
2727,24810.78125,-58.4416940105137,False
2728,24810.78125,-58.15521538615586,False
2729,24810.78125,-57.87446729051165,False
2730,24810.744140625,-57.59944289339192,True
2731,24810.78125,-57.301510041795964,False
2732,24810.78125,-57.01503141743812,False
2733,24810.78125,-56.73427990669933,False
2734,24810.78125,-56.45353181105513,False
2735,24810.78125,-56.15559212927,False
2736,24810.78125,-55.8633863912931,False
2737,24810.78125,-55.59409593798159,False
2738,24810.78125,-55.3018867849101,False
2739,24810.78125,-55.01540816055226,False
2740,24810.78125,-54.72319900748077,False
2741,24810.78125,-54.45390855416927,False
2742,24810.78125,-54.161699401097785,False
2743,24810.78125,-53.89240894778627,False
2744,24810.78125,-53.60020320980937,False
2745,24810.78125,-53.31372117035694,False
2746,24810.78125,-53.01005437495276,False
2747,24810.78125,-52.7350368080222,False
2748,24810.603515625,-52.4886582242815,True
2749,24819.9375,-52.11051163107291,False
2750,24819.9375,-51.80111430695509,False
2751,24819.9375,-51.520366211310886,False
2752,24819.9375,-51.23388758695304,False
2753,24819.9375,-50.95313607621425,False
2754,24819.9375,-50.65519980952371,False
2755,24819.9375,-50.38017882749856,False
2756,24819.9375,-50.105157845473414,False
2757,24819.9375,-49.83014027854285,False
2758,24819.9375,-49.54366165418501,False
2759,24819.9375,-49.25145250111352,False
2760,24810.78125,-48.96497387675568,False
2761,24810.78125,-48.695683423444166,False
2762,24810.78125,-48.41493532779997,False
2763,24819.9375,-48.13418381706118,False
2764,24810.78125,-47.830517021656995,False
2765,24810.78125,-47.55549603963184,False
2766,24819.9375,-47.27474794398764,False
2767,24810.78125,-47.00545749067613,False
2768,24810.78125,-46.71324833760465,False
2769,24820.087890625,-46.39843808856959,True
2770,24810.78125,-46.17466743098163,False
2771,24810.78125,-45.89391933533743,False
2772,24809.140625,-45.870976729915355,True
2773,24810.78125,-45.34388078638172,False
2774,24810.78125,-45.040210575882945,False
2775,24810.78125,-44.753731951525104,False
2776,24810.78125,-44.45006515612092,False
2777,24810.78125,-44.175047589190356,False
2778,24810.78125,-43.882838436118874,False
2779,24810.78125,-43.602086925380085,False
2780,24810.78125,-43.304150658689544,False
2781,24810.78125,-43.00048386328536,False
2782,24810.78125,-42.71400523892751,False
2783,24810.78125,-42.404607914809695,False
2784,24810.78125,-42.10093770431093,False
2785,24810.78125,-41.81445907995308,False
2786,24819.9375,-41.97488656317834,False
2787,24810.78125,-41.68268082520144,False
2788,24819.9375,-41.390471672129955,False
2789,24819.9375,-41.11545069010481,False
2790,24819.9375,-40.82324153703332,False
2791,24819.9375,-40.53103579905642,False
2792,24819.9375,-40.24455717469858,False
2793,24819.9375,-39.95234802162709,False
2794,24819.9375,-39.660138868555606,False
2795,24819.9375,-39.37366024419776,False
2796,24819.9375,-39.081451091126276,False
2797,24819.9375,-38.80070299548207,False
2798,24819.9375,-38.51422437112423,False
2799,24819.9375,-38.210554160625456,False
2800,24819.9375,-37.924075536267615,False
2801,24819.9375,-37.62040874086343,False
2802,24819.9375,-37.345387758838285,False
2803,24819.9375,-37.06463966319408,False
2804,24819.9375,-36.7724305101226,False
2805,24819.9375,-36.49168241447839,False
2806,24819.9375,-36.20520379012054,False
2807,24819.9375,-35.91299463704906,False
2808,24819.9375,-35.62078548397757,False
2809,24819.9375,-35.32856950071692,True
2810,24819.9375,-35.065016406308224,False
2811,24819.9375,-34.772807253236735,False
2812,24819.9375,-34.49205915759253,False
2813,24819.9375,-34.19412289090199,False
2814,24819.9375,-33.9133713801632,False
2815,24819.9375,-33.61543511347266,False
2816,24819.9375,-33.34041413144751,False
2817,24819.9375,-33.05393550708967,False
2818,24819.9375,-32.784645053778156,False
2819,24819.9375,-32.48097825837398,False
2820,24819.9375,-32.19449963401613,False
2821,24819.9375,-31.925209180704623,False
2822,24819.9375,-31.650188198679476,False
2823,24819.9375,-31.37516721665433,False
2824,24819.9375,-31.100149649723765,False
2825,24819.9375,-30.825128667698618,False
2826,24819.9375,-30.550111100768053,False
2827,24819.9375,-30.263629061315623,False
2828,24819.9375,-30.000069136717755,False
2829,24819.9375,-29.725051569787194,False
2830,24829.091796875,-29.444300059048402,False
2831,24829.091796875,-29.152094321071502,False
2832,24820.013671875,-28.84810650677633,True
2833,24819.9375,-28.602052357021204,False
2834,24819.9375,-28.34422296113698,False
2835,24827.3828125,-28.37886909570187,True
2836,24829.091796875,-27.794182704633975,False
2837,24819.9375,-27.50197355156249,False
2838,24819.9375,-27.232684805798275,False
2839,24819.9375,-26.951935002606778,False
2840,24819.9375,-26.68264454929527,False
2841,24819.9375,-26.401894746103775,False
2842,24819.9375,-26.12114665045957,False
2843,24819.9375,-25.84039343217349,True
2844,24819.9375,-25.56537757279022,False
2845,24819.9375,-25.301815940645056,False
2846,24819.9375,-25.485162123630296,False
2847,24819.9375,-25.20441402798609,False
2848,24810.78125,-24.94085239584093,False
2849,24819.9375,-24.66010430019673,False
2850,24819.9375,-24.39081384688522,False
2851,24819.9375,-24.110064043693722,False
2852,24819.9375,-23.835044769215866,False
2853,24819.9375,-23.55429496602437,False
2854,24810.78125,-23.285004512712863,False
2855,24819.9375,-22.99279706718867,False
2856,24810.78125,-22.723506613877163,False
2857,24810.78125,-22.442756810685665,False
2858,24810.78125,-22.173466357374156,False
2859,24810.78125,-21.89271655418266,False
2860,24810.78125,-21.611968458538456,False
2861,24810.78125,-21.342678005226947,False
2862,24810.78125,-21.061928202035453,False
2863,24810.78125,-20.792637748723944,False
2864,24801.626953125,-20.52334900295973,False
2865,24801.626953125,-20.25405854964822,False
2866,24801.626953125,-19.984768096336715,False
2867,24801.626953125,-19.71547252038333,True
2868,24801.626953125,-19.42326848995372,False
2869,24801.626953125,-19.142520394309518,False
2870,24801.626953125,-18.87322994099801,False
2871,24801.626953125,-18.59248013780651,False
2872,24801.626953125,-18.2716234638087,False
2873,24801.626953125,-17.973685489570865,False
2874,24801.626953125,-17.681478044046674,False
2875,24801.626953125,-17.400728240855177,False
2876,24810.78125,-17.102790266617344,False
2877,24810.78125,-16.810581113545858,False
2878,24810.78125,-16.535561839068002,False
2879,24801.626953125,-16.260542564590146,False
2880,24810.78125,-15.98552329011229,False
2881,24838.2421875,-15.711105072281395,True
2882,24810.78125,-15.383916812922982,False
2883,24810.78125,-15.0802500175188,False
2884,24810.78125,-14.782310335733674,False
2885,24810.78125,-14.490102890209482,False
2886,24810.78125,-14.180705566091659,False
2887,24810.90234375,-13.854111533191036,True
2888,24810.78125,-13.590559292555985,False
2889,24819.9375,-13.292620464544505,False
2890,24819.9375,-13.000412165246667,False
2891,24819.9375,-12.71393354088882,False
2892,24819.9375,-12.421725241590982,False
2893,24819.9375,-12.13524576345949,False
2894,24819.9375,-11.831578114281664,False
2895,24819.9375,-11.550829164863812,False
2896,24819.9375,-11.264350540505967,False
2897,24819.9375,-10.960682891328139,False
2898,24819.9375,-10.674203413196649,False
2899,24819.9375,-10.393454463778799,False
2900,24819.9375,-10.101246164480958,False
2901,24819.9375,-9.814766686349468,False
2902,24819.9375,-9.522558387051628,False
2903,24819.9375,-9.224620412813795,False
2904,24819.9375,-8.920952763635967,False
2905,24819.9375,-8.65166231032446,False
2906,24819.9375,-8.800632151217021,False
2907,24819.9375,-8.52561202296552,False
2908,24819.9375,-8.221944373787691,False
2909,24819.9375,-7.941195424369841,False
2910,24819.9375,-7.643256596358361,False
2911,24819.9375,-7.351048297060522,False
2912,24819.9375,-7.053110322822689,False
2913,24819.9375,-6.760902023524849,False
2914,24829.091796875,-6.474422972280181,False
2915,24829.091796875,-6.193673595975508,False
2916,24819.90234375,-5.9183358639276,True
2917,24829.091796875,-5.6035273224398345,False
2918,24829.091796875,-5.311318596255172,False
2919,24827.1171875,-5.317016681570255,True
2920,24829.091796875,-4.75554951858582,False
2921,24829.091796875,-4.47480056916797,False
2922,24829.091796875,-4.194051192863296,False
2923,24829.091796875,-3.9018424666786333,False
2924,24829.091796875,-3.6153638423207886,False
2925,24829.091796875,-3.334614466016115,False
2926,24829.091796875,-3.0424059532748644,False
2927,24829.091796875,-2.7501974405336136,False
2928,24829.091796875,-2.4637186027323574,False
2929,24838.248046875,-2.171510089991106,False
2930,24838.248046875,-1.8907607136864328,False
2931,24838.248046875,-1.6214705805400424,False
2932,24829.091796875,-1.3349916360170804,False
2933,24829.091796875,-1.0542423664341127,False
2934,24838.248046875,-0.7505747172562844,False
2935,24838.248046875,-0.4812845307490412,False
2936,24838.248046875,-0.1833464898101414,False
2937,24838.248046875,0.08594367001667542,False
