chicagolocaltime,TimeTag,IDCode,ConfigCount,State,Frequency,DFrequency,Magnitude01,Angle01,Magnitude02,Angle02,Magnitude03,Angle03,Magnitude04,Angle04,Magnitude05,Angle05,Magnitude06,Angle06,Magnitude07,Angle07,Magnitude08,Angle08,Magnitude09,Angle09,Magnitude10,Angle10,Magnitude11,Angle11,Magnitude12,Angle12,Magnitude13,Angle13,Magnitude14,Angle14,Magnitude15,Angle15,Magnitude16,Angle16,Magnitude17,Angle17,Magnitude18,Angle18,Magnitude19,Angle19,Magnitude20,Angle20,Magnitude21,Angle21,Magnitude22,Angle22,Magnitude23,Angle23,Magnitude24,Angle24,DIModule
2014-01-28 18:00:41.567000000,2014-01-28 23:00:41.567000000,1,22,4096,60.037999999999997,-0.001,48147.56493,-114.81501256626568,48239.117630000001,125.30586979511105,48321.515060000005,5.0477581751025529,12826.533270000002,-175.01568810066127,12762.446380000001,65.179678774082447,12826.533270000002,-54.734658168847545,12808.222730000001,-174.78077540465765,12771.601650000001,65.45469851574525,12762.446380000001,-54.494015894892598,244683.74602000002,-144.41401226272401,244647.12494000001,95.729788410457957,245168.97533000002,-24.253303467887747,376.27872000000002,179.20973916101889,373.53216000000003,60.229323424152142,380.39856000000003,-60.464236120155775,360.25712000000004,-174.82088245031679,252.22576000000001,66.52612959263989,287.47328000000005,-52.162077668710147,184.93504000000001,168.65012699675782,162.96256000000002,36.417197458515126,160.21600000000001,-83.273685944313854,0,0,0,0,0,0,0
2014-01-28 18:00:41.583000000,2014-01-28 23:00:41.583000000,1,22,4096,60.039999999999999,0.002,48138.409660000005,-114.32226886245317,48248.272900000004,125.79861349892356,48330.670330000001,5.5290427230124441,12826.533270000002,-174.54013313070269,12762.446380000001,65.655233744041041,12826.533270000002,-54.241914465035038,12808.222730000001,-174.30522043469904,12771.601650000001,65.947442219557757,12762.446380000001,-54.001272191080091,244692.90129000001,-143.94418687071672,244656.28021000003,96.21680253631915,245242.21749000001,-23.772018919977857,375.36320000000001,179.46757016882776,372.61664000000002,60.618934724841104,380.39856000000003,-60.172027644639059,360.25712000000004,-174.33386832445558,253.59904000000003,67.058980342111553,288.84656000000001,-51.715170588508109,180.8152,167.0286564365376,154.26512000000002,36.096341093241868,160.21600000000001,-82.815319708209188,0,0,0,0,0,0,0
2014-01-28 18:00:41.600000000,2014-01-28 23:00:41.600000000,1,22,4096,60.037999999999997,-3.0000000000000001E-3,48147.56493,-113.61180119649094,48248.272900000004,126.49762200898316,48330.670330000001,6.239510388974665,12826.533270000002,-173.83539504269177,12762.446380000001,66.365701410003254,12826.533270000002,-53.542905954975431,12808.222730000001,-173.58329361283421,12780.756920000002,66.669369041422598,12762.446380000001,-53.302263681020484,244720.36710000003,-143.22226004885189,244702.05656000003,96.927270202281363,245242.21749000001,-23.061551254015637,375.82096000000001,-179.58216172785393,373.53216000000003,61.375239014413786,379.94080000000002,-59.352697997601979,359.34160000000003,-173.68069643800646,253.14128000000002,67.694963494706769,287.47328000000005,-51.004702922545889,177.61088000000001,167.19481419712554,152.89184,37.677704607802937,160.21600000000001,-81.973071749366881,0,0,0,0,0,0,0
2014-01-28 18:00:41.617000000,2014-01-28 23:00:41.617000000,1,22,4096,60.039999999999999,0.002,48147.56493,-112.91279268643135,48248.272900000004,127.20808967494538,48330.670330000001,6.9385188990342694,12826.533270000002,-173.13065695468086,12762.446380000001,67.064709920062867,12826.533270000002,-52.832438289013211,12817.378000000001,-172.87282594687198,12771.601650000001,67.368377551482197,12762.446380000001,-52.591796015058264,244711.21183000001,-142.52325153879229,244683.74602000002,97.626278712340977,245260.52803000002,-22.36254274395603,376.73648000000003,-179.00347435477181,373.98992000000004,62.148732037840396,381.77184000000005,-58.625041597785838,358.88384000000002,-172.97022877204424,253.59904000000003,68.445538206328152,288.84656000000001,-50.305694412486282,177.15312,167.84798608357468,152.43408000000002,38.164718733664138,159.75824,-81.365736486528206,0,0,0,0,0,0,0
2014-01-28 18:00:41.633000000,2014-01-28 23:00:41.633000000,1,22,4096,60.039000000000001,0.001,48156.720200000003,-112.23097291022566,48257.428170000007,127.87845029524844,48330.670330000001,7.6260682531912574,12826.533270000002,-172.43164844462126,12762.446380000001,67.757988852171152,12835.688540000001,-52.150618512807533,12808.222730000001,-172.18527659271501,12780.756920000002,68.055926905639183,12762.446380000001,-51.915705816803893,244729.52237000002,-141.83570218463529,244729.52237000002,98.319557644449276,245233.06222000002,-21.680722967750352,376.27872000000002,-178.07528272665988,373.98992000000004,62.927954639218321,380.85632000000004,-57.805711950748758,358.88384000000002,-172.27122026198464,253.14128000000002,69.115898826631209,287.47328000000005,-49.635333792183218,176.23760000000001,168.54699459363428,152.43408000000002,38.726217372892343,159.75824,-80.60370261900421,0,0,0,0,0,0,0
2014-01-28 18:00:41.650000000,2014-01-28 23:00:41.650000000,1,22,4096,60.042000000000002,4.0000000000000001E-3,48147.56493,-111.51477566631213,48257.428170000007,128.6061066950646,48330.670330000001,8.3250767632508627,12826.533270000002,-171.73263993456166,12762.446380000001,68.46845651813338,12835.688540000001,-51.434421268894006,12808.222730000001,-171.4919976606067,12771.601650000001,68.76639457160141,12762.446380000001,-51.193778994939059,244711.21183000001,-141.13096409662438,244692.90129000001,99.030025310411489,245269.68330000003,-20.970255301788132,374.90544000000006,-177.55389113309081,372.61664000000002,63.546749057959609,379.94080000000002,-57.255672467423167,358.42608000000001,-171.57221175192501,252.68352000000002,69.855014382349978,287.93104,-48.97070274983146,178.98416,170.10543979639013,151.97632000000002,39.459603350659798,159.75824,-79.813020861723686,0,0,0,0,0,0,0
2014-01-28 18:00:41.667000000,2014-01-28 23:00:41.667000000,1,22,4096,60.021999999999998,-0.019,48156.720200000003,-111.31424043801634,48257.428170000007,128.80664192336039,48330.670330000001,8.5370711474492662,12826.533270000002,-171.53210470626587,12762.446380000001,68.674721324380471,12835.688540000001,-51.233886040598215,12808.222730000001,-171.27427369845699,12780.756920000002,68.978388955799815,12771.601650000001,-50.993243766643268,244720.36710000003,-140.92469929037728,244729.52237000002,99.236290116658594,245278.83857000002,-20.763990495541034,374.90544000000006,-177.32470801503848,372.61664000000002,63.718636396498852,379.48304000000002,-57.12389217454308,358.88384000000002,-171.35448778977531,252.68352000000002,70.055549610645755,287.93104,-48.701412586119979,176.23760000000001,169.59550735872369,151.97632000000002,40.215907640232487,159.30048000000002,-79.371843359472948,0,0,0,0,0,0,0
2014-01-28 18:00:41.683000000,2014-01-28 23:00:41.683000000,1,22,4096,60.042000000000002,9.0000000000000011E-3,48147.56493,-110.62096150590804,48257.428170000007,129.49992085546867,48330.670330000001,9.224620501606255,12826.533270000002,-170.83309619620627,12762.446380000001,69.36800025648877,12826.533270000002,-50.534877530538608,12817.378000000001,-170.61537223405654,12771.601650000001,69.648749576102873,12762.446380000001,-50.294235256583669,244702.05656000003,-140.23142035826899,244683.74602000002,99.929569048766879,245260.52803000002,-20.070711563432738,375.36320000000001,-176.57413330341711,373.07440000000003,64.555154777389859,380.39856000000003,-56.264455481846845,358.88384000000002,-170.71277505922879,253.14128000000002,70.708721497094899,287.47328000000005,-48.094077323281304,185.85056,173.55464572307767,161.13152000000002,40.439361180333506,158.84272000000001,-78.632727803754179,0,0,0,0,0,0,0
2014-01-28 18:00:41.700000000,2014-01-28 23:00:41.700000000,1,22,4096,60.039000000000001,0,48156.720200000003,-109.92195299584844,48257.428170000007,130.19892936552827,48330.670330000001,9.9293585896171663,12826.533270000002,-170.13408768614667,12762.446380000001,70.067008766548369,12835.688540000001,-49.841598598430316,12808.222730000001,-169.88198625628908,12780.756920000002,70.364946820016399,12771.601650000001,-49.600956324475369,244720.36710000003,-139.52095269230676,244747.83291000003,100.62857755882649,245269.68330000003,-19.371703053373135,377.19424000000004,-175.70323745481826,375.36320000000001,65.328647800816469,381.77184000000005,-55.502421614322849,358.88384000000002,-169.97365950351002,253.14128000000002,71.43637789691104,288.3888,-47.36069134551385,178.52640000000002,171.40605399133707,152.43408000000002,41.315986606883662,159.30048000000002,-78.082688320428588,0,0,0,0,0,0,0
2014-01-28 18:00:41.717000000,2014-01-28 23:00:41.717000000,1,22,4096,60.037999999999997,0.001,48147.56493,-109.23440364169146,48257.428170000007,130.88647871968527,48330.670330000001,10.616907943774155,12826.533270000002,-169.44080875403836,12762.446380000001,70.754558120705369,12835.688540000001,-49.14259008837071,12817.378000000001,-169.19443690213211,12771.601650000001,71.058225752124699,12762.446380000001,-48.901947814415763,244711.21183000001,-138.84486249405239,244692.90129000001,101.31612691298348,245260.52803000002,-18.672694543313529,377.19424000000004,-174.99276978885604,374.44768000000005,66.027656310876068,381.77184000000005,-54.69455112318839,358.88384000000002,-169.30329888320696,252.68352000000002,72.089549783360184,287.93104,-46.512713808720235,177.15312,171.45762019289887,152.43408000000002,41.780082420939635,159.75824,-77.704536175642247,0,0,0,0,0,0,0
2014-01-28 18:00:41.733000000,2014-01-28 23:00:41.733000000,1,22,4096,60.039000000000001,-0.001,48156.720200000003,-108.52393597572923,48257.428170000007,131.58548722974487,48330.670330000001,11.31591645383376,12826.533270000002,-168.74180024397876,12762.446380000001,71.465025786667582,12835.688540000001,-48.443581578311104,12808.222730000001,-168.49542839207251,12780.756920000002,71.757234262184298,12771.601650000001,-48.214398460258778,244720.36710000003,-138.13439482809017,244729.52237000002,102.01513542304308,245260.52803000002,-17.98514518915654,377.19424000000004,-174.39116410396866,374.90544000000006,66.646450729617357,381.77184000000005,-54.150241217814106,358.42608000000001,-168.57564248339082,253.14128000000002,72.828665339078938,287.93104,-45.962674325394644,177.15312,172.38008224305949,152.89184,42.696814893148947,160.21600000000001,-77.011257243533947,0,0,0,0,0,0,0
2014-01-28 18:00:41.750000000,2014-01-28 23:00:41.750000000,1,22,4096,60.039000000000001,0.001,48147.56493,-108.07129931757588,48248.272900000004,132.04958304380082,48330.670330000001,11.780012267889726,12826.533270000002,-168.28343400787409,12762.446380000001,71.917662444820934,12835.688540000001,-47.985215342206445,12808.222730000001,-168.03133257801653,12771.601650000001,72.215600498288964,12762.446380000001,-47.750302646202812,244711.21183000001,-137.68175816993684,244702.05656000003,102.47923123709904,245260.52803000002,-17.521049375100574,376.73648000000003,-174.02447111508494,373.98992000000004,67.058980342111553,381.31408000000005,-53.720522871465988,358.42608000000001,-168.1344649811401,254.05680000000001,73.235465373621835,287.47328000000005,-45.544415134949141,177.61088000000001,172.66656114062491,152.89184,42.874431809639503,160.67376000000002,-76.661752988504148,0,0,0,0,0,0,0
2014-01-28 18:00:41.767000000,2014-01-28 23:00:41.767000000,1,22,4096,60.039000000000001,0,48147.56493,-107.36083165161367,48257.428170000007,132.74859155386045,48321.515060000005,12.467561622046714,12826.533270000002,-167.59015507576581,12762.446380000001,72.616670954880533,12835.688540000001,-47.280477254195532,12808.222730000001,-167.34378322385956,12771.601650000001,72.914609008348563,12771.601650000001,-47.051294136143206,244665.43548000001,-136.98274965987721,244720.36710000003,103.18969890306127,245260.52803000002,-16.822040865040972,376.73648000000003,-173.27389640346357,374.44768000000005,67.809555053732936,381.31408000000005,-53.021514361406382,358.42608000000001,-167.44118604903178,254.51456000000002,73.905825993924893,287.93104,-44.782381267425144,176.69536000000002,173.41713585224628,153.34960000000001,43.99742908809592,160.67376000000002,-75.99139236820109,0,0,0,0,0,0,0
2014-01-28 18:00:41.783000000,2014-01-28 23:00:41.783000000,1,22,4096,60.036999999999999,-0.001,48147.56493,-106.68474145335929,48248.272900000004,133.43614090801742,48330.670330000001,13.155110976203702,12826.533270000002,-166.89114656570621,12762.446380000001,73.298490731086218,12826.533270000002,-46.592927900038546,12808.222730000001,-166.64477471379993,12771.601650000001,73.596428784554249,12762.446380000001,-46.36374478198622,244683.74602000002,-136.29520030572024,244683.74602000002,103.86578910131564,245242.21749000001,-16.134491510883983,376.73648000000003,-172.56342873750134,373.98992000000004,68.520022719695149,381.31408000000005,-52.213643870271923,358.88384000000002,-166.74217753897219,254.97232000000002,74.679319017351503,287.93104,-44.031806555803769,177.61088000000001,174.04738942689019,153.80736000000002,44.558927727324125,161.13152000000002,-75.492919086437269,0,0,0,0,0,0,0
2014-01-28 18:00:41.800000000,2014-01-28 23:00:41.800000000,1,22,4096,60.039999999999999,0.001,48147.56493,-105.98573294329968,48257.428170000007,134.12941984012573,48321.515060000005,13.848389908311997,12826.533270000002,-166.20359721154921,12762.446380000001,74.008958397048445,12835.688540000001,-45.905378545881561,12808.222730000001,-165.97441409349688,12771.601650000001,74.289707716662548,12771.601650000001,-45.664736271926614,244665.43548000001,-135.59046221770933,244720.36710000003,104.56479761137524,245278.83857000002,-15.441212578775687,378.10976000000005,-171.69253288890249,376.27872000000002,69.459673503709709,384.06064000000003,-51.474528314553162,358.42608000000001,-166.05462818481519,253.59904000000003,75.315302169946719,287.01552000000004,-43.372905091403318,182.64624000000001,177.72004889367875,164.33584000000002,45.71630247348839,161.58928,-75.034552850332616,0,0,0,0,0,0,0
2014-01-28 18:00:41.817000000,2014-01-28 23:00:41.817000000,1,22,4096,60.036999999999999,0,48138.409660000005,-105.30391316709401,48248.272900000004,134.81696919428271,48330.670330000001,14.535939262468986,12826.533270000002,-165.52177743534352,12762.446380000001,74.679319017351503,12826.533270000002,-45.212099613773262,12808.222730000001,-165.26394642753465,12771.601650000001,74.977257070819533,12762.446380000001,-44.971457339818315,244665.43548000001,-134.91437201945496,244665.43548000001,105.24661738758093,245251.37276000003,-14.753663224618698,376.73648000000003,-171.13103424967429,374.44768000000005,70.038360876791842,382.2296,-50.821356428104025,358.42608000000001,-165.37280840860953,253.59904000000003,76.03722899181156,288.3888,-42.702544471100261,175.77984000000001,175.5886458957921,153.80736000000002,45.968403903345951,160.67376000000002,-74.255330248954692,0,0,0,0,0,0,0
2014-01-28 18:00:41.833000000,2014-01-28 23:00:41.833000000,1,22,4096,60.039000000000001,0,48138.409660000005,-104.84554693098934,48257.428170000007,135.27533543038737,48330.670330000001,14.994305498573645,12826.533270000002,-165.06341119923889,12762.446380000001,75.149144409358783,12835.688540000001,-44.753733377668603,12808.222730000001,-164.8113097693813,12771.601650000001,75.447082462826813,12762.446380000001,-44.513091103713656,244665.43548000001,-134.45027620539898,244692.90129000001,105.71644277958819,245269.68330000003,-14.295296988514041,377.19424000000004,-170.68412716947225,375.36320000000001,70.508186268799108,382.68736000000001,-50.431745127415063,357.96832000000001,-164.92017175045618,253.59904000000003,76.507054383818826,287.93104,-42.232719079092981,177.15312,176.01836424214022,153.34960000000001,46.759085660626489,160.67376000000002,-73.682372453823874,0,0,0,0,0,0,0
2014-01-28 18:00:41.850000000,2014-01-28 23:00:41.850000000,1,22,4096,60.036000000000001,-3.0000000000000001E-3,48138.409660000005,-104.16372715478367,48239.117630000001,135.94569605069043,48321.515060000005,15.687584430681941,12826.533270000002,-164.37013226713057,12762.446380000001,75.81950502966184,12826.533270000002,-44.083372757365538,12808.222730000001,-164.12376041522433,12771.601650000001,76.117443083129871,12762.446380000001,-43.842730483410598,244656.28021000003,-133.77418600714461,244647.12494000001,106.37534424398865,245187.28587000002,-13.613477212308361,376.27872000000002,-170.11116937434142,373.53216000000003,70.978011660806388,380.85632000000004,-49.772843663014619,358.88384000000002,-164.22116324039655,253.14128000000002,77.217522049781053,287.47328000000005,-41.545169724935995,175.77984000000001,176.71737275219982,154.26512000000002,47.148696961315444,160.21600000000001,-73.012011833520802,0,0,0,0,0,0,0
2014-01-28 18:00:41.867000000,2014-01-28 23:00:41.867000000,1,22,4096,60.040999999999997,0.002,48147.56493,-103.45325948882144,48266.583440000002,136.66762287255528,48330.670330000001,16.386592940741544,12826.533270000002,-163.67112375707097,12762.446380000001,76.535702273575367,12835.688540000001,-43.361445935500704,12817.378000000001,-163.42475190516473,12771.601650000001,76.839369904994712,12771.601650000001,-43.132262817448378,244702.05656000003,-133.06371834118238,244729.52237000002,107.1087302217561,245297.14911000003,-12.914468702248756,376.73648000000003,-169.28038057140174,374.90544000000006,71.808800463746081,381.77184000000005,-49.062375997052392,358.88384000000002,-163.51069557443435,252.68352000000002,77.905071403938038,287.93104,-40.955023195951249,174.86432000000002,177.36481506069765,152.89184,48.048240699670835,160.21600000000001,-72.072361049506256,0,0,0,0,0,0,0
2014-01-28 18:00:41.883000000,2014-01-28 23:00:41.883000000,1,22,4096,60.037999999999997,-0.001,48156.720200000003,-102.74279182285923,48257.428170000007,137.37809053851748,48339.825600000004,17.108519762606381,12826.533270000002,-162.95492651315743,12762.446380000001,77.246169939537594,12835.688540000001,-42.645248691587177,12817.378000000001,-162.70282508329987,12780.756920000002,77.549837570956925,12771.601650000001,-42.410335995583537,244756.98818000001,-132.35325067522018,244729.52237000002,107.81919788771832,245315.45965000003,-12.181082724481302,378.10976000000005,-168.62147910700128,375.36320000000001,72.524997707659608,383.14512000000002,-48.26023508386924,360.25712000000004,-162.75439128486164,253.14128000000002,78.626998225802879,287.47328000000005,-40.204448484329866,179.89968000000002,178.96909688706396,152.89184,48.386285798798021,160.21600000000001,-71.184276467053479,0,0,0,0,0,0,0
2014-01-28 18:00:41.900000000,2014-01-28 23:00:41.900000000,1,22,4096,60.040999999999997,-0.001,48165.875470000006,-102.00367626714046,48275.738710000005,138.10574693833362,48348.980870000007,17.824717006519911,12826.533270000002,-162.24445884719523,12762.446380000001,77.979555917305049,12835.688540000001,-41.923321869722336,12817.378000000001,-162.0152757291429,12780.756920000002,78.266034814870451,12771.601650000001,-41.69413875167001,244775.29872000002,-131.63132385335533,244811.91980000003,108.54685428753447,245397.85708000002,-11.470615058519082,376.27872000000002,-168.09435793548093,373.98992000000004,72.994823099666888,380.85632000000004,-47.790409691861967,359.79936000000004,-162.05538277480204,253.59904000000003,79.337465891765092,287.93104,-39.390848415244101,184.47728000000001,-177.76015593933792,163.42032,50.116618340093112,160.67376000000002,-70.622777827825274,0,0,0,0,0,0,0
2014-01-28 18:00:41.917000000,2014-01-28 23:00:41.917000000,1,22,4096,60.036999999999999,-0.001,48165.875470000006,-101.55103960898711,48266.583440000002,138.5698427523896,48348.980870000007,18.294542398527188,12826.533270000002,-161.77463345518794,12771.601650000001,78.426462997507087,12835.688540000001,-41.464955633617677,12817.378000000001,-161.54545033713561,12780.756920000002,78.70721231712119,12771.601650000001,-41.230042937614044,244802.76453000001,-131.16149846134806,244793.60926000003,108.99949094568781,245361.23600000003,-11.000789666511807,376.27872000000002,-167.68182832298675,373.07440000000003,73.447459757820226,380.85632000000004,-47.332043455757308,359.79936000000004,-161.60274611664869,254.05680000000001,79.755725082210603,287.47328000000005,-38.955400490944676,184.01952000000003,-177.71431931572744,164.33584000000002,50.019215514920873,160.67376000000002,-70.233166527136319,0,0,0,0,0,0,0
