index,sent_at
0,2023-06-14 13:27:40.849246
1,2023-06-14 13:27:40.866858
2,2023-06-14 13:27:40.884760
3,2023-06-14 13:27:40.902327
4,2023-06-14 13:27:40.920748
5,2023-06-14 13:27:40.938059
6,2023-06-14 13:27:40.955338
7,2023-06-14 13:27:40.973430
8,2023-06-14 13:27:40.990642
9,2023-06-14 13:27:41.008216
10,2023-06-14 13:27:41.026298
11,2023-06-14 13:27:41.043840
12,2023-06-14 13:27:41.061124
13,2023-06-14 13:27:41.078433
14,2023-06-14 13:27:41.096606
15,2023-06-14 13:27:41.114114
16,2023-06-14 13:27:41.131399
17,2023-06-14 13:27:41.149629
18,2023-06-14 13:27:41.166873
19,2023-06-14 13:27:41.184447
20,2023-06-14 13:27:41.201962
21,2023-06-14 13:27:41.219370
22,2023-06-14 13:27:41.239445
23,2023-06-14 13:27:41.257340
24,2023-06-14 13:27:41.274851
25,2023-06-14 13:27:41.292426
26,2023-06-14 13:27:41.309672
27,2023-06-14 13:27:41.326872
28,2023-06-14 13:27:41.344650
29,2023-06-14 13:27:41.362308
30,2023-06-14 13:27:41.381617
31,2023-06-14 13:27:41.399553
32,2023-06-14 13:27:41.417220
33,2023-06-14 13:27:41.434524
34,2023-06-14 13:27:41.451844
35,2023-06-14 13:27:41.469177
36,2023-06-14 13:27:41.486456
37,2023-06-14 13:27:41.503796
38,2023-06-14 13:27:41.521122
39,2023-06-14 13:27:41.539101
40,2023-06-14 13:27:41.556975
41,2023-06-14 13:27:41.574435
42,2023-06-14 13:27:41.592004
43,2023-06-14 13:27:41.610864
44,2023-06-14 13:27:41.628160
45,2023-06-14 13:27:41.645882
46,2023-06-14 13:27:41.663108
47,2023-06-14 13:27:41.680396
48,2023-06-14 13:27:41.697669
49,2023-06-14 13:27:41.715203
50,2023-06-14 13:27:41.732506
51,2023-06-14 13:27:41.751140
52,2023-06-14 13:27:41.768823
53,2023-06-14 13:27:41.786388
54,2023-06-14 13:27:41.803662
55,2023-06-14 13:27:41.823081
56,2023-06-14 13:27:41.840702
57,2023-06-14 13:27:41.858108
58,2023-06-14 13:27:41.875448
59,2023-06-14 13:27:41.895908
60,2023-06-14 13:27:41.913272
61,2023-06-14 13:27:41.930495
62,2023-06-14 13:27:41.947754
63,2023-06-14 13:27:41.968234
64,2023-06-14 13:27:41.985970
65,2023-06-14 13:27:42.003267
66,2023-06-14 13:27:42.020563
67,2023-06-14 13:27:42.040477
68,2023-06-14 13:27:42.058217
69,2023-06-14 13:27:42.075419
70,2023-06-14 13:27:42.093249
71,2023-06-14 13:27:42.111302
72,2023-06-14 13:27:42.128818
73,2023-06-14 13:27:42.146090
74,2023-06-14 13:27:42.167319
75,2023-06-14 13:27:42.185046
76,2023-06-14 13:27:42.202524
77,2023-06-14 13:27:42.220015
78,2023-06-14 13:27:42.237742
79,2023-06-14 13:27:42.258074
80,2023-06-14 13:27:42.276105
81,2023-06-14 13:27:42.293427
82,2023-06-14 13:27:42.312218
83,2023-06-14 13:27:42.329560
84,2023-06-14 13:27:42.346846
85,2023-06-14 13:27:42.364068
86,2023-06-14 13:27:42.381293
87,2023-06-14 13:27:42.399334
88,2023-06-14 13:27:42.417694
89,2023-06-14 13:27:42.435063
90,2023-06-14 13:27:42.452370
91,2023-06-14 13:27:42.471787
92,2023-06-14 13:27:42.489353
93,2023-06-14 13:27:42.507043
94,2023-06-14 13:27:42.525402
95,2023-06-14 13:27:42.543461
96,2023-06-14 13:27:42.560722
97,2023-06-14 13:27:42.578002
98,2023-06-14 13:27:42.595460
99,2023-06-14 13:27:42.612731
100,2023-06-14 13:27:42.631408
101,2023-06-14 13:27:42.648993
102,2023-06-14 13:27:42.666286
103,2023-06-14 13:27:42.683999
104,2023-06-14 13:27:42.703810
105,2023-06-14 13:27:42.721622
106,2023-06-14 13:27:42.738933
107,2023-06-14 13:27:42.756223
108,2023-06-14 13:27:42.775641
109,2023-06-14 13:27:42.793754
110,2023-06-14 13:27:42.811066
111,2023-06-14 13:27:42.828274
112,2023-06-14 13:27:42.845582
113,2023-06-14 13:27:42.863250
114,2023-06-14 13:27:42.880837
115,2023-06-14 13:27:42.898444
116,2023-06-14 13:27:42.916007
117,2023-06-14 13:27:42.934312
118,2023-06-14 13:27:42.951875
119,2023-06-14 13:27:42.969289
120,2023-06-14 13:27:42.987105
