index,magnitude,phase_angle,is_predicted,received_at
0,24801.626953125,-44.45006515612092,False,2023-06-09 10:05:24.697780
1,24801.626953125,-44.22088157361573,False,2023-06-09 10:05:24.716406
2,24801.626953125,-44.01461669087051,False,2023-06-09 10:05:24.800496
3,24792.470703125,-43.79116363707896,False,2023-06-09 10:05:24.892568
4,24801.626953125,-43.561980054573766,False,2023-06-09 10:05:24.912221
5,24801.626953125,-43.33279647206857,False,2023-06-09 10:05:24.937723
6,24801.626953125,-43.10361630465797,False,2023-06-09 10:05:24.965366
7,24801.626953125,-42.87443613724736,True,2023-06-09 10:05:26.012132
8,24801.626953125,-42.67389495302662,False,2023-06-09 10:05:25.010180
9,24801.626953125,-42.433253728188724,False,2023-06-09 10:05:25.034522
10,24801.626953125,-42.19261250335084,False,2023-06-09 10:05:25.054145
11,24801.626953125,-41.963428920845644,False,2023-06-09 10:05:25.073153
12,24810.78125,-41.73424533834045,False,2023-06-09 10:05:25.093045
13,24810.78125,-41.50506175583526,False,2023-06-09 10:05:25.116266
14,24801.626953125,-41.29306975947099,False,2023-06-09 10:05:25.231710
15,24801.626953125,-41.063886176965795,False,2023-06-09 10:05:25.258538
16,24801.626953125,-40.84043312317424,False,2023-06-09 10:05:25.279916
17,24801.59765625,-40.622707183001744,True,2023-06-09 10:05:26.015488
18,24801.51171875,-40.41070152625914,True,2023-06-09 10:05:26.015528
19,24801.626953125,-40.18153160413228,False,2023-06-09 10:05:25.350459
20,24808.12890625,-39.08741043117711,True,2023-06-09 10:05:26.015550
21,24831.91796875,-37.55968152895285,True,2023-06-09 10:05:26.015581
22,24801.626953125,-39.511169027663044,False,2023-06-09 10:05:25.404941
23,24801.626953125,-39.28198544515785,False,2023-06-09 10:05:25.423771
24,24801.626953125,-39.06426292007994,False,2023-06-09 10:05:25.442211
25,24801.5703125,-38.857998037334724,True,2023-06-09 10:05:26.015615
26,24801.626953125,-39.06426292007994,False,2023-06-09 10:05:25.509020
27,24801.626953125,-38.83507933757475,False,2023-06-09 10:05:25.527183
28,24801.626953125,-38.611626283783195,False,2023-06-09 10:05:25.544498
29,24801.626953125,-38.393900343610696,False,2023-06-09 10:05:25.562918
30,24801.599609375,-38.18189810196267,True,2023-06-09 10:05:26.015638
31,24801.515625,-37.97561614374453,True,2023-06-09 10:05:26.015655
32,24792.470703125,-37.740729353282376,False,2023-06-09 10:05:25.615673
33,24792.470703125,-37.51154577077718,False,2023-06-09 10:05:25.633243
34,24792.470703125,-37.31101141674561,False,2023-06-09 10:05:25.651793
35,24792.470703125,-37.10474653400039,False,2023-06-09 10:05:25.669127
36,24792.470703125,-36.88129348020884,False,2023-06-09 10:05:25.686963
37,24792.470703125,-36.66357095513093,False,2023-06-09 10:05:25.705056
38,24792.470703125,-36.474494243432055,False,2023-06-09 10:05:25.723508
39,24792.34765625,-36.31405993001762,True,2023-06-09 10:05:26.015671
40,24791.998046875,-36.18226459979306,True,2023-06-09 10:05:26.015694
41,24791.3359375,-36.07910142256918,True,2023-06-09 10:05:26.015718
42,24792.470703125,-35.603597312931235,False,2023-06-09 10:05:25.794592
43,24783.31640625,-35.38014425913968,False,2023-06-09 10:05:25.812743
44,24783.31640625,-35.17387937639447,False,2023-06-09 10:05:25.830124
45,24783.31640625,-34.944695793889274,False,2023-06-09 10:05:25.848245
46,24783.31640625,-34.72124274009772,False,2023-06-09 10:05:25.865977
47,24783.31640625,-34.51497785735251,False,2023-06-09 10:05:25.884217
48,24783.31640625,-34.302982445893655,False,2023-06-09 10:05:25.901764
49,24783.31640625,-34.07379886338846,False,2023-06-09 10:05:25.919934
50,24783.31640625,-33.85034580959691,False,2023-06-09 10:05:25.938168
51,24783.31640625,-33.621162227091716,False,2023-06-09 10:05:25.956171
52,24792.470703125,-33.403439702013806,False,2023-06-09 10:05:25.974102
53,24783.31640625,-33.185717176935896,False,2023-06-09 10:05:25.992013
54,24783.31640625,-32.962260708049754,False,2023-06-09 10:05:26.009519
55,24783.31640625,-32.744538182971844,False,2023-06-09 10:05:26.027458
56,24783.31640625,-32.51535460046665,False,2023-06-09 10:05:26.044433
57,24783.31640625,-32.280440489247816,False,2023-06-09 10:05:26.063336
58,24783.34765625,-32.03979243422076,True,2023-06-09 10:05:27.101492
59,24783.31640625,-31.833534381664712,False,2023-06-09 10:05:26.099840
60,24785.462890625,-31.17467725885236,True,2023-06-09 10:05:27.102258
61,24792.916015625,-30.304145743472137,True,2023-06-09 10:05:27.102368
62,24774.16015625,-31.180363391336392,False,2023-06-09 10:05:26.154727
63,24758.90234375,-30.320022518197835,True,2023-06-09 10:05:27.103020
64,24783.31640625,-30.73345728375329,False,2023-06-09 10:05:26.191753
65,24774.16015625,-30.515731343580793,False,2023-06-09 10:05:26.209530
66,24774.16015625,-30.303739347216524,False,2023-06-09 10:05:26.227838
67,24783.2890625,-30.09771352109226,True,2023-06-09 10:05:27.103921
68,24774.16015625,-29.862560353252473,False,2023-06-09 10:05:26.265844
69,24774.16015625,-29.644837828174563,False,2023-06-09 10:05:26.282479
70,24774.16015625,-29.432842416715708,False,2023-06-09 10:05:26.300462
71,24765.005859375,-29.215116476543212,False,2023-06-09 10:05:26.320454
72,24765.005859375,-29.00312448017894,False,2023-06-09 10:05:26.339460
73,24765.005859375,-28.785398540006444,False,2023-06-09 10:05:26.357593
74,24765.005859375,-28.550486136334904,False,2023-06-09 10:05:26.376085
75,24765.005859375,-28.33276361125699,False,2023-06-09 10:05:26.393609
76,24765.005859375,-28.120768199798135,False,2023-06-09 10:05:26.411227
